YEAR,COUNTRY,SEX,Numeric
1990,MLT,FMLE,26.1
1992,MLT,FMLE,26.2
1997,MLT,FMLE,26.6
1999,MLT,FMLE,26.7
2006,MLT,FMLE,27
1980,MHL,FMLE,25.3
1987,MHL,FMLE,26.8
1989,MHL,FMLE,27.4
1994,MHL,FMLE,28.6
1996,MHL,FMLE,29
2003,MHL,FMLE,30.4
2005,MHL,FMLE,30.8
1984,MRT,FMLE,23
1986,MRT,FMLE,23.3
1991,MRT,FMLE,24
1993,MRT,FMLE,24.2
2000,MRT,FMLE,25.2
2002,MRT,FMLE,25.4
1981,MUS,FMLE,23.3
1983,MUS,FMLE,23.5
1988,MUS,FMLE,24
1990,MUS,FMLE,24.3
1997,MUS,FMLE,25.1
1999,MUS,FMLE,25.3
2006,MUS,FMLE,25.9
1980,MEX,FMLE,24.5
1985,MEX,FMLE,25.4
1987,MEX,FMLE,25.7
1994,MEX,FMLE,26.9
1996,MEX,FMLE,27.1
2003,MEX,FMLE,28.1
2005,MEX,FMLE,28.4
1982,FSM,FMLE,26.1
1984,FSM,FMLE,26.5
1991,FSM,FMLE,28
1993,FSM,FMLE,28.5
2000,FSM,FMLE,29.9
2002,FSM,FMLE,30.2
2007,FSM,FMLE,31.1
1981,MDA,FMLE,27
1988,MDA,FMLE,27
1990,MDA,FMLE,27
1997,MDA,FMLE,26.5
1999,MDA,FMLE,26.4
2004,MDA,FMLE,26.6
2006,MDA,FMLE,26.9
1985,MNG,FMLE,24.7
1987,MNG,FMLE,24.8
1994,MNG,FMLE,24.9
1996,MNG,FMLE,24.9
2001,MNG,FMLE,25.1
2003,MNG,FMLE,25.3
2005,MNG,FMLE,25.4
1982,MNE,FMLE,26
1984,MNE,FMLE,26
1991,MNE,FMLE,25.8
1993,MNE,FMLE,25.6
1998,MNE,FMLE,25.4
2000,MNE,FMLE,25.4
2002,MNE,FMLE,25.4
2007,MNE,FMLE,25.6
1981,MAR,FMLE,23.5
1988,MAR,FMLE,24.2
1990,MAR,FMLE,24.4
1995,MAR,FMLE,25
1997,MAR,FMLE,25.2
1999,MAR,FMLE,25.4
2004,MAR,FMLE,25.9
2006,MAR,FMLE,26
1985,MOZ,FMLE,20.8
1987,MOZ,FMLE,20.9
1994,MOZ,FMLE,21.5
1996,MOZ,FMLE,21.7
2001,MOZ,FMLE,22.3
2003,MOZ,FMLE,22.6
1982,MMR,FMLE,20.1
1984,MMR,FMLE,20.3
1991,MMR,FMLE,20.7
1993,MMR,FMLE,20.9
1998,MMR,FMLE,21.3
2000,MMR,FMLE,21.6
2007,MMR,FMLE,22.6
1981,NAM,FMLE,23.1
1988,NAM,FMLE,23.3
1990,NAM,FMLE,23.3
1995,NAM,FMLE,23.6
1997,NAM,FMLE,23.8
2004,NAM,FMLE,24.7
2006,NAM,FMLE,24.9
1985,NRU,FMLE,29.7
1987,NRU,FMLE,30.2
1992,NRU,FMLE,31.5
1994,NRU,FMLE,31.9
2001,NRU,FMLE,33.4
2003,NRU,FMLE,33.8
1982,NPL,FMLE,18.9
1984,NPL,FMLE,19
1989,NPL,FMLE,19.3
1991,NPL,FMLE,19.4
1998,NPL,FMLE,19.9
2000,NPL,FMLE,20
2007,NPL,FMLE,20.6
1981,NLD,FMLE,24
1986,NLD,FMLE,24.1
1988,NLD,FMLE,24.2
1995,NLD,FMLE,24.6
1997,NLD,FMLE,24.7
2004,NLD,FMLE,25
2006,NLD,FMLE,25.1
1983,NZL,FMLE,24.5
1985,NZL,FMLE,24.7
1987,NZL,FMLE,24.9
1992,NZL,FMLE,25.5
1994,NZL,FMLE,25.8
2001,NZL,FMLE,26.6
2003,NZL,FMLE,26.8
1980,NIC,FMLE,24.4
1982,NIC,FMLE,24.6
1984,NIC,FMLE,24.8
1989,NIC,FMLE,25.3
1991,NIC,FMLE,25.5
1998,NIC,FMLE,26.2
2000,NIC,FMLE,26.5
2005,NIC,FMLE,27.2
2007,NIC,FMLE,27.5
1981,NER,FMLE,20
1986,NER,FMLE,20.4
1988,NER,FMLE,20.5
1995,NER,FMLE,20.9
1997,NER,FMLE,21
2004,NER,FMLE,21.7
2006,NER,FMLE,21.8
1983,NGA,FMLE,22
1985,NGA,FMLE,22.1
1992,NGA,FMLE,22.5
1994,NGA,FMLE,22.7
2001,NGA,FMLE,23.2
2003,NGA,FMLE,23.3
1980,PRK,FMLE,22
1982,PRK,FMLE,22
1989,PRK,FMLE,22.1
1991,PRK,FMLE,22.1
1998,PRK,FMLE,21.6
2000,PRK,FMLE,21.4
2005,PRK,FMLE,21.3
2007,PRK,FMLE,21.3
1986,NOR,FMLE,24.1
1988,NOR,FMLE,24.3
1995,NOR,FMLE,24.7
1997,NOR,FMLE,24.9
2002,NOR,FMLE,25.3
2004,NOR,FMLE,25.5
1983,OMN,FMLE,25.1
1985,OMN,FMLE,25.3
1992,OMN,FMLE,25.9
1994,OMN,FMLE,26
1999,OMN,FMLE,26.3
2001,OMN,FMLE,26.4
1980,PAK,FMLE,21.9
1982,PAK,FMLE,22
1989,PAK,FMLE,22.4
1991,PAK,FMLE,22.5
1996,PAK,FMLE,22.7
1998,PAK,FMLE,22.8
2005,PAK,FMLE,23.2
2007,PAK,FMLE,23.3
1986,PLW,FMLE,27.1
1988,PLW,FMLE,27.4
1993,PLW,FMLE,28.6
1995,PLW,FMLE,29
2002,PLW,FMLE,30.5
2004,PLW,FMLE,30.9
1983,PAN,FMLE,24.3
1985,PAN,FMLE,24.6
1990,PAN,FMLE,25.1
1992,PAN,FMLE,25.4
1994,PAN,FMLE,25.7
1999,PAN,FMLE,26.4
2001,PAN,FMLE,26.6
1980,PNG,FMLE,20.8
1982,PNG,FMLE,21.2
1987,PNG,FMLE,22.1
1989,PNG,FMLE,22.5
1991,PNG,FMLE,22.8
1996,PNG,FMLE,23.9
1998,PNG,FMLE,24.2
2005,PNG,FMLE,25.3
2007,PNG,FMLE,25.6
1986,PRY,FMLE,24.1
1988,PRY,FMLE,24.2
1993,PRY,FMLE,24.6
1995,PRY,FMLE,24.7
2002,PRY,FMLE,25.4
2004,PRY,FMLE,25.6
1983,PER,FMLE,25.1
1985,PER,FMLE,25.2
1990,PER,FMLE,25.4
1992,PER,FMLE,25.5
1999,PER,FMLE,25.8
2001,PER,FMLE,25.8
1980,PHL,FMLE,21.2
1982,PHL,FMLE,21.4
1987,PHL,FMLE,21.7
1989,PHL,FMLE,21.9
1996,PHL,FMLE,22.6
1998,PHL,FMLE,22.7
2005,PHL,FMLE,23.2
2007,PHL,FMLE,23.4
1984,POL,FMLE,25.7
1986,POL,FMLE,25.7
1993,POL,FMLE,25.5
1995,POL,FMLE,25.5
2002,POL,FMLE,25.7
2004,POL,FMLE,25.8
1981,PRT,FMLE,24.8
1983,PRT,FMLE,24.8
1990,PRT,FMLE,25.2
1992,PRT,FMLE,25.4
1999,PRT,FMLE,25.8
2001,PRT,FMLE,25.9
2006,PRT,FMLE,26.2
1980,QAT,FMLE,27.1
1987,QAT,FMLE,27.2
1989,QAT,FMLE,27.2
1996,QAT,FMLE,27.7
1998,QAT,FMLE,27.9
2003,QAT,FMLE,28.4
2005,QAT,FMLE,28.6
1984,ROU,FMLE,25.4
1986,ROU,FMLE,25.4
1993,ROU,FMLE,25.1
1995,ROU,FMLE,25
2000,ROU,FMLE,24.9
2002,ROU,FMLE,25
2004,ROU,FMLE,25.1
1981,RUS,FMLE,26.8
1983,RUS,FMLE,26.7
1990,RUS,FMLE,26.6
1992,RUS,FMLE,26.5
1997,RUS,FMLE,26.4
1999,RUS,FMLE,26.4
2001,RUS,FMLE,26.5
2006,RUS,FMLE,27
1980,RWA,FMLE,20.4
1987,RWA,FMLE,20.9
1989,RWA,FMLE,21
1994,RWA,FMLE,21.1
1996,RWA,FMLE,21.1
1998,RWA,FMLE,21.2
2003,RWA,FMLE,21.6
2005,RWA,FMLE,21.8
1984,KNA,FMLE,26.6
1986,KNA,FMLE,27
1993,KNA,FMLE,28
1995,KNA,FMLE,28.4
2000,KNA,FMLE,29.2
2002,KNA,FMLE,29.6
1981,LCA,FMLE,23.8
1983,LCA,FMLE,24.1
1990,LCA,FMLE,25
1992,LCA,FMLE,25.3
1997,LCA,FMLE,26.1
1999,LCA,FMLE,26.4
2006,LCA,FMLE,27.4
1980,VCT,FMLE,23.7
1987,VCT,FMLE,24.6
1989,VCT,FMLE,24.8
1994,VCT,FMLE,25.6
1996,VCT,FMLE,25.9
2003,VCT,FMLE,27
2005,VCT,FMLE,27.3
1984,WSM,FMLE,27.8
1986,WSM,FMLE,28.3
1991,WSM,FMLE,29.5
1993,WSM,FMLE,30
2000,WSM,FMLE,31.6
2002,WSM,FMLE,32.1
1981,STP,FMLE,21.5
1983,STP,FMLE,21.7
1988,STP,FMLE,22.3
1990,STP,FMLE,22.6
1997,STP,FMLE,23.3
1999,STP,FMLE,23.5
2006,STP,FMLE,24.6
1980,SAU,FMLE,26.3
1985,SAU,FMLE,27
1987,SAU,FMLE,27.1
1994,SAU,FMLE,27.8
1996,SAU,FMLE,28
2003,SAU,FMLE,28.9
2005,SAU,FMLE,29.2
1982,SEN,FMLE,21.5
1984,SEN,FMLE,21.7
1986,SEN,FMLE,21.9
1991,SEN,FMLE,22.4
1993,SEN,FMLE,22.6
2000,SEN,FMLE,23.3
2002,SEN,FMLE,23.6
2007,SEN,FMLE,24.2
1981,SRB,FMLE,26.1
1983,SRB,FMLE,26.1
1988,SRB,FMLE,26
1990,SRB,FMLE,25.9
1997,SRB,FMLE,25.4
1999,SRB,FMLE,25.3
2004,SRB,FMLE,25.2
2006,SRB,FMLE,25.3
1980,SYC,FMLE,24.6
1985,SYC,FMLE,25.1
1987,SYC,FMLE,25.4
1994,SYC,FMLE,26.3
1996,SYC,FMLE,26.6
2003,SYC,FMLE,27.4
2005,SYC,FMLE,27.6
1982,SLE,FMLE,21.4
1984,SLE,FMLE,21.6
1991,SLE,FMLE,22.2
1993,SLE,FMLE,22.3
2000,SLE,FMLE,22.8
2002,SLE,FMLE,23
2007,SLE,FMLE,23.8
1981,SGP,FMLE,23.5
1988,SGP,FMLE,23.5
1990,SGP,FMLE,23.5
1997,SGP,FMLE,23.4
1999,SGP,FMLE,23.4
2004,SGP,FMLE,23.1
2006,SGP,FMLE,23
1985,SVK,FMLE,26.2
1987,SVK,FMLE,26.2
1994,SVK,FMLE,26
1996,SVK,FMLE,26
2001,SVK,FMLE,26.1
2003,SVK,FMLE,26.1
1982,SVN,FMLE,26.4
1984,SVN,FMLE,26.4
1991,SVN,FMLE,26.3
1993,SVN,FMLE,26.2
1998,SVN,FMLE,26.2
2000,SVN,FMLE,26.3
2007,SVN,FMLE,26.6
1981,SLB,FMLE,23.9
1988,SLB,FMLE,25.2
1990,SLB,FMLE,25.6
1995,SLB,FMLE,26.6
1997,SLB,FMLE,27.1
2004,SLB,FMLE,28.2
2006,SLB,FMLE,28.5
1985,SOM,FMLE,21.1
1987,SOM,FMLE,21.2
1992,SOM,FMLE,21.5
1994,SOM,FMLE,21.6
2001,SOM,FMLE,22.1
2003,SOM,FMLE,22.2
1982,ZAF,FMLE,27.1
1984,ZAF,FMLE,27.2
1989,ZAF,FMLE,27.4
1991,ZAF,FMLE,27.5
1993,ZAF,FMLE,27.6
1998,ZAF,FMLE,28
2000,ZAF,FMLE,28.2
2007,ZAF,FMLE,29.3
1981,KOR,FMLE,21.5
1986,KOR,FMLE,22
1988,KOR,FMLE,22.3
1990,KOR,FMLE,22.5
1995,KOR,FMLE,23.1
1997,KOR,FMLE,23.2
2004,KOR,FMLE,23.1
2006,KOR,FMLE,23.2
1985,ESP,FMLE,25.2
1987,ESP,FMLE,25.3
1992,ESP,FMLE,25.6
1994,ESP,FMLE,25.7
2001,ESP,FMLE,26
2003,ESP,FMLE,26.1
1982,LKA,FMLE,21.1
1984,LKA,FMLE,21.3
1989,LKA,FMLE,21.8
1991,LKA,FMLE,21.9
1998,LKA,FMLE,22.4
2000,LKA,FMLE,22.6
2007,LKA,FMLE,23
1981,SDN,FMLE,20.9
1986,SDN,FMLE,21.1
1988,SDN,FMLE,21.2
1995,SDN,FMLE,21.8
1997,SDN,FMLE,22
2004,SDN,FMLE,22.7
2006,SDN,FMLE,22.9
1983,SUR,FMLE,24.7
1985,SUR,FMLE,24.9
1992,SUR,FMLE,25.6
1994,SUR,FMLE,25.8
2001,SUR,FMLE,26.8
1988,ETH,MLE,19.5
1990,ETH,MLE,19.6
1995,ETH,MLE,19.7
1997,ETH,MLE,19.7
2004,ETH,MLE,20
2006,ETH,MLE,20.1
1985,FJI,MLE,23
1987,FJI,MLE,23.3
1992,FJI,MLE,24
1994,FJI,MLE,24.3
2001,FJI,MLE,25.4
2003,FJI,MLE,25.7
1982,FIN,MLE,25.5
1984,FIN,MLE,25.5
1989,FIN,MLE,25.7
1991,FIN,MLE,25.8
1998,FIN,MLE,26
2000,FIN,MLE,26.1
2007,FIN,MLE,26.7
1981,FRA,MLE,24.7
1986,FRA,MLE,24.8
1988,FRA,MLE,24.9
1995,FRA,MLE,25.2
1997,FRA,MLE,25.2
2004,FRA,MLE,25.6
2006,FRA,MLE,25.7
1983,GAB,MLE,22.5
1985,GAB,MLE,22.7
1992,GAB,MLE,23
1994,GAB,MLE,23.1
2001,GAB,MLE,23.6
2003,GAB,MLE,23.7
1980,GEO,MLE,24.6
1982,GEO,MLE,24.6
1984,GEO,MLE,24.7
1989,GEO,MLE,24.9
1991,GEO,MLE,25
1998,GEO,MLE,24.6
2000,GEO,MLE,24.6
2005,GEO,MLE,25.2
2007,GEO,MLE,25.4
1981,DEU,MLE,25.5
1986,DEU,MLE,25.7
1988,DEU,MLE,25.8
1995,DEU,MLE,26.3
1997,DEU,MLE,26.5
2004,DEU,MLE,26.9
2006,DEU,MLE,27
1983,GHA,MLE,21
1985,GHA,MLE,21
1992,GHA,MLE,21.4
1994,GHA,MLE,21.5
2001,GHA,MLE,22.2
2003,GHA,MLE,22.3
1980,GRC,MLE,24.7
1982,GRC,MLE,24.8
1989,GRC,MLE,25.1
1991,GRC,MLE,25.1
1998,GRC,MLE,25.5
2000,GRC,MLE,25.7
2005,GRC,MLE,26.1
2007,GRC,MLE,26.3
1986,GRD,MLE,23.5
1988,GRD,MLE,23.6
1995,GRD,MLE,24.1
1997,GRD,MLE,24.2
2002,GRD,MLE,24.7
2004,GRD,MLE,24.9
1983,GTM,MLE,23.3
1985,GTM,MLE,23.4
1992,GTM,MLE,23.9
1994,GTM,MLE,24.1
1999,GTM,MLE,24.5
2001,GTM,MLE,24.7
1980,GIN,MLE,21.1
1982,GIN,MLE,21.2
1989,GIN,MLE,21.3
1991,GIN,MLE,21.4
1996,GIN,MLE,21.7
1998,GIN,MLE,21.8
2005,GIN,MLE,22.3
2007,GIN,MLE,22.4
1986,GNB,MLE,20.8
1988,GNB,MLE,20.9
1993,GNB,MLE,21.2
1995,GNB,MLE,21.2
2002,GNB,MLE,21.4
2004,GNB,MLE,21.5
1983,GUY,MLE,22.6
1985,GUY,MLE,22.6
1990,GUY,MLE,22.7
1992,GUY,MLE,22.7
1994,GUY,MLE,22.9
1999,GUY,MLE,23.3
2001,GUY,MLE,23.5
1980,HTI,MLE,22.7
1982,HTI,MLE,22.8
1987,HTI,MLE,22.9
1989,HTI,MLE,22.9
1991,HTI,MLE,23
1996,HTI,MLE,23
1998,HTI,MLE,23.1
2005,HTI,MLE,23.6
2007,HTI,MLE,23.8
1984,HND,MLE,23.3
1986,HND,MLE,23.4
1988,HND,MLE,23.5
1993,HND,MLE,23.9
1995,HND,MLE,24
2002,HND,MLE,24.6
2004,HND,MLE,24.8
1983,HUN,MLE,25.4
1985,HUN,MLE,25.6
1990,HUN,MLE,25.9
1992,HUN,MLE,26
1999,HUN,MLE,26.3
2001,HUN,MLE,26.5
1980,ISL,MLE,24.8
1982,ISL,MLE,25
1987,ISL,MLE,25.3
1989,ISL,MLE,25.4
1996,ISL,MLE,25.9
1998,ISL,MLE,26.1
2005,ISL,MLE,26.9
2007,ISL,MLE,27.1
1984,IND,MLE,20.9
1986,IND,MLE,20.8
1993,IND,MLE,20.6
1995,IND,MLE,20.6
2002,IND,MLE,20.9
2004,IND,MLE,20.9
1981,IDN,MLE,19.9
1983,IDN,MLE,20
1990,IDN,MLE,20.3
1992,IDN,MLE,20.5
1999,IDN,MLE,21.1
2001,IDN,MLE,21.2
2006,IDN,MLE,21.7
1980,IRN,MLE,23.1
1987,IRN,MLE,23.6
1989,IRN,MLE,23.7
1996,IRN,MLE,24.5
1998,IRN,MLE,24.7
2003,IRN,MLE,25
2005,IRN,MLE,25.1
1984,IRQ,MLE,25.2
1986,IRQ,MLE,25.3
1993,IRQ,MLE,25.6
1995,IRQ,MLE,25.7
2000,IRQ,MLE,26.1
2002,IRQ,MLE,26.4
1981,IRL,MLE,25.8
1983,IRL,MLE,25.8
1990,IRL,MLE,26.1
1992,IRL,MLE,26.2
1997,IRL,MLE,26.6
1999,IRL,MLE,26.9
2001,IRL,MLE,27.1
2006,IRL,MLE,27.5
1980,ISR,MLE,24.7
1987,ISR,MLE,25.1
1989,ISR,MLE,25.2
1994,ISR,MLE,25.6
1996,ISR,MLE,25.8
1998,ISR,MLE,26
2003,ISR,MLE,26.6
2005,ISR,MLE,26.8
1984,ITA,MLE,25.4
1986,ITA,MLE,25.4
1993,ITA,MLE,25.6
1995,ITA,MLE,25.7
2000,ITA,MLE,25.9
2002,ITA,MLE,26.1
1981,JAM,MLE,22.3
1983,JAM,MLE,22.3
1990,JAM,MLE,22.6
1992,JAM,MLE,22.7
1997,JAM,MLE,23.1
1999,JAM,MLE,23.4
2006,JAM,MLE,24.3
1980,JPN,MLE,22.1
1987,JPN,MLE,22.2
1989,JPN,MLE,22.3
1994,JPN,MLE,22.6
1996,JPN,MLE,22.8
2003,JPN,MLE,23.2
2005,JPN,MLE,23.3
1984,JOR,MLE,25.1
1986,JOR,MLE,25.3
1991,JOR,MLE,25.8
1993,JOR,MLE,26
2000,JOR,MLE,26.7
2002,JOR,MLE,26.9
1981,KAZ,MLE,24.6
1983,KAZ,MLE,24.7
1988,KAZ,MLE,24.9
1990,KAZ,MLE,24.9
1997,KAZ,MLE,24.9
1999,KAZ,MLE,25
2006,KAZ,MLE,25.9
1980,KEN,MLE,20.2
1985,KEN,MLE,20.5
1987,KEN,MLE,20.6
1994,KEN,MLE,20.9
1996,KEN,MLE,21
2003,KEN,MLE,21.3
2005,KEN,MLE,21.4
1982,KIR,MLE,25.6
1984,KIR,MLE,25.7
1991,KIR,MLE,26.5
1993,KIR,MLE,26.8
2000,KIR,MLE,28
2002,KIR,MLE,28.3
2007,KIR,MLE,29.1
1981,KWT,MLE,25.6
1983,KWT,MLE,25.8
1988,KWT,MLE,26.3
1990,KWT,MLE,26.4
1997,KWT,MLE,27.6
1999,KWT,MLE,27.9
2004,KWT,MLE,28.5
2006,KWT,MLE,28.8
1980,KGZ,MLE,24.3
1985,KGZ,MLE,24.4
1987,KGZ,MLE,24.5
1994,KGZ,MLE,24.3
1996,KGZ,MLE,24.2
2001,KGZ,MLE,24.3
2003,KGZ,MLE,24.4
2005,KGZ,MLE,24.5
1982,LAO,MLE,19.6
1984,LAO,MLE,19.7
1991,LAO,MLE,19.9
1993,LAO,MLE,20
2000,LAO,MLE,20.5
2002,LAO,MLE,20.6
2007,LAO,MLE,21
1981,LVA,MLE,25.1
1988,LVA,MLE,25.2
1990,LVA,MLE,25.3
1997,LVA,MLE,25.3
1999,LVA,MLE,25.4
2004,LVA,MLE,25.9
2006,LVA,MLE,26.2
1985,LBN,MLE,24.4
1987,LBN,MLE,24.7
1994,LBN,MLE,25.5
1996,LBN,MLE,25.8
2001,LBN,MLE,26.6
2003,LBN,MLE,26.8
1982,LSO,MLE,20.5
1984,LSO,MLE,20.5
1991,LSO,MLE,20.6
1993,LSO,MLE,20.6
1998,LSO,MLE,20.9
2000,LSO,MLE,21
2007,LSO,MLE,21.7
1981,LBR,MLE,21.1
1988,LBR,MLE,21.3
1990,LBR,MLE,21.3
1995,LBR,MLE,21.4
1997,LBR,MLE,21.5
2004,LBR,MLE,21.8
2006,LBR,MLE,21.8
1985,LBY,MLE,24.8
1987,LBY,MLE,25
1992,LBY,MLE,25.3
1994,LBY,MLE,25.5
2001,LBY,MLE,26
2003,LBY,MLE,26.1
1982,LTU,MLE,26
1984,LTU,MLE,26
1989,LTU,MLE,26
1991,LTU,MLE,26
1993,LTU,MLE,25.9
1998,LTU,MLE,25.9
2000,LTU,MLE,26
2007,LTU,MLE,26.8
1981,LUX,MLE,25
1986,LUX,MLE,25.3
1988,LUX,MLE,25.4
1990,LUX,MLE,25.6
1995,LUX,MLE,26.2
1997,LUX,MLE,26.3
2004,LUX,MLE,27
2006,LUX,MLE,27.2
1983,MKD,MLE,25.4
1985,MKD,MLE,25.4
1987,MKD,MLE,25.5
1992,MKD,MLE,25.5
1994,MKD,MLE,25.5
2001,MKD,MLE,25.9
2003,MKD,MLE,26
1982,MDG,MLE,20.7
1984,MDG,MLE,20.7
1989,MDG,MLE,20.8
1991,MDG,MLE,20.9
1998,MDG,MLE,21.1
2000,MDG,MLE,21.2
2007,MDG,MLE,21.4
1981,MWI,MLE,20.7
1986,MWI,MLE,20.8
1988,MWI,MLE,20.8
1995,MWI,MLE,21
1997,MWI,MLE,21.1
2004,MWI,MLE,21.7
2006,MWI,MLE,21.8
1983,MYS,MLE,21.9
1985,MYS,MLE,22.1
1992,MYS,MLE,22.8
1994,MYS,MLE,23.1
2001,MYS,MLE,24
2003,MYS,MLE,24.2
1980,MDV,MLE,20.4
1982,MDV,MLE,20.6
1989,MDV,MLE,21.3
1991,MDV,MLE,21.5
1998,MDV,MLE,22.2
2000,MDV,MLE,22.4
2005,MDV,MLE,22.9
2007,MDV,MLE,23.2
1986,MLI,MLE,20.4
1988,MLI,MLE,20.4
1995,MLI,MLE,20.8
1997,MLI,MLE,20.9
2002,MLI,MLE,21.2
2004,MLI,MLE,21.4
1983,MLT,MLE,25.8
1985,MLT,MLE,25.9
1992,MLT,MLE,26.3
1994,MLT,MLE,26.5
1999,MLT,MLE,27
2001,MLT,MLE,27.2
1980,MHL,MLE,24.7
1982,MHL,MLE,25
1989,MHL,MLE,26.2
1991,MHL,MLE,26.6
1996,MHL,MLE,27.5
1998,MHL,MLE,27.8
2000,MHL,MLE,28.1
2005,MHL,MLE,28.9
2007,MHL,MLE,29.2
1986,MRT,MLE,21.1
1988,MRT,MLE,21.2
1993,MRT,MLE,21.5
1995,MRT,MLE,21.6
1997,MRT,MLE,21.7
2002,MRT,MLE,22.1
2004,MRT,MLE,22.3
1983,MUS,MLE,22.3
1985,MUS,MLE,22.5
1992,MUS,MLE,23.4
1994,MUS,MLE,23.6
1999,MUS,MLE,24.1
2001,MUS,MLE,24.3
1980,MEX,MLE,24.5
1982,MEX,MLE,24.7
1989,MEX,MLE,25.5
1991,MEX,MLE,25.7
1996,MEX,MLE,26.2
1998,MEX,MLE,26.4
2005,MEX,MLE,27.1
2007,MEX,MLE,27.3
1986,FSM,MLE,25.2
1988,FSM,MLE,25.5
1993,FSM,MLE,26.2
1995,FSM,MLE,26.6
2002,FSM,MLE,27.4
2004,FSM,MLE,27.7
1983,MDA,MLE,24.6
1985,MDA,MLE,24.6
1990,MDA,MLE,24.6
1992,MDA,MLE,24.5
1999,MDA,MLE,23.9
2001,MDA,MLE,23.9
1980,MNG,MLE,23.4
1982,MNG,MLE,23.5
1987,MNG,MLE,23.6
1989,MNG,MLE,23.7
1996,MNG,MLE,23.8
1998,MNG,MLE,23.9
2005,MNG,MLE,24.4
2007,MNG,MLE,24.7
1984,MNE,MLE,25.5
1986,MNE,MLE,25.5
1993,MNE,MLE,25.7
1995,MNE,MLE,25.6
2002,MNE,MLE,26.1
2004,MNE,MLE,26.3
1981,MAR,MLE,22.4
1983,MAR,MLE,22.6
1990,MAR,MLE,23.1
1992,MAR,MLE,23.3
1999,MAR,MLE,23.9
2001,MAR,MLE,24.1
2006,MAR,MLE,24.6
1980,MOZ,MLE,20.4
1982,MOZ,MLE,20.4
1987,MOZ,MLE,20.5
1989,MOZ,MLE,20.5
1996,MOZ,MLE,20.9
1998,MOZ,MLE,21
2003,MOZ,MLE,21.4
2005,MOZ,MLE,21.6
2007,MOZ,MLE,21.8
1984,MMR,MLE,19.8
1986,MMR,MLE,19.9
1993,MMR,MLE,20.1
1995,MMR,MLE,20.2
2000,MMR,MLE,20.6
2002,MMR,MLE,20.8
2004,MMR,MLE,21
1981,NAM,MLE,21.1
1983,NAM,MLE,21.1
1990,NAM,MLE,21.2
1992,NAM,MLE,21.3
1999,NAM,MLE,21.6
2001,NAM,MLE,21.7
2006,NAM,MLE,22.4
1980,NRU,MLE,28.1
1987,NRU,MLE,29.8
1989,NRU,MLE,30.2
1996,NRU,MLE,31.6
1998,NRU,MLE,32
2003,NRU,MLE,32.9
2005,NRU,MLE,33.3
1984,NPL,MLE,20.7
1986,NPL,MLE,20.7
1993,NPL,MLE,20.6
1995,NPL,MLE,20.6
2000,NPL,MLE,20.7
2002,NPL,MLE,20.7
1981,NLD,MLE,24.1
1983,NLD,MLE,24.1
1990,NLD,MLE,24.4
1992,NLD,MLE,24.5
1997,NLD,MLE,24.9
1999,NLD,MLE,25.1
2006,NLD,MLE,25.7
1980,NZL,MLE,25.2
1987,NZL,MLE,25.7
1989,NZL,MLE,25.9
1994,NZL,MLE,26.2
1996,NZL,MLE,26.4
2003,NZL,MLE,27.1
2005,NZL,MLE,27.4
1984,NIC,MLE,24.2
1986,NIC,MLE,24.3
1991,NIC,MLE,24.5
1993,NIC,MLE,24.6
2000,NIC,MLE,25.1
2002,NIC,MLE,25.3
1981,NER,MLE,20.5
1983,NER,MLE,20.6
1988,NER,MLE,20.6
1990,NER,MLE,20.6
1992,NER,MLE,20.6
1997,NER,MLE,20.7
1999,NER,MLE,20.8
2006,NER,MLE,21.1
1980,NGA,MLE,21
1985,NGA,MLE,21.1
1987,NGA,MLE,21.2
1989,NGA,MLE,21.3
1994,NGA,MLE,21.7
1996,NGA,MLE,21.9
2003,NGA,MLE,22.5
2005,NGA,MLE,22.7
1982,PRK,MLE,21.9
1984,PRK,MLE,22
1986,PRK,MLE,22.1
1991,PRK,MLE,22.3
1993,PRK,MLE,22.4
2000,PRK,MLE,22.1
2002,PRK,MLE,22.1
1981,NOR,MLE,24.7
1983,NOR,MLE,24.8
1988,NOR,MLE,25.1
1990,NOR,MLE,25.2
1997,NOR,MLE,25.8
1999,NOR,MLE,26
2006,NOR,MLE,26.7
1980,OMN,MLE,23
1985,OMN,MLE,23.5
1987,OMN,MLE,23.8
1994,OMN,MLE,24.6
1996,OMN,MLE,24.9
2003,OMN,MLE,25.7
2005,OMN,MLE,25.9
1982,PAK,MLE,21.5
1984,PAK,MLE,21.5
1991,PAK,MLE,21.7
1993,PAK,MLE,21.8
2000,PAK,MLE,22
2002,PAK,MLE,22.1
2007,PAK,MLE,22.3
1981,PLW,MLE,25.6
1988,PLW,MLE,26.5
1990,PLW,MLE,26.9
1997,PLW,MLE,28.3
1999,PLW,MLE,28.7
2004,PLW,MLE,29.5
2006,PLW,MLE,29.9
1985,PAN,MLE,23.9
1987,PAN,MLE,24.1
1994,PAN,MLE,24.7
1996,PAN,MLE,24.9
2001,PAN,MLE,25.4
2003,PAN,MLE,25.7
1982,PNG,MLE,22
1984,PNG,MLE,22.2
1991,PNG,MLE,23.1
1993,PNG,MLE,23.4
1998,PNG,MLE,24.1
2000,PNG,MLE,24.3
2007,PNG,MLE,24.9
1981,PRY,MLE,23.5
1988,PRY,MLE,23.9
1990,PRY,MLE,24.1
1995,PRY,MLE,24.5
1997,PRY,MLE,24.6
1999,PRY,MLE,24.8
2004,PRY,MLE,25.2
