YEAR,COUNTRY,SEX,Numeric
2009,NPL,FMLE,20.8
2009,NZL,FMLE,27.5
2009,NOR,FMLE,25.8
2009,PAK,FMLE,23.5
2009,POL,FMLE,25.9
2009,QAT,FMLE,29
2009,WSM,FMLE,33.8
2009,SAU,FMLE,29.7
2009,SGP,FMLE,22.8
2009,SVN,FMLE,26.6
2009,SDN,FMLE,23.3
2009,SWZ,FMLE,28.6
2009,GMB,FMLE,25
2009,TON,FMLE,34.5
2009,ARE,FMLE,29.7
2009,GBR,FMLE,27.1
2009,VNM,FMLE,21.2
2009,ZMB,FMLE,23.2
2008,DZA,MLE,24.6
2008,AGO,MLE,22.2
2008,AUT,MLE,26.4
2008,BHS,MLE,27.4
2008,BEN,MLE,22.4
2008,BOL,MLE,24.5
2008,BDI,MLE,21.7
2008,CMR,MLE,23.7
2008,CHL,MLE,27
2008,COL,MLE,25
2008,HRV,MLE,26.8
2008,CYP,MLE,27.5
2008,ECU,MLE,25.6
2008,SLV,MLE,26.4
2008,FJI,MLE,26.5
2008,FRA,MLE,25.9
2008,GTM,MLE,25.3
2008,GNB,MLE,21.6
2008,IDN,MLE,21.9
2008,IRQ,MLE,26.7
2008,JPN,MLE,23.5
2008,KAZ,MLE,26.3
2008,LBN,MLE,27.4
2008,LBR,MLE,21.9
2008,MYS,MLE,24.7
2008,MLI,MLE,21.8
2008,MEX,MLE,27.4
2008,MDA,MLE,24.3
2008,NRU,MLE,33.8
2008,NLD,MLE,25.9
2008,OMN,MLE,26.2
2008,PLW,MLE,30.3
2008,PHL,MLE,22.9
2008,PRT,MLE,26.7
2008,VCT,MLE,25.7
2008,STP,MLE,23.5
2008,SVK,MLE,27.1
2008,SLB,MLE,27.2
2008,LKA,MLE,22
2008,SUR,MLE,25.7
2008,SWE,MLE,26.4
2008,THA,MLE,23
2008,TGO,MLE,21.9
2008,UGA,MLE,22.5
2008,UKR,MLE,25.5
2008,VEN,MLE,27.5
2008,YEM,MLE,24.5
2008,ZWE,MLE,22.1
2008,AGO,FMLE,23.5
2008,ARG,FMLE,27.5
2008,BGD,FMLE,20.5
2008,BLR,FMLE,26.7
2008,BOL,FMLE,26.9
2008,BWA,FMLE,26.1
2008,BRN,FMLE,22.9
2008,CMR,FMLE,24.9
2008,CPV,FMLE,25
2008,COG,FMLE,23.2
2008,COK,FMLE,33.9
2008,DNK,FMLE,25.1
2008,DMA,FMLE,28.9
2008,SLV,FMLE,27.9
2008,ERI,FMLE,21.1
2008,GEO,FMLE,26.5
2008,GHA,FMLE,24.3
2008,HTI,FMLE,23.5
2008,HUN,FMLE,25.9
2008,IRQ,FMLE,28.4
2008,ISR,FMLE,27.3
2008,KIR,FMLE,31.3
2008,KGZ,FMLE,25.8
2008,LTU,FMLE,26.1
2008,MKD,FMLE,25.4
2008,MLI,FMLE,23
2008,MHL,FMLE,31.4
2008,MNE,FMLE,25.7
2008,MOZ,FMLE,23.3
2008,NIC,FMLE,27.6
2008,NGA,FMLE,23.7
2008,PLW,FMLE,31.8
2008,PNG,FMLE,25.8
2008,ROU,FMLE,25.3
2008,RWA,FMLE,22
2008,SEN,FMLE,24.3
2008,SYC,FMLE,27.9
2008,SLB,FMLE,28.9
2008,ZAF,FMLE,29.5
2008,SWE,FMLE,25.2
2008,SYR,FMLE,28.8
2008,TTO,FMLE,28.7
2008,TUR,FMLE,28.3
2008,UKR,FMLE,26.3
2008,URY,FMLE,26.6
2008,ZWE,FMLE,24.7
1981,MCO,MLE,
1988,MCO,MLE,
1990,MCO,MLE,
1995,MCO,MLE,
1997,MCO,MLE,
2004,MCO,MLE,
2006,MCO,MLE,
1983,NIU,MLE,
1985,NIU,MLE,
1990,NIU,MLE,
1992,NIU,MLE,
1994,NIU,MLE,
1999,NIU,MLE,
2001,NIU,MLE,
2008,NIU,MLE,
1980,SMR,MLE,
1985,SMR,MLE,
1987,SMR,MLE,
1989,SMR,MLE,
1994,SMR,MLE,
1996,SMR,MLE,
2003,SMR,MLE,
2005,SMR,MLE,
1982,TUV,MLE,
1984,TUV,MLE,
1989,TUV,MLE,
1991,TUV,MLE,
1998,TUV,MLE,
2000,TUV,MLE,
2007,TUV,MLE,
1988,TKM,MLE,24.5
1995,TKM,MLE,24.3
1997,TKM,MLE,24.3
2004,TKM,MLE,24.6
2006,TKM,MLE,24.9
1983,ARE,MLE,25.4
1985,ARE,MLE,25.7
1987,ARE,MLE,25.8
1992,ARE,MLE,26.2
1994,ARE,MLE,26.4
2001,ARE,MLE,27.2
2003,ARE,MLE,27.4
1980,UGA,MLE,21.3
1982,UGA,MLE,21.3
1984,UGA,MLE,21.4
1989,UGA,MLE,21.5
1991,UGA,MLE,21.6
1998,UGA,MLE,22
2000,UGA,MLE,22.1
2007,UGA,MLE,22.4
1981,GBR,MLE,24.7
1986,GBR,MLE,25.1
1988,GBR,MLE,25.3
1995,GBR,MLE,26.1
1997,GBR,MLE,26.3
2004,GBR,MLE,27
2006,GBR,MLE,27.2
1983,UKR,MLE,24.8
1985,UKR,MLE,24.9
1992,UKR,MLE,25
1994,UKR,MLE,24.9
2001,UKR,MLE,24.7
2003,UKR,MLE,24.8
1980,USA,MLE,25.5
1982,USA,MLE,25.7
1989,USA,MLE,26.5
1991,USA,MLE,26.7
1998,USA,MLE,27.5
2000,USA,MLE,27.7
2005,USA,MLE,28.2
2007,USA,MLE,28.4
1986,URY,MLE,24.5
1988,URY,MLE,24.7
1995,URY,MLE,25.3
1997,URY,MLE,25.6
2002,URY,MLE,26
2004,URY,MLE,26.1
1983,UZB,MLE,24.6
1985,UZB,MLE,24.7
1992,UZB,MLE,24.7
1994,UZB,MLE,24.7
1999,UZB,MLE,24.7
2001,UZB,MLE,24.8
1980,VUT,MLE,23.2
1982,VUT,MLE,23.5
1989,VUT,MLE,24.4
1991,VUT,MLE,24.7
1996,VUT,MLE,25.3
1998,VUT,MLE,25.6
2005,VUT,MLE,26.4
2007,VUT,MLE,26.7
1986,VEN,MLE,25.2
1988,VEN,MLE,25.4
1993,VEN,MLE,25.9
1995,VEN,MLE,26.1
1997,VEN,MLE,26.3
2002,VEN,MLE,26.8
2004,VEN,MLE,27
1983,VNM,MLE,19
1985,VNM,MLE,19.1
1990,VNM,MLE,19.3
1992,VNM,MLE,19.5
1994,VNM,MLE,19.6
1999,VNM,MLE,20
2001,VNM,MLE,20.2
1980,YEM,MLE,22.7
1982,YEM,MLE,22.8
1987,YEM,MLE,23.1
1989,YEM,MLE,23.2
1991,YEM,MLE,23.3
1996,YEM,MLE,23.6
1998,YEM,MLE,23.7
2005,YEM,MLE,24.3
2007,YEM,MLE,24.4
1986,ZMB,MLE,19.8
1988,ZMB,MLE,19.8
1993,ZMB,MLE,20
1995,ZMB,MLE,20.1
2002,ZMB,MLE,20.3
2004,ZMB,MLE,20.4
1983,ZWE,MLE,21.5
1985,ZWE,MLE,21.5
1990,ZWE,MLE,21.5
1992,ZWE,MLE,21.5
1999,ZWE,MLE,21.7
2001,ZWE,MLE,21.8
1980,AFG,FMLE,20.5
1982,AFG,FMLE,20.6
1987,AFG,FMLE,20.7
1989,AFG,FMLE,20.7
1996,AFG,FMLE,20.6
1998,AFG,FMLE,20.6
2005,AFG,FMLE,20.8
2007,AFG,FMLE,21
1984,ALB,FMLE,25.2
1986,ALB,FMLE,25.2
1993,ALB,FMLE,24.9
1995,ALB,FMLE,24.9
2002,ALB,FMLE,25.3
2004,ALB,FMLE,25.4
1981,DZA,FMLE,23.8
1983,DZA,FMLE,24
1990,DZA,FMLE,24.7
1992,DZA,FMLE,24.8
1999,DZA,FMLE,25.4
2001,DZA,FMLE,25.6
2006,DZA,FMLE,26.2
1980,AND,FMLE,25.6
1987,AND,FMLE,25.7
1989,AND,FMLE,25.7
1996,AND,FMLE,25.9
1998,AND,FMLE,26
2003,AND,FMLE,26.2
2005,AND,FMLE,26.3
2007,AND,FMLE,26.3
1984,AGO,FMLE,20.3
1986,AGO,FMLE,20.5
1993,AGO,FMLE,21.1
1995,AGO,FMLE,21.3
2000,AGO,FMLE,21.9
2002,AGO,FMLE,22.3
2004,AGO,FMLE,22.6
1981,ATG,FMLE,24
1983,ATG,FMLE,24.3
1990,ATG,FMLE,25.5
1992,ATG,FMLE,25.8
1997,ATG,FMLE,26.3
1999,ATG,FMLE,26.5
2001,ATG,FMLE,26.7
2006,ATG,FMLE,27.5
1980,ARG,FMLE,23.8
1987,ARG,FMLE,24.6
1989,ARG,FMLE,24.8
1996,ARG,FMLE,25.8
1998,ARG,FMLE,26.2
2003,ARG,FMLE,26.8
2005,ARG,FMLE,27.1
1984,ARM,FMLE,26.1
1986,ARM,FMLE,26.2
1993,ARM,FMLE,26.1
1995,ARM,FMLE,26
2000,ARM,FMLE,26.3
2002,ARM,FMLE,26.5
1981,AUS,FMLE,23.7
1983,AUS,FMLE,24
1990,AUS,FMLE,24.9
1992,AUS,FMLE,25.1
1997,AUS,FMLE,25.7
1999,AUS,FMLE,25.9
2006,AUS,FMLE,26.7
1980,AUT,FMLE,23.9
1987,AUT,FMLE,24.1
1989,AUT,FMLE,24.2
1994,AUT,FMLE,24.5
1996,AUT,FMLE,24.6
2003,AUT,FMLE,24.8
2005,AUT,FMLE,24.9
1984,AZE,FMLE,26.5
1986,AZE,FMLE,26.6
1991,AZE,FMLE,26.7
1993,AZE,FMLE,26.6
2000,AZE,FMLE,26.4
2002,AZE,FMLE,26.6
1981,BHS,FMLE,25.5
1983,BHS,FMLE,25.9
1988,BHS,FMLE,26.7
1990,BHS,FMLE,27
1997,BHS,FMLE,27.7
1999,BHS,FMLE,28
2006,BHS,FMLE,29.1
1980,BHR,FMLE,25.2
1985,BHR,FMLE,25.7
1987,BHR,FMLE,25.9
1994,BHR,FMLE,26.8
1996,BHR,FMLE,27.1
2003,BHR,FMLE,28.1
2005,BHR,FMLE,28.3
1982,BGD,FMLE,18.6
1984,BGD,FMLE,18.7
1986,BGD,FMLE,18.7
1991,BGD,FMLE,18.9
1993,BGD,FMLE,18.9
2000,BGD,FMLE,19.4
2002,BGD,FMLE,19.7
2007,BGD,FMLE,20.4
1981,BRB,FMLE,26.5
1983,BRB,FMLE,26.7
1988,BRB,FMLE,27.2
1990,BRB,FMLE,27.4
1997,BRB,FMLE,28.1
1999,BRB,FMLE,28.4
2006,BRB,FMLE,29.4
1980,BLR,FMLE,26.3
1985,BLR,FMLE,26.2
1987,BLR,FMLE,26.2
1994,BLR,FMLE,26
1996,BLR,FMLE,26
2003,BLR,FMLE,26.2
2005,BLR,FMLE,26.3
1982,BEL,FMLE,25
1984,BEL,FMLE,24.9
1991,BEL,FMLE,25
1993,BEL,FMLE,25
2000,BEL,FMLE,25.1
2002,BEL,FMLE,25.2
2007,BEL,FMLE,25.2
1981,BLZ,FMLE,25.4
1988,BLZ,FMLE,26.3
1990,BLZ,FMLE,26.6
1997,BLZ,FMLE,27.8
1999,BLZ,FMLE,28.2
2004,BLZ,FMLE,29.2
2006,BLZ,FMLE,29.6
1985,BEN,FMLE,21.4
1987,BEN,FMLE,21.6
1994,BEN,FMLE,22.3
1996,BEN,FMLE,22.5
2001,BEN,FMLE,23
2003,BEN,FMLE,23.3
1982,BTN,FMLE,20.5
1984,BTN,FMLE,20.6
1991,BTN,FMLE,21.2
1993,BTN,FMLE,21.3
1998,BTN,FMLE,21.8
2000,BTN,FMLE,22
2007,BTN,FMLE,22.7
1981,BOL,FMLE,23.7
1988,BOL,FMLE,24.3
1990,BOL,FMLE,24.5
1995,BOL,FMLE,25.2
1997,BOL,FMLE,25.5
2004,BOL,FMLE,26.4
2006,BOL,FMLE,26.6
1985,BIH,FMLE,25.3
1987,BIH,FMLE,25.4
1992,BIH,FMLE,25.3
1994,BIH,FMLE,25.2
1996,BIH,FMLE,25.3
2001,BIH,FMLE,25.9
2003,BIH,FMLE,26
1982,BWA,FMLE,23.5
1984,BWA,FMLE,23.7
1989,BWA,FMLE,24.3
1991,BWA,FMLE,24.5
1993,BWA,FMLE,24.7
1998,BWA,FMLE,25.1
2000,BWA,FMLE,25.3
2007,BWA,FMLE,26
1981,BRA,FMLE,24.1
1986,BRA,FMLE,24.4
1988,BRA,FMLE,24.5
1990,BRA,FMLE,24.6
1995,BRA,FMLE,24.9
1997,BRA,FMLE,25
2004,BRA,FMLE,25.6
2006,BRA,FMLE,25.8
1985,BRN,FMLE,22.9
1987,BRN,FMLE,22.9
1992,BRN,FMLE,22.9
1994,BRN,FMLE,22.9
2001,BRN,FMLE,22.9
2003,BRN,FMLE,22.9
1982,BGR,FMLE,25.6
1984,BGR,FMLE,25.7
1989,BGR,FMLE,25.8
1991,BGR,FMLE,25.6
1998,BGR,FMLE,25.2
2000,BGR,FMLE,25.2
2007,BGR,FMLE,25.4
1981,BFA,FMLE,19.4
1986,BFA,FMLE,19.8
1988,BFA,FMLE,20
1995,BFA,FMLE,20.6
1997,BFA,FMLE,20.7
2004,BFA,FMLE,21.3
2006,BFA,FMLE,21.5
1983,BDI,FMLE,19.4
1985,BDI,FMLE,19.6
1992,BDI,FMLE,20.2
1994,BDI,FMLE,20.3
2001,BDI,FMLE,20.7
2003,BDI,FMLE,20.9
1980,KHM,FMLE,19.4
1982,KHM,FMLE,19.5
1989,KHM,FMLE,20
1991,KHM,FMLE,20.1
1998,KHM,FMLE,20.6
2000,KHM,FMLE,20.7
2005,KHM,FMLE,21.2
2007,KHM,FMLE,21.5
1986,CMR,FMLE,22.3
1988,CMR,FMLE,22.5
1995,CMR,FMLE,23
1997,CMR,FMLE,23.2
2002,CMR,FMLE,24
2004,CMR,FMLE,24.3
2006,CMR,FMLE,24.6
1983,CAN,FMLE,24.4
1985,CAN,FMLE,24.6
1992,CAN,FMLE,25.3
1994,CAN,FMLE,25.5
1999,CAN,FMLE,26
2001,CAN,FMLE,26.2
2003,CAN,FMLE,26.4
1980,CPV,FMLE,20.8
1982,CPV,FMLE,21.1
1989,CPV,FMLE,22.1
1991,CPV,FMLE,22.3
1996,CPV,FMLE,23.1
1998,CPV,FMLE,23.4
2000,CPV,FMLE,23.8
2005,CPV,FMLE,24.5
2007,CPV,FMLE,24.8
1986,CAF,FMLE,20.2
1988,CAF,FMLE,20.3
1995,CAF,FMLE,20.9
1997,CAF,FMLE,21
2002,CAF,FMLE,21.7
2004,CAF,FMLE,21.9
1983,TCD,FMLE,19.3
1985,TCD,FMLE,19.4
1992,TCD,FMLE,20.1
1994,TCD,FMLE,20.3
1999,TCD,FMLE,20.9
2001,TCD,FMLE,21.1
1980,CHL,FMLE,23.9
1982,CHL,FMLE,24.2
1989,CHL,FMLE,24.9
1991,CHL,FMLE,25.2
1996,CHL,FMLE,26.2
1998,CHL,FMLE,26.5
2005,CHL,FMLE,27.5
2007,CHL,FMLE,27.8
1986,CHN,FMLE,22
1988,CHN,FMLE,22.1
1993,CHN,FMLE,22.2
1995,CHN,FMLE,22.3
2002,CHN,FMLE,22.7
2004,CHN,FMLE,22.8
1983,COL,FMLE,23.8
1985,COL,FMLE,24
1990,COL,FMLE,24.7
1992,COL,FMLE,24.9
1999,COL,FMLE,25.7
2001,COL,FMLE,25.9
1980,COM,FMLE,20.8
1982,COM,FMLE,20.8
1987,COM,FMLE,21.2
1989,COM,FMLE,21.3
1996,COM,FMLE,21.8
1998,COM,FMLE,21.9
2005,COM,FMLE,22.3
2007,COM,FMLE,22.4
1984,COG,FMLE,20.5
1986,COG,FMLE,20.8
1993,COG,FMLE,21.4
1995,COG,FMLE,21.5
2002,COG,FMLE,22.3
2004,COG,FMLE,22.6
1981,COD,FMLE,19.8
1983,COD,FMLE,19.9
1985,COD,FMLE,20.1
1990,COD,FMLE,20.5
1992,COD,FMLE,20.6
1999,COD,FMLE,20.7
2001,COD,FMLE,20.8
2006,COD,FMLE,21.4
1980,COK,FMLE,26.3
1982,COK,FMLE,27
1987,COK,FMLE,28.6
1989,COK,FMLE,29.1
1996,COK,FMLE,30.9
1998,COK,FMLE,31.3
2005,COK,FMLE,33.2
2007,COK,FMLE,33.7
1984,CRI,FMLE,23.8
1986,CRI,FMLE,24
1993,CRI,FMLE,25
1995,CRI,FMLE,25.3
2002,CRI,FMLE,26.3
2004,CRI,FMLE,26.5
1981,CIV,FMLE,21.3
1983,CIV,FMLE,21.5
1990,CIV,FMLE,22
1992,CIV,FMLE,22.2
1999,CIV,FMLE,22.8
2001,CIV,FMLE,23.1
2006,CIV,FMLE,23.6
1980,HRV,FMLE,25.2
1987,HRV,FMLE,25.1
1989,HRV,FMLE,25.1
1996,HRV,FMLE,24.6
1998,HRV,FMLE,24.6
2003,HRV,FMLE,24.9
2005,HRV,FMLE,25
1984,CUB,FMLE,24.2
1986,CUB,FMLE,24.5
1993,CUB,FMLE,25
1995,CUB,FMLE,25
1993,TKM,MLE,24.4
1994,TKM,MLE,24.4
2007,TKM,MLE,25
1980,ARE,MLE,24.9
1981,ARE,MLE,25.1
1982,ARE,MLE,25.3
1996,ARE,MLE,26.6
1997,ARE,MLE,26.8
1998,ARE,MLE,26.9
1999,ARE,MLE,27
1985,UGA,MLE,21.4
1986,UGA,MLE,21.5
1987,UGA,MLE,21.5
1988,UGA,MLE,21.5
2001,UGA,MLE,22.1
2002,UGA,MLE,22.2
2003,UGA,MLE,22.2
2004,UGA,MLE,22.3
2005,UGA,MLE,22.3
1990,GBR,MLE,25.6
1991,GBR,MLE,25.7
1992,GBR,MLE,25.8
1993,GBR,MLE,25.9
2007,GBR,MLE,27.3
1980,UKR,MLE,24.8
1981,UKR,MLE,24.8
1982,UKR,MLE,24.8
1995,UKR,MLE,24.9
1996,UKR,MLE,24.8
1997,UKR,MLE,24.8
1998,UKR,MLE,24.7
1999,UKR,MLE,24.7
1984,USA,MLE,25.9
1985,USA,MLE,26
1986,USA,MLE,26.1
1987,USA,MLE,26.3
2001,USA,MLE,27.8
2002,USA,MLE,27.9
2003,USA,MLE,28
2004,USA,MLE,28.1
1990,URY,MLE,24.8
1991,URY,MLE,24.9
1992,URY,MLE,25
1993,URY,MLE,25.1
2006,URY,MLE,26.2
2007,URY,MLE,26.3
1980,UZB,MLE,24.5
1981,UZB,MLE,24.6
1982,UZB,MLE,24.6
1995,UZB,MLE,24.7
1996,UZB,MLE,24.6
1997,UZB,MLE,24.6
1998,UZB,MLE,24.7
1984,VUT,MLE,23.8
1985,VUT,MLE,23.9
1986,VUT,MLE,24
1987,VUT,MLE,24.2
2000,VUT,MLE,25.9
2001,VUT,MLE,26
2002,VUT,MLE,26.1
2003,VUT,MLE,26.2
2004,VUT,MLE,26.3
1989,VEN,MLE,25.4
1990,VEN,MLE,25.5
1991,VEN,MLE,25.6
1992,VEN,MLE,25.7
2006,VEN,MLE,27.2
2007,VEN,MLE,27.3
1980,VNM,MLE,18.9
1981,VNM,MLE,19
1995,VNM,MLE,19.7
1996,VNM,MLE,19.8
1997,VNM,MLE,19.9
1998,VNM,MLE,19.9
1983,YEM,MLE,22.9
1984,YEM,MLE,23
1985,YEM,MLE,23
1986,YEM,MLE,23.1
2000,YEM,MLE,23.9
2001,YEM,MLE,24
2002,YEM,MLE,24
2003,YEM,MLE,24.1
1989,ZMB,MLE,19.9
1990,ZMB,MLE,19.9
1991,ZMB,MLE,20
1992,ZMB,MLE,20
2005,ZMB,MLE,20.5
2006,ZMB,MLE,20.5
2007,ZMB,MLE,20.6
1980,ZWE,MLE,21.4
1981,ZWE,MLE,21.4
1994,ZWE,MLE,21.5
1995,ZWE,MLE,21.5
1996,ZWE,MLE,21.6
1997,ZWE,MLE,21.6
1983,AFG,FMLE,20.6
1984,AFG,FMLE,20.6
1985,AFG,FMLE,20.7
1986,AFG,FMLE,20.7
2000,AFG,FMLE,20.6
2001,AFG,FMLE,20.6
2002,AFG,FMLE,20.6
2003,AFG,FMLE,20.7
1988,ALB,FMLE,25.2
1989,ALB,FMLE,25.1
1990,ALB,FMLE,25.1
1991,ALB,FMLE,25
2005,ALB,FMLE,25.4
2006,ALB,FMLE,25.5
2007,ALB,FMLE,25.6
1980,DZA,FMLE,23.6
1994,DZA,FMLE,25
1995,DZA,FMLE,25.1
1996,DZA,FMLE,25.2
1997,DZA,FMLE,25.2
1982,AND,FMLE,25.6
1983,AND,FMLE,25.6
1984,AND,FMLE,25.6
1985,AND,FMLE,25.6
1986,AND,FMLE,25.7
1999,AND,FMLE,26
2000,AND,FMLE,26
2001,AND,FMLE,26.1
2002,AND,FMLE,26.1
1988,AGO,FMLE,20.7
1989,AGO,FMLE,20.8
1990,AGO,FMLE,20.9
1991,AGO,FMLE,21
2005,AGO,FMLE,22.8
2006,AGO,FMLE,23.1
2007,AGO,FMLE,23.3
1980,ATG,FMLE,23.9
1993,ATG,FMLE,26
1994,ATG,FMLE,26.1
1995,ATG,FMLE,26.1
1996,ATG,FMLE,26.2
1982,ARG,FMLE,24
1983,ARG,FMLE,24.1
1984,ARG,FMLE,24.2
1985,ARG,FMLE,24.4
1999,ARG,FMLE,26.3
2000,ARG,FMLE,26.5
2001,ARG,FMLE,26.6
2002,ARG,FMLE,26.7
1987,ARM,FMLE,26.3
1988,ARM,FMLE,26.3
1989,ARM,FMLE,26.4
1990,ARM,FMLE,26.3
1991,ARM,FMLE,26.3
2004,ARM,FMLE,26.7
2005,ARM,FMLE,26.9
2006,ARM,FMLE,27
2007,ARM,FMLE,27.2
1993,AUS,FMLE,25.2
1994,AUS,FMLE,25.4
1995,AUS,FMLE,25.5
1996,AUS,FMLE,25.6
1982,AUT,FMLE,24
1983,AUT,FMLE,24
1984,AUT,FMLE,24
1985,AUT,FMLE,24.1
1998,AUT,FMLE,24.6
1999,AUT,FMLE,24.7
2000,AUT,FMLE,24.7
2001,AUT,FMLE,24.8
1987,AZE,FMLE,26.6
1988,AZE,FMLE,26.7
1989,AZE,FMLE,26.7
1990,AZE,FMLE,26.7
2004,AZE,FMLE,26.9
2005,AZE,FMLE,27.1
2006,AZE,FMLE,27.3
2007,AZE,FMLE,27.5
1992,BHS,FMLE,27.2
1993,BHS,FMLE,27.3
1994,BHS,FMLE,27.4
1995,BHS,FMLE,27.5
1996,BHS,FMLE,27.6
1981,BHR,FMLE,25.3
1982,BHR,FMLE,25.4
1983,BHR,FMLE,25.5
1984,BHR,FMLE,25.6
1998,BHR,FMLE,27.4
1999,BHR,FMLE,27.5
2000,BHR,FMLE,27.7
2001,BHR,FMLE,27.8
1987,BGD,FMLE,18.7
1988,BGD,FMLE,18.8
1989,BGD,FMLE,18.8
1990,BGD,FMLE,18.8
2003,BGD,FMLE,19.8
2004,BGD,FMLE,20
2005,BGD,FMLE,20.1
2006,BGD,FMLE,20.2
1992,BRB,FMLE,27.6
1993,BRB,FMLE,27.7
1994,BRB,FMLE,27.8
1995,BRB,FMLE,27.9
1981,BLR,FMLE,26.3
1982,BLR,FMLE,26.3
1983,BLR,FMLE,26.3
1984,BLR,FMLE,26.2
1997,BLR,FMLE,26
1998,BLR,FMLE,26
1999,BLR,FMLE,26
2000,BLR,FMLE,26
2001,BLR,FMLE,26.1
1986,BEL,FMLE,24.9
1987,BEL,FMLE,24.9
1988,BEL,FMLE,24.9
1989,BEL,FMLE,24.9
2003,BEL,FMLE,25.2
2004,BEL,FMLE,25.2
2005,BEL,FMLE,25.2
2006,BEL,FMLE,25.2
1992,BLZ,FMLE,27
1993,BLZ,FMLE,27.2
1994,BLZ,FMLE,27.3
1995,BLZ,FMLE,27.5
1980,BEN,FMLE,20.9
1981,BEN,FMLE,21
1982,BEN,FMLE,21.1
1983,BEN,FMLE,21.2
1997,BEN,FMLE,22.6
1998,BEN,FMLE,22.7
1999,BEN,FMLE,22.8
2000,BEN,FMLE,22.9
1986,BTN,FMLE,20.7
1987,BTN,FMLE,20.8
1988,BTN,FMLE,20.9
1989,BTN,FMLE,21
2002,BTN,FMLE,22.2
2003,BTN,FMLE,22.3
2004,BTN,FMLE,22.4
2005,BTN,FMLE,22.5
2006,BTN,FMLE,22.6
1991,BOL,FMLE,24.6
1992,BOL,FMLE,24.8
1993,BOL,FMLE,24.9
1994,BOL,FMLE,25
1980,BIH,FMLE,25
1981,BIH,FMLE,25.1
1982,BIH,FMLE,25.1
1983,BIH,FMLE,25.2
1997,BIH,FMLE,25.4
1998,BIH,FMLE,25.6
1999,BIH,FMLE,25.7
2000,BIH,FMLE,25.8
1985,BWA,FMLE,23.8
1986,BWA,FMLE,23.9
1987,BWA,FMLE,24.1
1988,BWA,FMLE,24.2
2002,BWA,FMLE,25.5
2003,BWA,FMLE,25.6
2004,BWA,FMLE,25.7
2005,BWA,FMLE,25.8
1991,BRA,FMLE,24.7
1992,BRA,FMLE,24.7
1993,BRA,FMLE,24.8
1994,BRA,FMLE,24.8
2007,BRA,FMLE,25.9
1980,BRN,FMLE,22.9
1981,BRN,FMLE,22.9
1982,BRN,FMLE,22.9
1983,BRN,FMLE,22.9
1996,BRN,FMLE,22.9
1997,BRN,FMLE,22.9
1998,BRN,FMLE,23
1999,BRN,FMLE,23
1985,BGR,FMLE,25.7
1986,BGR,FMLE,25.7
1987,BGR,FMLE,25.7
1988,BGR,FMLE,25.8
2002,BGR,FMLE,25.2
2003,BGR,FMLE,25.3
2004,BGR,FMLE,25.3
2005,BGR,FMLE,25.3
1990,BFA,FMLE,20.2
1991,BFA,FMLE,20.2
1992,BFA,FMLE,20.3
1993,BFA,FMLE,20.4
2007,BFA,FMLE,21.5
1980,BDI,FMLE,19.1
1981,BDI,FMLE,19.2
1982,BDI,FMLE,19.3
1996,BDI,FMLE,20.4
1997,BDI,FMLE,20.5
1998,BDI,FMLE,20.5
1999,BDI,FMLE,20.6
1984,KHM,FMLE,19.6
1985,KHM,FMLE,19.7
1986,KHM,FMLE,19.8
1987,KHM,FMLE,19.8
1988,KHM,FMLE,19.9
2001,KHM,FMLE,20.8
2002,KHM,FMLE,21
2003,KHM,FMLE,21.1
2004,KHM,FMLE,21.1
1990,CMR,FMLE,22.7
1991,CMR,FMLE,22.8
1992,CMR,FMLE,22.8
1993,CMR,FMLE,22.9
2007,CMR,FMLE,24.8
1980,CAN,FMLE,24.1
1981,CAN,FMLE,24.2
1982,CAN,FMLE,24.3
1995,CAN,FMLE,25.6
1996,CAN,FMLE,25.7
1997,CAN,FMLE,25.8
1998,CAN,FMLE,25.9
1984,CPV,FMLE,21.4
1985,CPV,FMLE,21.6
1986,CPV,FMLE,21.7
1987,CPV,FMLE,21.8
2001,CPV,FMLE,23.9
2002,CPV,FMLE,24.1
2003,CPV,FMLE,24.2
2004,CPV,FMLE,24.4
1989,CAF,FMLE,20.4
1990,CAF,FMLE,20.5
1991,CAF,FMLE,20.6
1992,CAF,FMLE,20.6
1993,CAF,FMLE,20.7
2006,CAF,FMLE,22.2
2007,CAF,FMLE,22.3
1980,TCD,FMLE,19.1
1981,TCD,FMLE,19.2
1995,TCD,FMLE,20.4
1996,TCD,FMLE,20.5
1997,TCD,FMLE,20.6
1998,TCD,FMLE,20.7
1983,CHL,FMLE,24.3
1984,CHL,FMLE,24.4
1985,CHL,FMLE,24.5
1986,CHL,FMLE,24.6
1987,CHL,FMLE,24.7
2000,CHL,FMLE,26.8
2001,CHL,FMLE,27
2002,CHL,FMLE,27.1
2003,CHL,FMLE,27.3
1989,CHN,FMLE,22.1
1990,CHN,FMLE,22.1
1991,CHN,FMLE,22.1
1992,CHN,FMLE,22.1
2006,CHN,FMLE,22.9
2007,CHN,FMLE,22.9
1980,COL,FMLE,23.3
1981,COL,FMLE,23.5
1994,COL,FMLE,25.2
1995,COL,FMLE,25.3
1996,COL,FMLE,25.4
1997,COL,FMLE,25.5
1998,COL,FMLE,25.6
1983,COM,FMLE,20.9
1984,COM,FMLE,20.9
1985,COM,FMLE,21
1986,COM,FMLE,21.1
2000,COM,FMLE,22
2001,COM,FMLE,22
2002,COM,FMLE,22.1
