YEAR _code,Year,REGION _code,Region,COUNTRY _code,Country,AGEGROUP _code,Sex,Numeric,Low,High,CountryYear,Comments
2007,2007,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,130.6,125.3,135.9,Nigeria 2007,
1982,1982,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,126.9,118.6,135.7,Democratic People's Republic of Korea 1982,
1983,1983,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,126.7,118.7,135,Democratic People's Republic of Korea 1983,
1984,1984,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,126.4,118.7,134.2,Democratic People's Republic of Korea 1984,
1985,1985,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,126.2,118.6,133.7,Democratic People's Republic of Korea 1985,
1986,1986,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,126,118.6,133.2,Democratic People's Republic of Korea 1986,
1991,1991,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,125,117.4,132.6,Democratic People's Republic of Korea 1991,
1992,1992,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,124.7,117,132.4,Democratic People's Republic of Korea 1992,
1993,1993,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,124.5,116.6,132.2,Democratic People's Republic of Korea 1993,
1994,1994,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,124.2,116.3,131.9,Democratic People's Republic of Korea 1994,
1999,1999,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,123.3,115.4,131.2,Democratic People's Republic of Korea 1999,
2000,2000,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,123.5,115.7,131.3,Democratic People's Republic of Korea 2000,
2001,2001,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,123.7,116,131.6,Democratic People's Republic of Korea 2001,
2002,2002,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,124,116.2,131.8,Democratic People's Republic of Korea 2002,
2008,2008,SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,AGE25-PLUS,Male,125.9,116.6,135,Democratic People's Republic of Korea 2008,
2009,2009,AFR,Africa,CIV,C?te d'Ivoire,AGE25-PLUS,Female,128.8,121.6,136.1,C?te d'Ivoire 2009,
1980,1980,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,144.6,137.9,151.8,Norway 1980,
1981,1981,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,143.9,137.9,150.3,Norway 1981,
1986,1986,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,140.7,136.4,145.1,Norway 1986,
1987,1987,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,140.2,136,144.5,Norway 1987,
1988,1988,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,139.9,135.6,144.2,Norway 1988,
1989,1989,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,139.6,135.3,143.9,Norway 1989,
1994,1994,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,138.1,133.9,142.3,Norway 1994,
1995,1995,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,137.8,133.7,142.1,Norway 1995,
1996,1996,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,137.6,133.5,141.8,Norway 1996,
1997,1997,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,137.4,133.4,141.5,Norway 1997,
2003,2003,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,136.6,132.7,140.6,Norway 2003,
2004,2004,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,136.6,132.5,140.7,Norway 2004,
2005,2005,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,136.5,132.2,140.9,Norway 2005,
2006,2006,EUR,Europe,NOR,Norway,AGE25-PLUS,Male,136.5,131.8,141.4,Norway 2006,
1981,1981,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,129.1,121.3,137.2,Oman 1981,
1982,1982,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128.9,121.7,136.3,Oman 1982,
1983,1983,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128.8,122.1,135.7,Oman 1983,
1984,1984,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128.7,122.5,135.1,Oman 1984,
1989,1989,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128.3,123.3,133.3,Oman 1989,
1990,1990,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128.2,123.2,133,Oman 1990,
1991,1991,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,128,123.2,132.8,Oman 1991,
1992,1992,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.8,123,132.5,Oman 1992,
1998,1998,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.1,122.8,131.4,Oman 1998,
1999,1999,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.1,122.9,131.3,Oman 1999,
2000,2000,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.1,123,131.3,Oman 2000,
2001,2001,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.1,123,131.2,Oman 2001,
2006,2006,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.5,122.5,132.4,Oman 2006,
2007,2007,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.5,122.2,133,Oman 2007,
2008,2008,EMR,Eastern Mediterranean,OMN,Oman,AGE25-PLUS,Male,127.6,121.7,133.7,Oman 2008,
2009,2009,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Male,136.7,131.4,141.9,Cabo Verde 2009,
1984,1984,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.4,117.5,129.7,Pakistan 1984,
1985,1985,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.3,118,129,Pakistan 1985,
1986,1986,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.2,118.3,128.4,Pakistan 1986,
1987,1987,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.1,118.6,128,Pakistan 1987,
1988,1988,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.1,118.9,127.6,Pakistan 1988,
1993,1993,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,122.9,119,127,Pakistan 1993,
1994,1994,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123,118.9,127,Pakistan 1994,
1995,1995,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.1,118.9,127.1,Pakistan 1995,
1996,1996,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,123.2,118.9,127.3,Pakistan 1996,
2001,2001,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,124.2,119.9,128.6,Pakistan 2001,
2002,2002,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,124.5,120.1,128.9,Pakistan 2002,
2003,2003,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,124.8,120.2,129.4,Pakistan 2003,
2004,2004,EMR,Eastern Mediterranean,PAK,Pakistan,AGE25-PLUS,Male,125,120.3,129.9,Pakistan 2004,
2009,2009,AFR,Africa,CPV,Cabo Verde,AGE25-PLUS,Female,130.1,124.8,135.4,Cabo Verde 2009,
1980,1980,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,130.4,119.7,141.2,Panama 1980,
1981,1981,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,130.2,120.3,140.2,Panama 1981,
1982,1982,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,130,120.9,139.3,Panama 1982,
1983,1983,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,129.7,121,138.3,Panama 1983,
1988,1988,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128.5,121,135.8,Panama 1988,
1989,1989,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128.2,120.7,135.6,Panama 1989,
1990,1990,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128,120.5,135.3,Panama 1990,
1991,1991,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,127.8,120.3,135.1,Panama 1991,
1996,1996,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,127,119.5,134.2,Panama 1996,
1997,1997,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,126.9,119.5,134.1,Panama 1997,
1998,1998,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,126.9,119.5,134,Panama 1998,
1999,1999,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,126.9,119.7,134,Panama 1999,
2005,2005,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128,121,135.3,Panama 2005,
2006,2006,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128.3,121,135.8,Panama 2006,
2007,2007,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,128.7,120.9,136.5,Panama 2007,
2008,2008,AMR,Americas,PAN,Panama,AGE25-PLUS,Male,129.1,120.8,137.3,Panama 2008,
1983,1983,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,117.5,113.2,121.8,Papua New Guinea 1983,
1984,1984,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,117.5,113.6,121.3,Papua New Guinea 1984,
1985,1985,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,117.5,113.9,121,Papua New Guinea 1985,
1986,1986,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,117.6,114.1,121,Papua New Guinea 1986,
1991,1991,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,118.4,113.8,123.1,Papua New Guinea 1991,
1992,1992,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,118.6,113.8,123.6,Papua New Guinea 1992,
1993,1993,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,118.9,113.9,124.1,Papua New Guinea 1993,
1994,1994,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,119.1,114.1,124.6,Papua New Guinea 1994,
2000,2000,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,120.3,115.5,125.6,Papua New Guinea 2000,
2001,2001,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,120.5,115.7,125.6,Papua New Guinea 2001,
2002,2002,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,120.6,116,125.5,Papua New Guinea 2002,
2003,2003,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,120.8,116.3,125.5,Papua New Guinea 2003,
2008,2008,WPR,Western Pacific,PNG,Papua New Guinea,AGE25-PLUS,Male,121.3,116.3,126.5,Papua New Guinea 2008,
2009,2009,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Female,115.9,111.3,120.8,Cambodia 2009,
1980,1980,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,131,120.3,142.2,Paraguay 1980,
1981,1981,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,131,121,141.3,Paraguay 1981,
1986,1986,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,130.2,122.3,138,Paraguay 1986,
1987,1987,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,129.9,122.3,137.6,Paraguay 1987,
1988,1988,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,129.7,122.1,137.5,Paraguay 1988,
1989,1989,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,129.5,121.8,137.4,Paraguay 1989,
1995,1995,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.6,120.6,136.4,Paraguay 1995,
1996,1996,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.4,120.5,136.2,Paraguay 1996,
1997,1997,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.3,120.5,136,Paraguay 1997,
1998,1998,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.2,120.3,135.8,Paraguay 1998,
2003,2003,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.4,120.7,135.6,Paraguay 2003,
2004,2004,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.5,121,135.8,Paraguay 2004,
2005,2005,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,128.7,121.1,136.1,Paraguay 2005,
2006,2006,AMR,Americas,PRY,Paraguay,AGE25-PLUS,Male,129,121.2,136.7,Paraguay 2006,
1981,1981,AMR,Americas,PER,Peru,AGE25-PLUS,Male,127.6,119,136.7,Peru 1981,
1982,1982,AMR,Americas,PER,Peru,AGE25-PLUS,Male,127.4,119.4,135.7,Peru 1982,
1983,1983,AMR,Americas,PER,Peru,AGE25-PLUS,Male,127.1,119.6,134.8,Peru 1983,
1984,1984,AMR,Americas,PER,Peru,AGE25-PLUS,Male,126.8,119.8,134.1,Peru 1984,
1985,1985,AMR,Americas,PER,Peru,AGE25-PLUS,Male,126.6,119.8,133.6,Peru 1985,
1990,1990,AMR,Americas,PER,Peru,AGE25-PLUS,Male,125.6,118.8,132.4,Peru 1990,
1991,1991,AMR,Americas,PER,Peru,AGE25-PLUS,Male,125.3,118.3,132.2,Peru 1991,
1992,1992,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.9,117.9,131.9,Peru 1992,
1993,1993,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.7,117.7,131.6,Peru 1993,
1998,1998,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.1,117.4,130.6,Peru 1998,
1999,1999,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.1,117.6,130.4,Peru 1999,
2000,2000,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.1,117.9,130.2,Peru 2000,
2001,2001,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.1,118.1,129.8,Peru 2001,
2006,2006,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.4,119.3,129.3,Peru 2006,
2007,2007,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.5,119.2,129.7,Peru 2007,
2008,2008,AMR,Americas,PER,Peru,AGE25-PLUS,Male,124.7,119,130.4,Peru 2008,
2009,2009,WPR,Western Pacific,KHM,Cambodia,AGE25-PLUS,Male,122.4,118,126.9,Cambodia 2009,
1980,1980,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124.7,115.3,134,Philippines 1980,
1985,1985,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.7,117.2,129.7,Philippines 1985,
1986,1986,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.4,117.2,129.3,Philippines 1986,
1987,1987,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.3,117.2,129.1,Philippines 1987,
1988,1988,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.2,117.1,129,Philippines 1988,
1993,1993,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123,117.1,128.9,Philippines 1993,
1994,1994,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123,117.1,128.9,Philippines 1994,
1995,1995,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.1,117.3,128.8,Philippines 1995,
1996,1996,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,123.1,117.5,128.8,Philippines 1996,
2001,2001,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124,119.4,128.5,Philippines 2001,
2002,2002,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124.2,119.9,128.6,Philippines 2002,
2003,2003,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124.4,120.2,128.6,Philippines 2003,
2004,2004,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124.6,120.5,128.8,Philippines 2004,
2005,2005,WPR,Western Pacific,PHL,Philippines,AGE25-PLUS,Male,124.8,120.7,129,Philippines 2005,
1980,1980,EUR,Europe,POL,Poland,AGE25-PLUS,Male,137.1,131.7,142.4,Poland 1980,
1981,1981,EUR,Europe,POL,Poland,AGE25-PLUS,Male,137.2,132.5,141.9,Poland 1981,
1982,1982,EUR,Europe,POL,Poland,AGE25-PLUS,Male,137.2,133.1,141.4,Poland 1982,
1983,1983,EUR,Europe,POL,Poland,AGE25-PLUS,Male,137.2,133.5,141,Poland 1983,
1988,1988,EUR,Europe,POL,Poland,AGE25-PLUS,Male,136.8,133.5,140.3,Poland 1988,
1989,1989,EUR,Europe,POL,Poland,AGE25-PLUS,Male,136.7,133.3,140.2,Poland 1989,
1990,1990,EUR,Europe,POL,Poland,AGE25-PLUS,Male,136.4,132.9,140.1,Poland 1990,
1991,1991,EUR,Europe,POL,Poland,AGE25-PLUS,Male,136.1,132.5,139.8,Poland 1991,
1997,1997,EUR,Europe,POL,Poland,AGE25-PLUS,Male,134.6,130.7,138.5,Poland 1997,
1998,1998,EUR,Europe,POL,Poland,AGE25-PLUS,Male,134.5,130.6,138.4,Poland 1998,
1999,1999,EUR,Europe,POL,Poland,AGE25-PLUS,Male,134.5,130.7,138.4,Poland 1999,
2000,2000,EUR,Europe,POL,Poland,AGE25-PLUS,Male,134.6,130.8,138.3,Poland 2000,
2005,2005,EUR,Europe,POL,Poland,AGE25-PLUS,Male,135.4,132,138.9,Poland 2005,
2006,2006,EUR,Europe,POL,Poland,AGE25-PLUS,Male,135.7,131.8,139.5,Poland 2006,
2007,2007,EUR,Europe,POL,Poland,AGE25-PLUS,Male,135.8,131.5,140.3,Poland 2007,
2008,2008,EUR,Europe,POL,Poland,AGE25-PLUS,Male,136,131,141.2,Poland 2008,
1983,1983,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,138.7,133,144.4,Portugal 1983,
1984,1984,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,138.3,133,143.6,Portugal 1984,
1985,1985,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,138,132.9,143,Portugal 1985,
1986,1986,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.7,132.8,142.6,Portugal 1986,
1992,1992,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.5,132.3,142.7,Portugal 1992,
1993,1993,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.5,132.3,142.8,Portugal 1993,
1994,1994,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.5,132.3,142.7,Portugal 1994,
1995,1995,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.5,132.4,142.7,Portugal 1995,
2000,2000,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.3,133,141.8,Portugal 2000,
2001,2001,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.3,133.1,141.5,Portugal 2001,
2002,2002,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.3,133.1,141.3,Portugal 2002,
2003,2003,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,137.2,133.1,141.2,Portugal 2003,
2008,2008,EUR,Europe,PRT,Portugal,AGE25-PLUS,Male,136.9,131.1,143.1,Portugal 2008,
2009,2009,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Male,129.7,123.4,136.4,Cameroon 2009,
1980,1980,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,133.8,125.1,142.7,Qatar 1980,
1981,1981,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,133.1,125,141.3,Qatar 1981,
1982,1982,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,132.4,125,140,Qatar 1982,
1987,1987,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,129.8,124,135.5,Qatar 1987,
1988,1988,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,129.4,123.8,135.1,Qatar 1988,
1989,1989,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,129.1,123.6,134.8,Qatar 1989,
1990,1990,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,128.8,123.3,134.4,Qatar 1990,
1995,1995,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,121.7,133,Qatar 1995,
1996,1996,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.3,121.6,132.7,Qatar 1996,
1997,1997,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.3,121.8,132.7,Qatar 1997,
1998,1998,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.3,121.9,132.6,Qatar 1998,
2003,2003,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,123.1,131.6,Qatar 2003,
2004,2004,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,123.3,131.5,Qatar 2004,
2005,2005,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,123.3,131.4,Qatar 2005,
2006,2006,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,123.3,131.4,Qatar 2006,
2007,2007,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Male,127.4,123.1,131.6,Qatar 2007,
1982,1982,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.2,128.1,144.1,Romania 1982,
1983,1983,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.4,128.9,143.6,Romania 1983,
1984,1984,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.6,129.5,143.4,Romania 1984,
1985,1985,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.8,130.1,143.3,Romania 1985,
1990,1990,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,137.1,130.7,143.7,Romania 1990,
1991,1991,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.9,130.4,143.7,Romania 1991,
1992,1992,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.6,130,143.5,Romania 1992,
1993,1993,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,136.3,129.4,143.3,Romania 1993,
1998,1998,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,135,127.8,141.9,Romania 1998,
1999,1999,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,134.8,127.7,141.6,Romania 1999,
2000,2000,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,134.7,127.6,141.4,Romania 2000,
2001,2001,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,134.6,127.6,141.3,Romania 2001,
2002,2002,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,134.5,127.5,141.1,Romania 2002,
2007,2007,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,134.9,127.4,142.5,Romania 2007,
2008,2008,EUR,Europe,ROU,Romania,AGE25-PLUS,Male,135,127.1,143.2,Romania 2008,
2009,2009,AFR,Africa,CMR,Cameroon,AGE25-PLUS,Female,124.4,118,131.3,Cameroon 2009,
1980,1980,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,135,129.6,140,Russian Federation 1980,
1985,1985,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,135.3,132.2,138.4,Russian Federation 1985,
1986,1986,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,135.2,132.2,138.3,Russian Federation 1986,
1987,1987,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,135,132.1,138.1,Russian Federation 1987,
1988,1988,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,134.8,131.9,137.8,Russian Federation 1988,
1994,1994,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,133.2,130.2,136.3,Russian Federation 1994,
1995,1995,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.9,129.8,136.1,Russian Federation 1995,
1996,1996,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.6,129.3,136,Russian Federation 1996,
1997,1997,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.4,128.8,135.9,Russian Federation 1997,
2002,2002,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.2,128.1,136.3,Russian Federation 2002,
2003,2003,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.4,128.3,136.5,Russian Federation 2003,
2004,2004,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.6,128.5,136.8,Russian Federation 2004,
2005,2005,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Male,132.9,128.7,137.1,Russian Federation 2005,
1980,1980,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.8,118.9,140.6,Rwanda 1980,
1981,1981,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.8,119.6,140,Rwanda 1981,
1982,1982,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.8,120.1,139.6,Rwanda 1982,
1983,1983,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.8,120.4,139.2,Rwanda 1983,
1989,1989,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.6,121,138.3,Rwanda 1989,
1990,1990,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.5,120.9,138.1,Rwanda 1990,
1991,1991,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.5,121,138,Rwanda 1991,
1992,1992,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.5,121.1,137.9,Rwanda 1992,
1997,1997,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.6,121.3,138.1,Rwanda 1997,
1998,1998,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,129.8,121.6,138.3,Rwanda 1998,
1999,1999,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,130.1,121.9,138.5,Rwanda 1999,
2000,2000,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,130.4,122.3,138.7,Rwanda 2000,
2005,2005,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,132.1,124.1,140.2,Rwanda 2005,
2006,2006,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,132.4,124.2,140.6,Rwanda 2006,
2007,2007,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,132.7,124.4,141.3,Rwanda 2007,
2008,2008,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Male,133,124.2,141.9,Rwanda 2008,
2009,2009,AMR,Americas,CAN,Canada,AGE25-PLUS,Male,124.2,117.5,130.6,Canada 2009,
1984,1984,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.7,120.7,138.1,Saint Lucia 1984,
1985,1985,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.5,121,137.7,Saint Lucia 1985,
1986,1986,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.5,121.4,137.5,Saint Lucia 1986,
1987,1987,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.5,121.6,137.5,Saint Lucia 1987,
1992,1992,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.8,121.7,137.9,Saint Lucia 1992,
1993,1993,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,129.7,121.5,137.9,Saint Lucia 1993,
