YEAR _code,Year,REGION _code,Region,COUNTRY _code,Country,AGEGROUP _code,Sex,Numeric,Low,High,CountryYear,Comments
1998,1998,AFR,Africa,MUS,Mauritius,AGE25-PLUS,Male,131.5,123.4,139.3,Mauritius 1998,
2003,2003,AFR,Africa,MUS,Mauritius,AGE25-PLUS,Male,132.2,124.6,139.8,Mauritius 2003,
2004,2004,AFR,Africa,MUS,Mauritius,AGE25-PLUS,Male,132.4,124.9,140,Mauritius 2004,
2005,2005,AFR,Africa,MUS,Mauritius,AGE25-PLUS,Male,132.7,125,140.4,Mauritius 2005,
2006,2006,AFR,Africa,MUS,Mauritius,AGE25-PLUS,Male,133,125,140.9,Mauritius 2006,
1981,1981,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,128.2,120,136.3,Mexico 1981,
1982,1982,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,127.9,120.5,135.4,Mexico 1982,
1983,1983,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,127.6,121,134.4,Mexico 1983,
1984,1984,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,127.4,121.4,133.5,Mexico 1984,
1990,1990,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.7,121.6,129.8,Mexico 1990,
1991,1991,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.5,121.6,129.5,Mexico 1991,
1992,1992,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.3,121.5,129.1,Mexico 1992,
1993,1993,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.1,121.4,128.7,Mexico 1993,
1998,1998,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,124.3,121,127.6,Mexico 1998,
1999,1999,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,124.3,121.1,127.5,Mexico 1999,
2000,2000,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,124.3,121.2,127.5,Mexico 2000,
2001,2001,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,124.4,121.3,127.5,Mexico 2001,
2006,2006,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.4,121.6,129.1,Mexico 2006,
2007,2007,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,125.7,121.3,130,Mexico 2007,
2008,2008,AMR,Americas,MEX,Mexico,AGE25-PLUS,Male,126,121,131,Mexico 2008,
2009,2009,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Male,136.5,128.5,144.9,Bulgaria 2009,
1985,1985,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128.1,121.5,134.6,Micronesia (Federated States of) 1985,
1986,1986,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128,121.6,134.3,Micronesia (Federated States of) 1986,
1987,1987,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128,121.7,134.2,Micronesia (Federated States of) 1987,
1988,1988,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128,121.8,134.2,Micronesia (Federated States of) 1988,
1993,1993,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128.5,122.2,134.6,Micronesia (Federated States of) 1993,
1994,1994,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128.6,122.4,134.6,Micronesia (Federated States of) 1994,
1995,1995,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128.8,122.6,134.8,Micronesia (Federated States of) 1995,
1996,1996,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,128.9,122.9,134.8,Micronesia (Federated States of) 1996,
2001,2001,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,129.8,124.7,134.9,Micronesia (Federated States of) 2001,
2002,2002,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,130.1,125.2,135,Micronesia (Federated States of) 2002,
2003,2003,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,130.4,125.6,135.1,Micronesia (Federated States of) 2003,
2004,2004,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,130.6,125.7,135.4,Micronesia (Federated States of) 2004,
2005,2005,WPR,Western Pacific,FSM,Micronesia (Federated States of),AGE25-PLUS,Male,130.8,125.7,135.9,Micronesia (Federated States of) 2005,
1980,1980,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,136.1,125.9,146.3,Republic of Moldova 1980,
1981,1981,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,136.1,126.8,145.5,Republic of Moldova 1981,
1982,1982,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,136.1,127.6,145,Republic of Moldova 1982,
1983,1983,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,136.1,128.2,144.4,Republic of Moldova 1983,
1988,1988,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,135.7,128.3,143.2,Republic of Moldova 1988,
1989,1989,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,135.5,128.1,143,Republic of Moldova 1989,
1990,1990,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,135.3,127.7,142.9,Republic of Moldova 1990,
1991,1991,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,134.9,127.2,142.5,Republic of Moldova 1991,
1996,1996,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,133,124.9,140.9,Republic of Moldova 1996,
1997,1997,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,132.9,124.7,140.9,Republic of Moldova 1997,
1998,1998,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,132.8,124.6,140.8,Republic of Moldova 1998,
1999,1999,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,132.8,124.8,140.8,Republic of Moldova 1999,
2000,2000,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,132.9,125,140.8,Republic of Moldova 2000,
2005,2005,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,134.2,126.3,142.4,Republic of Moldova 2005,
2006,2006,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,134.6,126.4,142.9,Republic of Moldova 2006,
2007,2007,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,135,126.4,143.7,Republic of Moldova 2007,
2008,2008,EUR,Europe,MDA,Republic of Moldova,AGE25-PLUS,Male,135.4,126.5,144.7,Republic of Moldova 2008,
1983,1983,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.5,124.8,139.8,Mongolia 1983,
1984,1984,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.6,125.2,139.5,Mongolia 1984,
1985,1985,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.6,125.6,139.4,Mongolia 1985,
1986,1986,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.7,125.9,139.3,Mongolia 1986,
1991,1991,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.8,126.2,139.4,Mongolia 1991,
1992,1992,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.6,126,139.2,Mongolia 1992,
1993,1993,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.4,125.7,139,Mongolia 1993,
1994,1994,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.2,125.5,138.8,Mongolia 1994,
1995,1995,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132,125.5,138.5,Mongolia 1995,
2000,2000,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132,126.4,137.4,Mongolia 2000,
2001,2001,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.1,127,137.1,Mongolia 2001,
2002,2002,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.2,127.5,136.9,Mongolia 2002,
2003,2003,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,132.3,128.1,136.5,Mongolia 2003,
2008,2008,WPR,Western Pacific,MNG,Mongolia,AGE25-PLUS,Male,133.9,130.1,137.5,Mongolia 2008,
2009,2009,EUR,Europe,BGR,Bulgaria,AGE25-PLUS,Female,131.7,122,141.1,Bulgaria 2009,
1980,1980,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137,126.7,146.9,Montenegro 1980,
1981,1981,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137.1,127.7,146.1,Montenegro 1981,
1987,1987,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137.3,130.1,144.5,Montenegro 1987,
1988,1988,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137.3,130.1,144.6,Montenegro 1988,
1989,1989,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137.3,129.9,144.6,Montenegro 1989,
1990,1990,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,137.2,129.7,144.6,Montenegro 1990,
1995,1995,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,135.5,127.6,143.2,Montenegro 1995,
1996,1996,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,135.3,127.3,142.9,Montenegro 1996,
1997,1997,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,135.1,127.2,142.7,Montenegro 1997,
1998,1998,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,135,127.2,142.5,Montenegro 1998,
2003,2003,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,136,128.5,143.4,Montenegro 2003,
2004,2004,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,136.3,128.8,143.8,Montenegro 2004,
2005,2005,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,136.6,128.9,144.3,Montenegro 2005,
2006,2006,EUR,Europe,MNE,Montenegro,AGE25-PLUS,Male,136.8,128.8,144.8,Montenegro 2006,
1982,1982,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,129,120.8,136.9,Morocco 1982,
1983,1983,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.9,121.4,136.1,Morocco 1983,
1984,1984,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.8,121.9,135.5,Morocco 1984,
1985,1985,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.7,122.4,135,Morocco 1985,
1990,1990,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.3,123.1,133.8,Morocco 1990,
1991,1991,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.3,123.2,133.7,Morocco 1991,
1992,1992,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.4,123.3,133.7,Morocco 1992,
1993,1993,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.4,123.4,133.6,Morocco 1993,
1998,1998,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.5,123.9,133.1,Morocco 1998,
1999,1999,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.6,124,133,Morocco 1999,
2000,2000,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.6,124.2,133,Morocco 2000,
2001,2001,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.7,124.4,133,Morocco 2001,
2002,2002,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,128.8,124.4,133.2,Morocco 2002,
2007,2007,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,129,123,135,Morocco 2007,
2008,2008,EMR,Eastern Mediterranean,MAR,Morocco,AGE25-PLUS,Male,129,122.4,135.7,Morocco 2008,
2009,2009,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Male,129.6,121.7,137.8,Burkina Faso 2009,
1980,1980,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131.3,122.5,140.3,Mozambique 1980,
1985,1985,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,130.5,124.1,136.8,Mozambique 1985,
1986,1986,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,130.5,124.1,136.7,Mozambique 1986,
1987,1987,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,130.6,124.2,136.7,Mozambique 1987,
1988,1988,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,130.7,124.5,136.8,Mozambique 1988,
1993,1993,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131,124.7,137.4,Mozambique 1993,
1994,1994,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131,124.7,137.3,Mozambique 1994,
1995,1995,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131,124.7,137.2,Mozambique 1995,
1996,1996,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131.1,124.8,137.2,Mozambique 1996,
1997,1997,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,131.2,125,137.1,Mozambique 1997,
2002,2002,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,132.6,127.6,137.7,Mozambique 2002,
2003,2003,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,133.1,128.2,138,Mozambique 2003,
2004,2004,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,133.5,128.8,138.2,Mozambique 2004,
2005,2005,AFR,Africa,MOZ,Mozambique,AGE25-PLUS,Male,134,129.3,138.8,Mozambique 2005,
1980,1980,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,123.7,113.1,134,Myanmar 1980,
1981,1981,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,123.5,113.7,133,Myanmar 1981,
1982,1982,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,123.3,114.2,132.2,Myanmar 1982,
1983,1983,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,123.2,114.8,131.3,Myanmar 1983,
1988,1988,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,122.5,115,129.8,Myanmar 1988,
1989,1989,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,122.4,114.9,129.9,Myanmar 1989,
1990,1990,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,122.4,114.8,130,Myanmar 1990,
1991,1991,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,122.4,114.8,130.1,Myanmar 1991,
1992,1992,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,122.6,114.8,130.2,Myanmar 1992,
1997,1997,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,123.7,116.5,130.8,Myanmar 1997,
1998,1998,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,124.1,117,131,Myanmar 1998,
1999,1999,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,124.5,117.6,131.2,Myanmar 1999,
2000,2000,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,125,118.4,131.5,Myanmar 2000,
2005,2005,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,127.7,122.7,132.7,Myanmar 2005,
2006,2006,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,128.4,123.6,133,Myanmar 2006,
2007,2007,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,129,124.4,133.5,Myanmar 2007,
2008,2008,SEAR,South-East Asia,MMR,Myanmar,AGE25-PLUS,Male,129.5,124.9,134,Myanmar 2008,
1984,1984,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,135.2,128.7,141.9,Namibia 1984,
1985,1985,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,135,128.6,141.5,Namibia 1985,
1986,1986,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,134.7,128.5,141.1,Namibia 1986,
1987,1987,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,134.4,128.2,140.7,Namibia 1987,
1992,1992,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,133.3,126.7,139.9,Namibia 1992,
1993,1993,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,133.1,126.5,139.5,Namibia 1993,
1994,1994,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,133,126.3,139.3,Namibia 1994,
1995,1995,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,132.8,126.3,139.2,Namibia 1995,
2000,2000,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,132.6,126.9,138,Namibia 2000,
2001,2001,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,132.7,127.3,137.9,Namibia 2001,
2002,2002,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,132.8,127.7,137.8,Namibia 2002,
2003,2003,AFR,Africa,NAM,Namibia,AGE25-PLUS,Male,133,128,137.9,Namibia 2003,
2009,2009,AFR,Africa,BFA,Burkina Faso,AGE25-PLUS,Female,127,118.4,135.8,Burkina Faso 2009,
1980,1980,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.6,112,133.6,Nepal 1980,
1981,1981,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.6,112.6,132.9,Nepal 1981,
1982,1982,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.7,113.3,132.2,Nepal 1982,
1987,1987,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.8,115,130.6,Nepal 1987,
1988,1988,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.7,115,130.5,Nepal 1988,
1989,1989,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.7,114.9,130.5,Nepal 1989,
1990,1990,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,122.7,115.1,130.5,Nepal 1990,
1995,1995,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,123,115.4,130.7,Nepal 1995,
1996,1996,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,123.1,115.4,130.8,Nepal 1996,
1997,1997,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,123.2,115.5,131,Nepal 1997,
1998,1998,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,123.3,115.7,131.1,Nepal 1998,
1999,1999,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,123.4,115.8,131.1,Nepal 1999,
2004,2004,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,124.1,116.6,131.6,Nepal 2004,
2005,2005,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,124.2,116.6,131.8,Nepal 2005,
2006,2006,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,124.3,116.4,131.9,Nepal 2006,
2007,2007,SEAR,South-East Asia,NPL,Nepal,AGE25-PLUS,Male,124.4,116.2,132.1,Nepal 2007,
1982,1982,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,138.7,133.1,144.4,Netherlands 1982,
1983,1983,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,138,133.1,143.1,Netherlands 1983,
1984,1984,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,137.4,133,141.9,Netherlands 1984,
1985,1985,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,136.9,132.7,140.9,Netherlands 1985,
1990,1990,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,135.1,131.6,138.4,Netherlands 1990,
1991,1991,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,134.8,131.5,138.1,Netherlands 1991,
1992,1992,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,134.6,131.2,137.9,Netherlands 1992,
1993,1993,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,134.4,131,137.6,Netherlands 1993,
1994,1994,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,134.1,130.8,137.4,Netherlands 1994,
1999,1999,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.4,130.5,136.5,Netherlands 1999,
2000,2000,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.4,130.4,136.4,Netherlands 2000,
2001,2001,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.3,130.3,136.3,Netherlands 2001,
2002,2002,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.3,130.1,136.4,Netherlands 2002,
2007,2007,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.4,128,138.9,Netherlands 2007,
2008,2008,EUR,Europe,NLD,Netherlands,AGE25-PLUS,Male,133.4,127.3,139.8,Netherlands 2008,
2009,2009,AFR,Africa,BDI,Burundi,AGE25-PLUS,Male,132.9,124.1,141.9,Burundi 2009,
1980,1980,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,134.9,128.2,141.8,New Zealand 1980,
1985,1985,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,133.2,128.5,137.9,New Zealand 1985,
1986,1986,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,133,128.5,137.6,New Zealand 1986,
1987,1987,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,132.8,128.2,137.4,New Zealand 1987,
1988,1988,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,132.6,127.9,137.1,New Zealand 1988,
1989,1989,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,132.4,127.6,137,New Zealand 1989,
1994,1994,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,131,125.9,136.2,New Zealand 1994,
1995,1995,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,130.8,125.6,136,New Zealand 1995,
1996,1996,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,130.6,125.3,135.9,New Zealand 1996,
1997,1997,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,130.4,125.1,135.8,New Zealand 1997,
2002,2002,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,129.4,124,134.8,New Zealand 2002,
2003,2003,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,129.3,123.9,134.7,New Zealand 2003,
2004,2004,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,129.1,123.5,134.7,New Zealand 2004,
2005,2005,WPR,Western Pacific,NZL,New Zealand,AGE25-PLUS,Male,129,123.2,134.7,New Zealand 2005,
1981,1981,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,129.4,120.3,138.8,Nicaragua 1981,
1982,1982,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,129,120.5,137.6,Nicaragua 1982,
1983,1983,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,128.6,120.6,136.7,Nicaragua 1983,
1984,1984,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,128.2,120.7,135.8,Nicaragua 1984,
1989,1989,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,126.5,120,133.4,Nicaragua 1989,
1990,1990,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,126.3,119.8,133.3,Nicaragua 1990,
1991,1991,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,126.1,119.5,133.1,Nicaragua 1991,
1992,1992,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,125.9,119.3,132.9,Nicaragua 1992,
1997,1997,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,125.2,118.7,131.9,Nicaragua 1997,
1998,1998,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,125.2,118.8,132,Nicaragua 1998,
1999,1999,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,125.3,119,131.9,Nicaragua 1999,
2000,2000,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,125.5,119.3,131.9,Nicaragua 2000,
2006,2006,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,127,121.1,133.3,Nicaragua 2006,
2007,2007,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,127.4,121.2,134,Nicaragua 2007,
2008,2008,AMR,Americas,NIC,Nicaragua,AGE25-PLUS,Male,127.8,121,135,Nicaragua 2008,
2009,2009,AFR,Africa,BDI,Burundi,AGE25-PLUS,Female,130.2,120.7,139.8,Burundi 2009,
1984,1984,AFR,Africa,NER,Niger,AGE25-PLUS,Male,136.8,131.1,143,Niger 1984,
1985,1985,AFR,Africa,NER,Niger,AGE25-PLUS,Male,136.2,130.6,142.2,Niger 1985,
1986,1986,AFR,Africa,NER,Niger,AGE25-PLUS,Male,135.8,130.1,141.5,Niger 1986,
1987,1987,AFR,Africa,NER,Niger,AGE25-PLUS,Male,135.3,129.5,140.9,Niger 1987,
1992,1992,AFR,Africa,NER,Niger,AGE25-PLUS,Male,133.6,126.9,139.6,Niger 1992,
1993,1993,AFR,Africa,NER,Niger,AGE25-PLUS,Male,133.4,126.8,139.5,Niger 1993,
1994,1994,AFR,Africa,NER,Niger,AGE25-PLUS,Male,133.4,126.6,139.5,Niger 1994,
1995,1995,AFR,Africa,NER,Niger,AGE25-PLUS,Male,133.3,126.5,139.5,Niger 1995,
2001,2001,AFR,Africa,NER,Niger,AGE25-PLUS,Male,134.4,128.5,140,Niger 2001,
2002,2002,AFR,Africa,NER,Niger,AGE25-PLUS,Male,134.9,129.3,140.2,Niger 2002,
2003,2003,AFR,Africa,NER,Niger,AGE25-PLUS,Male,135.3,130.1,140.4,Niger 2003,
2004,2004,AFR,Africa,NER,Niger,AGE25-PLUS,Male,135.8,130.9,140.7,Niger 2004,
2009,2009,AFR,Africa,CIV,C?te d'Ivoire,AGE25-PLUS,Male,132.8,126.1,139.8,C?te d'Ivoire 2009,
1980,1980,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,132.2,123.4,142.3,Nigeria 1980,
1981,1981,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,131.8,123.6,141,Nigeria 1981,
1982,1982,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,131.3,123.7,139.9,Nigeria 1982,
1987,1987,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,129.1,123.1,135.1,Nigeria 1987,
1988,1988,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128.8,122.8,134.7,Nigeria 1988,
1989,1989,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128.5,122.6,134.4,Nigeria 1989,
1990,1990,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128.3,122.4,134.2,Nigeria 1990,
1991,1991,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128.2,122.4,134,Nigeria 1991,
1996,1996,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,127.8,122.1,133.3,Nigeria 1996,
1997,1997,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,127.9,122.3,133.4,Nigeria 1997,
1998,1998,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128,122.5,133.4,Nigeria 1998,
1999,1999,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,128.1,122.8,133.4,Nigeria 1999,
2004,2004,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,129.5,124.7,134.3,Nigeria 2004,
2005,2005,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,129.9,125,134.8,Nigeria 2005,
2006,2006,AFR,Africa,NGA,Nigeria,AGE25-PLUS,Male,130.3,125.2,135.4,Nigeria 2006,
