plantorder,plantnumber,type,plant,paircount,CO2_quant,CO2_qual,facility,field01,fieldpots,replicate_facilities,N_est,SE_est,Var,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,Sitecode,yearcode,exclude
2,2,C3_cereal,rice,1,350,0,GC,0,pots,1,2.71,0,,NA,2,[P]_=_0,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_0",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,no_SD
1,1,C3_cereal,wheat,2,391,0,GH,0,pots,1,2.2,,,NA,2,entry_17,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_17",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,no_SD
1,1,C3_cereal,wheat,3,391,0,GH,0,pots,1,2.5,,,NA,2,entry_19,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_19",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,no_SD
15,54,oilcrop,soybean,4,350,0,OTC,1,field,4,41.1,,,NA,2,,default,"54-USDA-BARC1989,_1990500NANAambientNA",Mulchi_et_al_1995,USDA-BARC,"1989,_1990",BARC,1,no_SE
15,54,oilcrop,soybean,5,350,0,OTC,1,field,4,41.1,,,NA,2,,default,"54-USDA-BARC1989,_1990400NANAambientNA",Mulchi_et_al_1995,USDA-BARC,"1989,_1990",BARC,1,no_SE
1,1,C3_cereal,wheat,6,370,0,FACE,1,field,4,,,,wet,2,,default,"1-Maricopa,_Arizona1996550wetNAambientNA",Kimball_et_al_2001;_Pinter_et_al_1997,"Maricopa,_Arizona",1996,Mari,1,
1,1,C3_cereal,wheat,7,375,0,FACE,1,field,15,,,,NA,2,,default,"1-Heidfeldhof,_Stuttgart2004-2006526NANAambientNA",Högy_et_al_2009_BUT_THERE_ARE_TWO,"Heidfeldhof,_Stuttgart",2004-2006,Heid,5,SE_combined_with_sorghum
1,1,C3_cereal,wheat,8,370,0,FACE,1,field,4,,,,dry,2,,default,"1-Maricopa,_Arizona1996550dryNAambientNA",Kimball_et_al_2001;_Pinter_et_al_1997,"Maricopa,_Arizona",1996,Mari,1,
8,501,C3_cereal,spelt,9,380,0,GC,0,pots,3,,,,NA,2,,default,"501-Heidfeldhof,_Stuttgart550NANAambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,
3,3,C3_cereal,barley,10,380,0,GC,0,pots,3,2.373833333,,,NA,2,,default,"3-Heidfeldhof,_Stuttgart550NAmanyambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,
1,1,C3_cereal,wheat,11,367,0,FACE,1,field,4,,,,NA,3,,default,"1-Maricopa,_Arizona1997554NANAambienthigh",Pinter_et_al_1997;_Kimball_et_al_2001;_Porteaus_et_al_2009,"Maricopa,_Arizona",1997,Mari,2,no_SE
1,1,C3_cereal,wheat,12,367,0,FACE,1,field,4,,,,NA,1,,default,"1-Maricopa,_Arizona1997554NANAambientlow",Pinter_et_al_1997;_Kimball_et_al_2001;_Porteaus_et_al_2009,"Maricopa,_Arizona",1997,Mari,2,
15,54,oilcrop,soybean,13,346,0,OTC,1,field,2,406,0.176776695,0.03125,NA,2,,default,54-1982421NANAambientNA,Rogers_et_al_1986,,1982,Zrog86,1,no_SE
15,54,oilcrop,soybean,14,348,0,OTC,1,field,2,406,0.176776695,0.03125,NA,2,,default,54-1982349NANAambientNA,Rogers_et_al_1986,,1982,Zrog86,1,
15,54,oilcrop,soybean,15,346,0,OTC,1,field,2,406,0.176776695,0.03125,NA,2,,default,54-1982645NANAambientNA,Rogers_et_al_1986,,1982,Zrog86,1,
15,54,oilcrop,soybean,16,346,0,OTC,1,field,2,406,0.176776695,0.03125,NA,2,,default,54-1982496NANAambientNA,Rogers_et_al_1986,,1982,Zrog86,1,
5,5,C3_cereal,rye,17,380,0,GC,0,pots,3,,,,NA,2,,default,"5-Heidfeldhof,_Stuttgart550NANAambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,
15,54,oilcrop,soybean,18,346,0,OTC,1,field,2,448,0.441588043,0.195,dry,2,,default,54-1983645dryNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,
15,54,oilcrop,soybean,19,346,0,OTC,1,field,2,448,0.441588043,0.195,dry,2,,default,54-1983496dryNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,
15,54,oilcrop,soybean,20,346,0,OTC,1,field,2,448,0.441588043,0.195,dry,2,,default,54-1983349dryNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,
15,54,oilcrop,soybean,21,346,0,OTC,1,field,2,448,0.441588043,0.195,dry,2,,default,54-1983421dryNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,no_SE
15,54,oilcrop,soybean,22,346,0,OTC,1,field,2,434,0.441588043,0.195,wet,2,,default,54-1983645wetNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,
15,54,oilcrop,soybean,23,346,0,OTC,1,field,2,434,0.441588043,0.195,wet,2,,default,54-1983349wetNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,included_below
15,54,oilcrop,soybean,24,346,0,OTC,1,field,2,434,0.441588043,0.195,wet,2,,default,54-1983496wetNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,included_below
15,54,oilcrop,soybean,25,346,0,OTC,1,field,2,434,0.441588043,0.195,wet,2,,default,54-1983421wetNAambientNA,Rogers_et_al_1986,,1983,Zrog86,2,
1,1,C3_cereal,wheat,26,365,0,OTC,0,pots,2,2.71,,,NA,3,,minaret,"1-Braunschweig,_Germany1994700NAminaretambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1994,Brau,2,
1,1,C3_cereal,wheat,27,362,0,OTC_,0,pots,2,2.554,0,,NA,2,,default,"1-Giessen,_Germany1994680NANAambientmedium",Fangmeier_et_al_1997_,"Giessen,_Germany",1994,Gies,1,
1,1,C3_cereal,wheat,28,362,0,OTC_,0,pots,2,2.554,0,,NA,2,,default,"1-Giessen,_Germany1994520NANAambientmedium",Fangmeier_et_al_1997__and_1996,"Giessen,_Germany",1994,Gies,1,
1,1,C3_cereal,wheat,29,350,0,tunnel,1,field,3,10.1,,,NA,2,,default,1-canberra_Aus_Ginninderra_and_black_mountain1991_or_so700NANAambientmedium,Blumenthal_et_al_1996,canberra_Aus_Ginninderra_and_black_mountain,1991_or_so,Canb,1,
15,54,oilcrop,soybean,30,375,0,FACE,1,field,4,6.8425,0.030923292,0.00095625,dry,1,,flyer,54-Champaign_Illinois2002550dryflyerambientlow,,Champaign_Illinois,2002,Illn,2,
12,33,pulses,broad_bean,31,315,0,GC,0,pots,3,100,,,NA,2,,default,33-695NAambientmedium,wolf_1996_faba_bean,,,Zwolf,1,no_SE
1,1,C3_cereal,wheat,32,350,0,GC,0,pots,1,19.02,0.102,0.010404,wet,2,,default,"1-Lanzhou_university,_China700wetNAambientNA",Wu_et_al_2004,"Lanzhou_university,_China",,Lanz,1,
13,32,pulses,peas,33,390,0,GH,0,pots,2,23.9,,,NA,2,high_P,default,"32-Horsham,_Australia2010700NAambientNAhigh_P",Lam_et_al_2012a,"Horsham,_Australia",2010,Hors,4,
15,54,oilcrop,soybean,34,375,0,FACE,1,field,4,6.6625,0.021360009,0.00045625,dry,1,,spencer,54-Champaign_Illinois2002550dryspencerambientlow,,Champaign_Illinois,2002,Illn,2,
2,2,C3_cereal,rice,35,369,0,OTC,1,field,6,100,,,NA,2,,default,2-Philippines1994571NANAambientNA,Ziska_et_al_1997,Philippines,1994,Phil,1,
13,32,pulses,peas,36,390,0,GH,0,pots,2,20,,,NA,2,low_P,default,"32-Horsham,_Australia2010700NAambientNAlow_P",Lam_et_al_2012a,"Horsham,_Australia",2010,Hors,4,
2,2,C3_cereal,rice,37,369,0,OTC,1,field,6,100,,,NA,2,,default,2-Philippines1995571NANAambientNA,Ziska_et_al_1997,Philippines,1995,Phil,2,
1,1,C3_cereal,wheat,38,362,0,OTC_,0,pots,2,1.903,0.022,0.000484,NA,1,,default,"1-Giessen,_Germany1994680NANAambientlow",Fangmeier_et_al_1997_,"Giessen,_Germany",1994,Gies,1,
20,82,vegetable,lettuce,39,395,0,GH,0,pots,1,3.6,0.06,0.0036,NA,2,,brm,82-Spain700NAbrmambientNA,Baslam_et_al_2012_,Spain,,Spai,1,no_samplesize
18,57,oilcrop,rapeseed,40,360,0,GC,0,pots,1,3.2,0.1,0.01,NA,2,,valo,57-Jokonien720NAvaloambientNA,reddy_et_al_2004_brassica,Jokonien,,Joko,1,
1,1,C3_cereal,wheat,41,350,0,GH,0,pots,1,17,,,NA,2,,default,1-550NANAambientmedium,Rogers_et_al_1996,,,Zrog96,1,
3,3,C3_cereal,barley,42,350,0,GH,0,pots,1,1.937,0.03,0.0009,NA,1,,default,"3-Cambridge,_UK1990700NANAambientlow",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,no_samplesize
1,1,C3_cereal,wheat,43,350,0,GH,0,pots,1,17.3,,,NA,2,,default,1-550NANAambientmedium_high,Rogers_et_al_1996,,,Zrog96,1,
1,1,C3_cereal,wheat,44,375,0,FACE,1,field,2,12.9,,,NA,3,,batis,"1-Braunschweig,_Germany2001/2002550NAbatisambienthigh",Erbs_et_al_2010,"Braunschweig,_Germany",2001/2002,Brau,5,
1,1,C3_cereal,wheat,45,380,0,FACE,1,field,4,13.76437625,0.08152274,0.006645957,wet,2,TOS1,yitpi,"1-Horsham,_Australia2007550wetyitpiambientmediumTOS1",,"Horsham,_Australia",2007,Hors,1,
20,82,vegetable,lettuce,46,395,0,GH,0,pots,1,2.9,0.03,0.0009,NA,2,,mv,82-Spain700NAmvambientNA,Baslam_et_al_2012,Spain,,Spai,1,e_only_CO2_on_sunny_days?
2,2,C3_cereal,rice,47,393,0,FACE,1,field,3,12.25,0.130192486,0.016950083,wet,2,,akitakomachi,"2-Shizukuishi,_Japan2000570wetakitakomachi",Lieffering_et_al_2004,"Shizukuishi,_Japan",2000,Shiz,2,
1,1,C3_cereal,wheat,48,403,0,FACE,1,field,15,15.71,0.074877678,0.005606667,wet,2,,Triso,"1-Heidfeldhof,_Stuttgart2005572wetTrisoambientmedium",Högy_et_al_2009_the_other_one,"Heidfeldhof,_Stuttgart",2005,Heid,2,
18,57,oilcrop,rapeseed,49,380,0,GC,0,pots,3,35.5,,,NA,3,,default,"57-Heidfeldhof,_Stuttgart550NANAambienthigh",Franzaring_et_al_2011_2012,"Heidfeldhof,_Stuttgart",,Heid,5,
3,3,C3_cereal,barley,50,350,0,GH,0,pots,1,2.114,0.05,0.0025,NA,2,,default,"3-Cambridge,_UK1990700NANAambientmedium",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,no_samplesize
15,54,oilcrop,soybean,51,375,0,FACE,1,field,4,5.9525,0.04308422,0.00185625,dry,1,,Loda,54-Champaign_Illinois2001550dryLodaambientlow,,Champaign_Illinois,2001,Illn,1,
15,54,oilcrop,soybean,52,364,0,OTC,1,field,3,63.45,,,NA,2,,default,"54-Auburn,_Alabama,_USA1993731NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1993,Alab,2,no_SE
1,1,C3_cereal,wheat,53,379,0,OTC,0,pots,4,3.42,,,NA,3,,heines_kolben_1890,"1-Braunschweig,_Germany1994689NAheines_kolben_1890ambienthigh",Manderscheid_and_Weigel_1997,"Braunschweig,_Germany",1994,Brau,2,
14,34,pulses,chickpea,54,390,0,GH,0,pots,2,17,,,NA,2,high_P,default,"34-Horsham,_Australia2010700NAambientNAhigh_P",lam_et_al_2012,"Horsham,_Australia",2010,Hors,4,
15,54,oilcrop,soybean,55,385,0,GH,0,pots,1,7.34,0.076026311,0.00578,NA,2,,nodulating_cultivar,"54-Morioka,_Japan2004593NAnodulating_cultivarambientNA",Oikawa_et_al_2010,"Morioka,_Japan",2004,Mori,1,no_samplesize
15,54,oilcrop,soybean,56,375,0,FACE,1,field,4,6.325,0.077942286,0.006075,dry,1,,loda,54-Champaign_Illinois2002550drylodaambientlow,,Champaign_Illinois,2002,Illn,2,
15,54,oilcrop,soybean,57,360,0,OTC,1,field,3,74.27,,,NA,2,,default,"54-Auburn,_Alabama,_USA1994715NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,
1,1,C3_cereal,wheat,58,347,0,OTC,1,field,4,13.7,0.11,0.0121,wet,2,,Dragon,"1-Göteborg,_Sweden1995667wetDragonambientmedium",Pleijel_and_Danielsson_2009,"Göteborg,_Sweden",1995,Gote,2,
11,26,root_vegetable,sugar_beet,59,315,0,GC,0,pots,3,100,,,NA,1,,default,26-695NANAambientlow,wolf_1998_sugar_beet,,,Zwolf,1,
1,1,C3_cereal,wheat,60,350,0,GC,0,pots,1,17,,,NA,3,,default,"1-University_of_Western_Sydney,_Australia550NANAambienthigh",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,
1,1,C3_cereal,wheat,61,388,0,OTC,1,field,3,22.9,0.2,0.04,NA,2,,default,"1-wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is1993,_1994712NANAambientNA",Dijkstra_et_al_1999,wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is,"1993,_1994",Wage,1,
15,54,oilcrop,soybean,62,360,0,CTC,0,pots,1,57,,,NA,2,,default,54-Korea2001650NANAambientmedium,kim_et_al_2005_soy,Korea,2001,Kore,1,no_samplesize
7,8,C4_cereal,sorghum,63,359,0,otc,1,field,3,15.14,,,NA,2,,default,"8-Auburn,_Alabama,_USA1993707NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1993,Alab,2,
1,1,C3_cereal,wheat,64,350,0,GC,0,pots,1,15.5,,,NA,1,,default,"1-University_of_Western_Sydney,_Australia550NANAambientlow",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,
13,32,pulses,peas,65,380,0,FACE,1,field,4,3.2625,0.013149778,0.000172917,dry,1,TOS_1_maybe,Sturt,"32-Horsham,_Australia2010550drySturtambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,
15,54,oilcrop,soybean,66,385,0,FACE,1,field,4,59.1,0.6,0.36,dry,2,,cv93B15,54-Champaign_Illinois2010585drycv93B15ambientNA,Gray_et_al_2013,Champaign_Illinois,2010,Illn,7,
15,54,oilcrop,soybean,67,375,0,FACE,1,field,4,6.27,0.084360338,0.007116667,dry,1,,pana,54-Champaign_Illinois2006550drypanaambientlow,,Champaign_Illinois,2006,Illn,4,
2,2,C3_cereal,rice,68,386,0,FACE,1,field,4,1.4375,0.008539126,7.29167E-05,wet,3,,Hoshiaoba,"2-Tsukubamirai,_Japan2010584wetHoshiaobaambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
15,54,oilcrop,soybean,69,385,0,FACE,1,field,4,60.1,0.6,0.36,wet,2,,cv93B15,54-Champaign_Illinois2010585wetcv93B15ambientNA,Gray_et_al_2013,Champaign_Illinois,2010,Illn,7,
1,1,C3_cereal,wheat,70,350,0,GC,0,pots,1,16.3,,,NA,2,,default,"1-University_of_Western_Sydney,_Australia550NANAambientmedium",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,
1,1,C3_cereal,wheat,71,362,0,OTC_,0,pots,2,1.903,0.022,0.000484,NA,1,,default,"1-Giessen,_Germany1994520NANAambientlow",Fangmeier_et_al_1997_,"Giessen,_Germany",1994,Gies,1,
14,34,pulses,chickpea,72,390,0,GH,0,pots,2,15.1,,,NA,2,low_P,default,"34-Horsham,_Australia2010700NAambientNAlow_P",lam_et_al_2012,"Horsham,_Australia",2010,Hors,4,no_SE
15,54,oilcrop,soybean,73,375,0,FACE,1,field,4,6.5,0.089349501,0.007983333,dry,1,,Flyer,54-Champaign_Illinois2001550dryFlyerambientlow,,Champaign_Illinois,2001,Illn,1,no_SE
13,32,pulses,peas,74,380,0,FACE,1,field,4,3.4075,0.01652019,0.000272917,wet,1,TOS_2_maybe,Bohatyr,"32-Horsham,_Australia2010550wetBohatyrambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,
15,54,oilcrop,soybean,75,375,0,FACE,1,field,4,6.7725,0.084791411,0.007189583,dry,1,,williams,54-Champaign_Illinois2002550drywilliamsambientlow,,Champaign_Illinois,2002,Illn,2,
15,54,oilcrop,soybean,76,375,0,FACE,1,field,4,6.3825,0.057354889,0.003289583,dry,1,,Williams,54-Champaign_Illinois2001550dryWilliamsambientlow,,Champaign_Illinois,2001,Illn,1,
2,2,C3_cereal,rice,77,386,0,FACE,1,field,4,1.3275,0.018427787,0.000339583,wet,3,,Nihonbare,"2-Tsukubamirai,_Japan2010584wetNihonbareambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
15,54,oilcrop,soybean,78,375,0,FACE,1,field,2,6.33,0.137961347,0.019033333,dry,1,,clark,54-Champaign_Illinois2004550dryclarkambientlow,,Champaign_Illinois,2004,Illn,3,
15,54,oilcrop,soybean,79,375,0,FACE,1,field,4,6.3975,0.091503643,0.008372917,dry,1,,Clark,54-Champaign_Illinois2001550dryClarkambientlow,,Champaign_Illinois,2001,Illn,1,
2,2,C3_cereal,rice,80,386,0,FACE,1,field,4,1.5425,0.017969882,0.000322917,wet,3,,Milyang23,"2-Tsukubamirai,_Japan2010584wetMilyang23ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
2,2,C3_cereal,rice,81,393,0,FACE,1,field,3,15.1,0.226090365,0.051116853,wet,2,,akitakomachi,"2-Shizukuishi,_Japan1999625wetakitakomachi",Lieffering_et_al_2004,"Shizukuishi,_Japan",1999,Shiz,1,
1,1,C3_cereal,wheat,82,350,0,GH,0,pots,1,15.5,,,NA,1,,default,1-550NANAambientvery_low,Rogers_et_al_1996,,,Zrog96,1,
7,8,C4_cereal,sorghum,83,369,0,FACE,1,field,4,1.785,0.019364917,0.000375,wet,2,,default,"8-Maricopa,_Arizona1999561wetNAambientmedium",,"Maricopa,_Arizona",1999,Mari,4,
15,54,oilcrop,soybean,84,375,0,FACE,1,field,4,6.4175,0.102824689,0.010572917,dry,1,,Spencer,54-Champaign_Illinois2001550drySpencerambientlow,,Champaign_Illinois,2001,Illn,1,
2,2,C3_cereal,rice,85,386,0,FACE,1,field,4,1.215,0.020615528,0.000425,wet,3,,Kokuriku193,"2-Tsukubamirai,_Japan2010584wetKokuriku193ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
15,54,oilcrop,soybean,86,375,0,FACE,1,field,3,6.593333333,0.112595638,0.012677778,dry,1,,flyer,54-Champaign_Illinois2004550dryflyerambientlow,,Champaign_Illinois,2004,Illn,3,
15,54,oilcrop,soybean,87,375,0,FACE,1,field,4,6.105,0.091150059,0.008308333,dry,1,,pana,54-Champaign_Illinois2002550drypanaambientlow,,Champaign_Illinois,2002,Illn,2,
15,54,oilcrop,soybean,88,375,0,FACE,1,field,4,5.9025,0.065622024,0.00430625,dry,1,,pana,54-Champaign_Illinois2008550drypanaambientlow,,Champaign_Illinois,2008,Illn,6,
2,2,C3_cereal,rice,89,386,0,FACE,1,field,4,1.2375,0.017017148,0.000289583,wet,2,,Norin8,"2-Tsukubamirai,_Japan2010584wetNorin8ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
2,2,C3_cereal,rice,90,386,0,FACE,1,field,4,1.295,0.017078251,0.000291667,wet,3,,86y8,"2-Tsukubamirai,_Japan2010584wet86y8ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
3,3,C3_cereal,barley,91,400,0,GH,0,pots,3,1.52,,,NA,1,,default,"3-Helsinki,_Finland1992700NANAambientlow",Kleemola_et_al_1994,"Helsinki,_Finland",1992,Helsi,1,
13,32,pulses,peas,92,380,0,FACE,1,field,4,3.34,0.056421036,0.003183333,wet,1,TOS_2_maybe,Kaspa,"32-Horsham,_Australia2010550wetKaspaambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,
13,32,pulses,peas,93,380,0,FACE,1,field,4,3.2375,0.034970225,0.001222917,wet,1,TOS_2_maybe,OZP0601,"32-Horsham,_Australia2010550wetOZP0601ambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,
2,2,C3_cereal,rice,94,375,0,FACE,1,field,3,1.246666667,0.018559215,0.000344444,wet,2,,akitakomachi,"2-Shizukuishi,_Japan2008571wetakitakomachiambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,
2,2,C3_cereal,rice,95,386,0,FACE,1,field,4,1.06,0.017320508,0.0003,wet,1,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientlow",zhang_et_al_2013_rice_own_data,"Tsukubamirai,_Japan",2010,Tsuk,1,
1,1,C3_cereal,wheat,96,415,0,FACE,1,field,3,100,,,NA,3,,default,1-Changping550NANAambienthigh,Lam_et_al_2012b,Changping,,Chang,1,
2,2,C3_cereal,rice,97,386,0,FACE,1,field,4,1.2125,0.023228933,0.000539583,wet,2,,Akitakomachi,"2-Tsukubamirai,_Japan2010584wetAkitakomachiambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
13,32,pulses,peas,98,380,0,FACE,1,field,4,3.3575,0.057933151,0.00335625,dry,1,TOS_1_maybe,Bohatyr,"32-Horsham,_Australia2010550dryBohatyrambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,
2,2,C3_cereal,rice,99,386,0,FACE,1,field,4,1.3925,0.0225,0.00050625,wet,3,,Takanari,"2-Tsukubamirai,_Japan2010584wetTakanariambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
15,54,oilcrop,soybean,100,375,0,FACE,1,field,4,6.09,0.040620192,0.00165,dry,1,,dwight,54-Champaign_Illinois2001550drydwightambientlow,,Champaign_Illinois,2001,Illn,1,
2,2,C3_cereal,rice,101,390,0,OTC,1,field,2,9.905,0.2,0.04,NA,2,,default,"2-Cuttack,_India2011550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2011,Indi,3,
16,55,oilcrop,peanut,102,375,0,OTC_,1,field,4,28.9,0.4,0.16,NA,2,,default,"55-Raleigh,_NC_2002,_2003548NANAambientNA",burkey_et_al_2007,"Raleigh,_NC_","2002,_2003",Rale,1,
16,55,oilcrop,peanut,103,375,0,OTC,1,field,4,28.9,0.4,0.16,NA,2,,default,"55-Raleigh,_NC_2002,_2003730NANAambientNA",burkey_et_al_2007,"Raleigh,_NC_","2002,_2003",Rale,1,
1,1,C3_cereal,wheat,104,380,0,FACE,1,field,4,13.22568375,0.211449738,0.044710992,wet,1,TOS1,yitpi,"1-Horsham,_Australia2007550wetyitpiambientlowTOS1",,"Horsham,_Australia",2007,Hors,1,
1,1,C3_cereal,wheat,105,379,0,OTC,0,pots,4,3.42,,,NA,3,,janetzkis_fruher_1914,"1-Braunschweig,_Germany1994689NAjanetzkis_fruher_1914ambienthigh",Manderscheid_and_Weigel_1997,"Braunschweig,_Germany",1994,Brau,2,
15,54,oilcrop,soybean,106,375,0,FACE,1,field,4,6.025,0.119895788,0.014375,dry,1,,pana,54-Champaign_Illinois2007550drypanaambientlow,,Champaign_Illinois,2007,Illn,5,
2,2,C3_cereal,rice,107,390,0,tunnel,1,field,3,85.691,0.75,0.5625,wet,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2009650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2009,Kore,1,
15,54,oilcrop,soybean,108,375,0,FACE,1,field,4,6.695,0.092601296,0.008575,dry,1,,clark,54-Champaign_Illinois2002550dryclarkambientlow,,Champaign_Illinois,2002,Illn,2,
12,31,pulses,Beans_adzuki,109,370,0,OTC,0,pots,2,3.27,,,NA,2,,adzuki,31-Tohoku_uni_Sendai_Japan2003700NAadzukiambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,
12,33,pulses,broad_bean,110,315,0,GC,0,pots,3,100,,,NA,1,,default,33-695NAambientlow,wolf_1996_faba_bean,,,Zwolf,1,no_SE
15,54,oilcrop,soybean,111,375,0,FACE,1,field,4,6.15,0.096350056,0.009283333,dry,1,,loda,54-Champaign_Illinois2004550drylodaambientlow,,Champaign_Illinois,2004,Illn,3,
20,84,vegetable,cassava_leaves,112,385,0,FACE,1,field,4,5.016,0.08,0.0064,NA,2,harvest_1,default,84-Champaign_Illinois2010585NANAambientNAharvest_1,Rosenthal_et_al_2012,Champaign_Illinois,2010,Illn,7,P_values_only
12,31,pulses,red_kidney_bean,113,354,0,GC,0,pots,2,100,,,NA,2,,default,"31-Florida,_USA2000696NANAlowNA",Thomas_et_al_2009,"Florida,_USA",2000,Flori,3,
1,1,C3_cereal,wheat,114,380,0,FACE,1,field,4,15.383735,0.238476973,0.056871267,wet,1,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2009,Walp,2,
1,1,C3_cereal,wheat,115,340,0,GC,0,pots,1,4.47,0.149,0.022201,dry,2,,alcedo,1-Berlin800dryalcedoambientmedium,Mueller_et_al_1993,Berlin,,Berl,1,no_samplesize
1,1,C3_cereal,wheat,116,350,0,GH,0,pots,1,16.3,,,NA,3,,default,1-550NANAambienthigh,Rogers_et_al_1996,,,Zrog96,1,
3,3,C3_cereal,barley,117,375,0,FACE,1,field,2,92.4,,,NA,1,,theresa,"3-Braunschweig,_Germany2002/2003550NAtheresaambientlow",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",2002/2003,Brau,6,"1998_is_pot,_1999_is_field_grown"
1,1,C3_cereal,wheat,118,380,0,FACE,1,field,4,13.8948025,0.268094554,0.07187469,dry,2,TOS2,yitpi,"1-Horsham,_Australia2007550dryyitpiambientmediumTOS2",,"Horsham,_Australia",2007,Hors,1,
15,54,oilcrop,soybean,119,359,0,OTC,1,field,3,71.17,,,NA,2,,default,"54-Auburn,_Alabama,_USA1994707NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,
2,2,C3_cereal,rice,120,386,0,FACE,1,field,4,1,,,NA,1,,default,"2-Tsukubamirai,_Japan2011560NANAambientlow",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,Tsuk,2,no_SE
2,2,C3_cereal,rice,121,386,0,FACE,1,field,4,1,,,NA,2,,default,"2-Tsukubamirai,_Japan2011560NANAambientmedium",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,Tsuk,2,no_SE
1,1,C3_cereal,wheat,122,365,0,OTC,0,pots,2,3.23,,,NA,3,,nandu,"1-Braunschweig,_Germany1994700NAnanduambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1994,Brau,2,
15,54,oilcrop,soybean,123,375,0,FACE,1,field,4,6.155,0.12223611,0.014941667,dry,1,,Pana,54-Champaign_Illinois2001550dryPanaambientlow,,Champaign_Illinois,2001,Illn,1,
1,1,C3_cereal,wheat,124,380,0,FACE,1,field,4,13.95709,0.19163198,0.036722816,dry,1,TOS1,yitpi,"1-Horsham,_Australia2007550dryyitpiambientlowTOS1",,"Horsham,_Australia",2007,Hors,1,
20,84,vegetable,cassava_leaves,125,385,0,FACE,1,field,4,4.813,0.08,0.0064,NA,2,harvest_2,default,84-Champaign_Illinois2010585NANAambientNAharvest_2,Rosenthal_et_al_2012,Champaign_Illinois,2010,Illn,7,no_SE
1,1,C3_cereal,wheat,126,380,0,FACE,1,field,4,13.631985,0.251814992,0.06341079,wet,1,TOS1_maybe,h45,"1-Horsham,_Australia2009550weth45ambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,2,
