"","country","protein.amb.g","protein.amb.cal","protein.co2.g","protein.co2.cal","protein.co2.g.SE","countrycode","energy","protein.percent.decrease","protein.percent.decrease.SE","protein.calorie.ratio.difference","protein.calorie.ratio.SE"
"182","Saudi Arabia",79,335.75,75.451086762,320.6671187385,0.325818786675479,"SAU",3056,-4.49229523797468,0.412428843893012,-0.493549779499346,0.0453118404244367
"183","Senegal",56,238,54.203473706,230.3647632505,0.335058774467089,"SEN",2412,-3.20808266785714,0.598319240119803,-0.316552104042288,0.0590381339753371
"184","Serbia",76,323,73.319578299,311.60820777075,0.609866183999195,"SRB",2662,-3.52687065921051,0.802455505262099,-0.427941105531553,0.0973678167541916
"185","Serbia and Montenegro",51,216.75,48.962254031,208.08957963175,0.300636804402954,NA,2514,-3.99558033137257,0.58948393020187,-0.344487683701276,0.050823644340197
"186","Seychelles",77.6,329.8,74.8262516710459,318.011569601945,0.337272777326896,"SYC",2426,-3.57441794968312,0.434629867689299,-0.485920461585118,0.0590852969348437
"187","Sierra Leone",51,216.75,48.957230592,208.068230016,0.590084965474661,"SLE",2321,-4.0054302117647,1.15702934406796,-0.374052993709607,0.108050887689242
"188","Singapore",NA,NA,NA,NA,NA,"SGP",NA,NA,NA,NA,NA
"189","Slovakia",64,272,61.255353595,260.33525277875,0.282212143871836,"SVK",2839,-4.28851000781249,0.440956474799743,-0.410875210329341,0.0422473269269215
"190","Slovenia",93,395.25,90.062339328,382.764942144,0.380670718123992,"SVN",3111,-3.15877491612903,0.409323352821497,-0.401319763934425,0.0520041964650263
"191","Small Island Developing States",64,272,61.175961395,259.99783592875,0.86719156604461,NA,2657,-4.4125603203125,1.3549868219447,-0.451718632715467,0.138711484971381
"192","Solomon Islands",57,242.25,53.635305837,227.95004980725,0.407806920277244,"SLB",2455,-5.90297221578948,0.715450737328499,-0.582482696242362,0.0705979393555311
"193","Somalia",46,195.5,45.417810253,193.02569357525,0.273212448423159,"SOM",1680,-1.26562988478262,0.593940105267737,-0.147280144330358,0.0691162443927634
"194","South-Eastern Asia",61,259.25,58.447088011,248.40012404675,0.329407285696529,NA,2638,-4.18510162131147,0.540011943764802,-0.411291734391583,0.053069786361268
"195","South Africa",73,310.25,71.115828074,302.2422693145,0.722975961973217,"ZAF",2954,-2.5810574328767,0.990378030100297,-0.271080930450236,0.104016514501902
"196","South America",80,340,77.38740313,328.8964633025,1.06660977312137,NA,2980,-3.26574608749999,1.33326221640172,-0.372601902600671,0.152117165629726
"197","Southern Africa",72,306,70.14953784,298.13553582,0.694625951461644,NA,2874,-2.57008633333332,0.96475826591895,-0.273641759916492,0.10271956484732
"198","Southern Asia",60,255,57.058599182,242.4990465235,0.443671678165344,NA,2464,-4.90233469666667,0.739452796942241,-0.507343891091722,0.076526162021214
"199","Southern Europe",97,412.25,93.393764597,396.92349953725,0.40125407672738,NA,3258,-3.717768456701,0.413663996626165,-0.47042665631522,0.0523428430353396
"200","Spain",98,416.5,95.183319114,404.5291062345,0.386591275888404,"ESP",3118,-2.87416416938776,0.394480893763677,-0.383928600561256,0.0526944490867773
"201","Sri Lanka",58,246.5,55.213109191,234.65571406175,0.302683010978039,"LKA",2473,-4.80498415344828,0.521867260306964,-0.478944033087342,0.0520179052428898
"202","Sudan (former)",67,284.75,66.174090953,281.23988655025,0.800934910163265,"SDN",2318,-1.23270007014925,1.19542523904965,-0.151428535364539,0.146849584477734
"203","Suriname",58,246.5,55.73218472,236.86178506,0.226501608930632,"SUR",2693,-3.91002634482758,0.390520015397641,-0.357898809506126,0.0357457050855991
"204","Swaziland",53,225.25,51.133620688,217.317887924,0.581764471237506,"SWZ",2252,-3.52147039999998,1.09766881365567,-0.352225225399642,0.10979125234278
"205","Sweden",100,425,96.923809466,411.9261902305,0.307375261076019,"SWE",3092,-3.07619053399998,0.307375261076019,-0.422826965378392,0.0422491869202161
"206","Switzerland",89,378.25,86.202173913,366.35923913025,0.325480826124498,"CHE",3438,-3.14362481685392,0.365708793398312,-0.345862736176555,0.0402354133516322
"207","Syrian Arab Republic",74,314.5,70.177636542,298.2549553035,0.353773773387662,"SYR",3074,-5.16535602432432,0.478072666740084,-0.528465995331814,0.0489114683440977
"208","Tajikistan",51,216.75,47.837613977,203.30985940225,0.357474402851399,"TJK",2088,-6.20075690784314,0.700930201669409,-0.643684894528257,0.0727617917681247
"209","Thailand",51,216.75,48.530703426,206.2554895605,0.30426113416446,"THA",2702,-4.84175798823529,0.596590459146,-0.388397869707624,0.047857506298999
"210","The former Yugoslav Republic of Macedonia",77,327.25,73.044733284,310.440116457,0.805910430119537,"MKD",2871,-5.1367100207792,1.04663692223316,-0.585506218843608,0.119300568721979
"211","Timor-Leste",54,229.5,52.414083683,222.75985565275,0.963574822146659,"TLS",2063,-2.9368820685185,1.78439781879011,-0.326715673642752,0.198506689002584
"212","Togo",54,229.5,52.2170687,221.922541975,1.39915824426713,"TGO",2355,-3.30172462962962,2.59103378567986,-0.321760425690021,0.252502018604471
"213","Tonga",NA,NA,NA,NA,NA,"TON",NA,NA,NA,NA,NA
"214","Trinidad and Tobago",73,310.25,70.763626078,300.7454108315,0.315387033006742,"TTO",2845,-3.06352592054796,0.432037031516085,-0.334080462864676,0.0471140558973164
"215","Tunisia",94,399.5,88.576464181,376.44997276925,0.560377351787206,"TUN",3329,-5.76971895638297,0.59614611892256,-0.692400938142082,0.0715411158034132
"216","Turkey",100,425,94.381576914,401.1217018845,0.610921715870948,"TUR",3650,-5.61842308599999,0.610921715870948,-0.65419994836986,0.0711347203411378
"217","Turkmenistan",87,369.75,83.044550199,352.93933834575,0.353567642669743,"TKM",2850,-4.54649402413791,0.406399589275567,-0.589847777342102,0.052724999345488
"218","Tuvalu",NA,NA,NA,NA,NA,"TUV",NA,NA,NA,NA,NA
"219","Uganda",51,216.75,49.091383863,208.63838141775,1.18953337326545,"UGA",2267,-3.74238458235293,2.33241837895187,-0.357812906142478,0.223004712676585
"220","Ukraine",78,331.5,74.132147747,315.06162792475,0.500328079672032,"UKR",3062,-4.95878493974359,0.641446255989785,-0.536850818917373,0.0694446224234532
"221","United Arab Emirates",93,395.25,89.82604254,381.760680795,0.507925202648983,"ARE",3171,-3.41285748387095,0.546156131880627,-0.425396379848625,0.0680757524837016
"222","United Kingdom",95,403.75,91.691907616,389.690607368,0.37234855831057,"GBR",3337,-3.48220250947368,0.391945850853231,-0.42131832879832,0.0474222766802494
"223","United Republic of Tanzania",54,229.5,52.153979532,221.654413011,1.35041954470221,"TZA",2160,-3.41855642222222,2.50077693463372,-0.363221619861111,0.265707549304833
"224","United States of America",100,425,97.227011668,413.214799589,0.434984112871043,"USA",3587,-2.77298833199998,0.434984112871043,-0.328553119905212,0.0515384019989387
"225","Uruguay",82,348.5,78.940213308,335.495906559,0.361620134079119,"URY",2880,-3.73144718536585,0.441000163511121,-0.451531022256944,0.0533640822859811
"226","Uzbekistan",78,331.5,73.466081975,312.23084839375,0.428571158158763,"UZB",2643,-5.81271541666666,0.549450202767645,-0.729063624905411,0.06891515029038
"227","Vanuatu",63,267.75,60.016261672,255.069112106,0.476141888565949,"VUT",2792,-4.73609258412698,0.755780775501507,-0.454186529154728,0.0724786184242581
"228","Venezuela (Bolivarian Republic of)",80,340,77.85545266,330.885673805,0.595009675578172,"VEN",2836,-2.680684175,0.743762094472715,-0.321379626057827,0.0891675289565314
"229","Viet Nam",74,314.5,70.889709576,301.281265698,0.421468819832502,"VNM",2677,-4.20309516756756,0.56955245923311,-0.493789103548747,0.0669123079674312
"230","Western Africa",61,259.25,58.687463815,249.42172121375,0.737625689797187,NA,2678,-3.79104292622949,1.20922244229047,-0.367000701502987,0.117061582585439
"231","Western Asia",80,340,75.934559846,322.7218793455,0.4086465885604,NA,3063,-5.08180019249999,0.5108082357005,-0.564091435014691,0.0567008815338459
"232","Western Europe",100,425,96.721636648,411.066955754,0.366130772784869,NA,3460,-3.27836335199998,0.366130772784869,-0.402689140057802,0.0449727105299333
"233","World",74,314.5,71.036916574,301.9068954395,0.510731848667848,NA,2828,-4.00416679189188,0.69017817387547,-0.445300727033238,0.0767542558995174
"234","Yemen",52,221,49.886285475,212.01671326875,0.331019797702358,"YEM",2165,-4.064835625,0.636576534042995,-0.414932412528868,0.0649807916967676
"235","Zambia",51,216.75,49.992261332,212.467110661,0.973398721087185,"ZMB",1921,-1.97595817254902,1.90862494330821,-0.222951032743363,0.215353699355572
"236","Zimbabwe",50,212.5,49.081586018,208.5967405765,0.803682922363883,"ZWE",2196,-1.83682796399998,1.60736584472777,-0.17774405389344,0.155539727688821
