"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","BFP","EAR_1","EAR_2","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"1","ABW",121,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04384327276626,37.7433111688962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","AFG",122,"Afghanistan",0.56191441287324,NA,3.70752201398274,NA,3.62487728375544,3.66621818380149,3.58175333602124,NA,NA,NA,3.03687011428068,33.3721051355292,29.000449975133,32.0373200894137,0.334247066589465,0.389302064169916,0.361403398372838,0.419022861085533,0.0550549975804512,0.0271563317833737,0.084775794496068,29105000,"Afghanistan",1602375.70457903,790385.036555093,2467399.49880806
"3","AFRICA",123,"Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971211000,"Africa",NA,NA,NA
"4","AGO",124,"Angola",0.646631620863716,0.5189060482667,3.49361997305518,3.56805445614172,3.42640196268759,3.45791660931704,3.3938617346302,3.50083644577412,3.53235109240358,3.46829621771674,3.63642093496105,33.8141425112876,29.627937062197,33.264357997158,0.506703832936585,0.548057777183499,0.528706681016282,0.567918973940062,0.0413539442469135,0.0220028480796962,0.0612151410034762,20180000,"Angola",834522.594902715,444017.47424827,1235321.54545015
"5","AIA",125,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","ALA",126,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","ALB",127,"Albania",0.599135713292891,0.500758143565517,3.90395341251062,3.95805585480852,3.81237698222248,3.84363183900574,3.78011365502879,3.86647942452038,3.89773428130363,3.83421609732669,0.473850267394069,37.0197591543786,40.5526303659777,41.0264806333717,0.37574233429992,0.43493061402554,0.414493354931448,0.456210644585926,0.0591882797256203,0.0387510206315285,0.0804683102860058,3154000,"Albania",186679.834254606,122220.719071841,253797.050642062
"8","Americas",128,"Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947289000,"Americas",NA,NA,NA
"9","AND",129,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","ANR",130,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","ANT",131,"",NA,0.457657321783676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ARB",132,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","ARE",133,"United Arab Emirates",NA,0.441298172206176,NA,4.01563558495777,NA,NA,NA,3.94440096114536,3.9722045953331,3.91580212262291,1.33382027344465,39.2623197757529,45.2226295973371,46.5564498707818,NA,NA,NA,NA,NA,NA,NA,8925000,"United Arab Emirates",NA,NA,NA
"14","ARG",134,"Argentina",0.657608912161723,0.435653040426273,3.48507723343523,3.60640518829617,3.4040081137588,3.43488266700284,3.37214987087196,3.52533606861973,3.55621062186377,3.49347782573289,1.4964800767286,37.2563678926999,40.1595085096099,41.6559885863385,0.644904902687442,0.689657332973495,0.67289798525628,0.706546925117055,0.0447524302860534,0.0279930825688378,0.0616420224296133,40729000,"Argentina",1822721.73312067,1140130.2599462,2510617.93153572
"15","ARM",135,"Armenia",0.581073022504838,0.434702311372534,3.83533745029271,3.90967732927786,3.73059982007285,3.76147324635033,3.69874277711359,3.804939699058,3.83581312533547,3.77308265609873,0.532223091397514,37.2200810444505,39.4949973046836,40.0272203960811,0.400954696035302,0.471846870132843,0.450752708700864,0.493695538946408,0.070892174097541,0.0497980126655624,0.0927408429111061,2964000,"Armenia",210124.404025112,147601.309540727,274883.858388519
"16","Ashm",136,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ASIA",137,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4198188000,"Asia",NA,NA,NA
"18","ASM",138,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ATA",139,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ATF",140,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ATG",141,"Antigua and Barbuda",NA,0.462057544319324,NA,3.4627745991719,NA,NA,NA,3.38108351071953,3.40166431738132,3.36007021795591,1.44326518542306,36.9702123972825,NA,NA,NA,NA,NA,NA,NA,NA,NA,88000,"Antigua and Barbuda",NA,NA,NA
"22","AUS",142,"Australia",0.603009564895096,0.428936867281207,3.58822433450724,3.67804118412822,3.5054641650133,3.5275634203511,3.48286547466223,3.59528101463428,3.61738026997208,3.57268232428321,1.20834775200893,38.1925278974757,44.3426221683329,45.5509699203419,0.648927939554004,0.69835422396871,0.685460890499078,0.711287335166968,0.0494262844147061,0.0365329509450735,0.0623593956129642,22741000,"Australia",1124003.13387483,830795.837441916,1418115.01563442
"23","Australia and New Zealand",143,"Australia & New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27155000,"Australia & New Zealand",NA,NA,NA
"24","AUT",144,"Austria",0.569184079854203,0.427965586347602,3.86374955944335,3.93415754627417,3.7775444297996,3.79837019811157,3.75627570765832,3.84795241663042,3.86877818494239,3.82668369448913,0.825548104522832,38.7690263402863,43.6972850685794,44.5228331731022,0.452627592553424,0.512934795411955,0.498340243871489,0.527821762805754,0.0603072028585304,0.0457126513180652,0.0751941702523294,8433000,"Austria",508570.641705987,385494.788565244,634112.437737894
"25","AZE",145,"Azerbaijan",0.594599398816092,0.449582232845265,4.03945294184519,4.11516507233635,3.95077868130926,3.98799734596808,3.91212105905441,4.02649081180042,4.06370947645924,3.98783318954558,0.635662741971346,36.9473218943557,39.8638560561256,40.4995187980969,0.284771785550956,0.337392112173498,0.314837061310538,0.361453446516355,0.0526203266225423,0.0300652757595823,0.0766816609653993,9202000,"Azerbaijan",484212.245580635,276660.667539676,705624.644203604
"26","BDI",146,"Burundi",0.592114212343904,0.505388080453532,3.56485570651712,3.61244677081469,3.50029177339665,3.5408080439613,3.45806436164766,3.54788283769422,3.58839910825887,3.50565542594522,2.42142825879617,33.4911427919447,28.7047230815198,31.1261513403159,0.415211024139977,0.458140038507797,0.431110708123608,0.48651659661607,0.04292901436782,0.015899683983631,0.0713055724760932,NA,NA,NA,NA,NA
"27","BEL",147,"Belgium",0.590423760697425,0.427965586347602,3.85069258015874,3.93341541720786,3.76329244090555,3.78799460901503,3.73796458727708,3.84601527795468,3.87071744606416,3.8206874243262,1.03933566368914,38.4458859860908,40.9716291083728,42.0109647720619,0.4242687733996,0.482868609564251,0.466212873735989,0.499977069131341,0.0585998361646504,0.0419441003363888,0.075708295731741,11007000,"Belgium",645008.396664307,461678.712402631,833321.211119274
"28","BEN",148,"Benin",0.622799063937535,0.501534271825393,3.67750229400072,3.74567331811374,3.62391505365,3.65017026353414,3.5969518781705,3.69208607776302,3.71834128764716,3.66512290228352,1.93508068391723,33.3227411782347,30.7822179055264,32.7172985894436,0.380400384962748,0.413563867106594,0.397222240144266,0.430503168988163,0.0331634821438464,0.0168218551815175,0.0501027840254147,9780000,"Benin",324338.855366818,164517.743675241,490005.227768556
"29","BFA",149,"Burkina Faso",0.629643473548883,0.577590689277607,4.06312794510138,4.09454789482264,4.04083088844257,4.06865574318558,4.01220959758531,4.07225083816383,4.10007569290684,4.04362954730657,2.26340058275164,32.9993142667855,29.3128473938683,31.5762479766199,0.166035681513083,0.175013244690589,0.163856861518852,0.186979622391548,0.008977563177506,-0.00217881999423122,0.0209439408784644,15995000,"Burkina Faso",143596.123024209,-34850.2258077284,334998.334351038
"30","BGD",150,"Bangladesh",0.585651783761064,0.482387566298118,3.61522854999473,3.67037367384648,3.5371774779291,3.56500534299822,3.50855300192732,3.59232260178084,3.62015046684997,3.56369812577907,1.54988790042788,35.9582392695805,29.8275198364147,31.3774077368426,0.386364485151955,0.438199786794211,0.419547566713278,0.457529868107476,0.0518353016422562,0.0331830815613232,0.071165382955521,152862000,"Bangladesh",7923647.87963858,5072432.21362698,10878482.7693468
"31","BGR",151,"Bulgaria",0.563930257725506,0.456770035259898,3.79267758075263,3.84736681598614,3.71396407378851,3.74607358072414,3.68078924489185,3.76865330902202,3.80076281595766,3.73547848012536,0.830190277993585,38.9879848420072,42.9964486627459,43.8266389407395,0.491203263823514,0.54677928277202,0.524156928090515,0.569992933444595,0.0555760189485058,0.0329536642670004,0.0787896696210812,7333000,"Bulgaria",407538.946949393,241649.220069914,577764.647331389
"32","BHR",152,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29047114523107,37.9120792385518,42.5386124872024,43.8290836324334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","BHS",153,"Bahamas",NA,0.438488184159075,NA,3.3874427643846,NA,NA,NA,3.27643409118121,3.29174538943319,3.26088470694598,1.42849439865278,37.8102206873195,40.9016254281904,42.3301198268432,NA,NA,NA,NA,NA,NA,NA,366000,"Bahamas",NA,NA,NA
"34","BIH",154,"Bosnia and Herzegovina",0.608851171562302,0.439427616294098,4.03331678239816,4.1221183419736,3.9510439356491,3.98463338936417,3.91628689845536,4.03984549522454,4.0734349489396,4.0050884580308,0.688819557231766,38.321104472342,42.1095861965432,42.7984057537749,0.32467949812372,0.374664273303842,0.353944238040085,0.396491660752506,0.0499847751801223,0.0292647399163652,0.071812162628786,3839000,"Bosnia and Herzegovina",191891.55191649,112347.336538926,275686.89233191
"35","BLM",155,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","BLR",156,"Belarus",0.554656147670736,0.432792211465264,3.8456115995592,3.90577877148118,3.75492219028593,3.77126748032164,3.73830528598224,3.8150893622079,3.83143465224362,3.79847245790421,1.00128958815734,38.8326147636356,44.068840355537,45.0701299436943,0.473125853844273,0.538275897427947,0.526558639667046,0.550153845928023,0.0651500435836742,0.0534327858227727,0.0770279920837496,9450000,"Belarus",615667.911865721,504939.826025202,727914.525191434
"37","BLZ",157,"Belize",0.710898007711834,0.474911229509191,3.64048669814655,3.78040434887391,3.57011372633767,3.59615284633978,3.54337840161891,3.71003137706503,3.73607049706715,3.68329605234627,2.077416696759,35.5288759891088,35.9453864784676,38.0228031752266,0.498708930258237,0.538142587671457,0.523574495566892,0.553046942089054,0.0394336574132205,0.0248655653086557,0.0543380118308175,316000,"Belize",12461.0357425777,7857.5186375352,17170.8117385383
"38","BMU",158,"Bermuda",NA,0.464669243895559,NA,3.46737779018994,NA,NA,NA,3.37506153979997,3.39651497643139,3.35313774396863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,"Bermuda",NA,NA,NA
"39","BOL",159,"Bolivia (Plurinational State of)",0.730960061902753,0.479085752531057,3.43018449322002,3.58257422012934,3.35911807032522,3.38383447684589,3.33377524759861,3.51150779723453,3.53622420375521,3.48616497450793,1.42978350138004,34.7300750526202,35.403286216483,36.8330697178631,0.595249059173807,0.632428456933207,0.619618302001027,0.645411891955638,0.0371793977593998,0.0243692428272194,0.0501628327818312,10324000,"Bolivia (Plurinational State of)",383840.102468044,251588.062948213,517881.085639625
"40","BRA",160,"Brazil",0.720765414231563,0.523294052736822,3.70609957245134,3.82893263081267,3.6347578739999,3.6587741604309,3.61015058270801,3.75759093236124,3.78160721879224,3.73298364106934,0.527108574855267,36.2498014520891,37.4665076158872,37.9936161907425,0.462042415966133,0.501472454693298,0.488181218697498,0.515088947435469,0.0394300387271645,0.0261388027313647,0.0530465314693361,196935000,"Brazil",7765154.67673414,5147645.11590131,10446718.6749137
"41","BRB",161,"Barbados",NA,0.436600915721268,NA,3.69074997320863,NA,NA,NA,3.62581403749926,3.64819218082405,3.60292362743058,1.11760388808067,38.0759519537283,42.7763545992644,43.893958487345,NA,NA,NA,NA,NA,NA,NA,282000,"Barbados",NA,NA,NA
"42","BRN",162,"Brunei Darussalam",NA,0.435653040426273,NA,3.59285421228168,NA,NA,NA,3.51332890481471,3.53425257465668,3.4919580618476,1.34912249181955,36.7218439855402,34.9456885480858,36.2948110399054,NA,NA,NA,NA,NA,NA,NA,407000,"Brunei Darussalam",NA,NA,NA
"43","BTN",163,"",0.623440534970185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70927092982439,36.5162201236009,30.4816463158468,32.1909172456712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","BWA",164,"Botswana",0.761129388578963,0.472380727077439,3.39345677631789,3.57154397374008,3.34660322929316,3.37477845173057,3.3176110913127,3.52469042671535,3.55286564915275,3.49569828873488,1.2335267425747,34.9998867997024,34.8450128044173,36.078539546992,0.599701260574823,0.62328955187988,0.609153792123851,0.637664410596197,0.0235882913050568,0.00945253154902781,0.0379631500213742,1987000,"Botswana",46869.9348231479,18782.1801879183,75432.7790924705
"45","CAA",165,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CAF",166,"Central African Republic",0.73102401130245,0.503851886924174,3.34050811151975,3.48077280209159,3.29360432785354,3.3229606313889,3.26336009988881,3.43386901842537,3.46322532196073,3.40362479046065,1.82566494678205,33.9651530585799,30.2169396517224,32.0426045985044,0.568723287760925,0.593782708375208,0.578136569755662,0.609746677932506,0.0250594206142828,0.00941328199473668,0.0410233901715807,4436000,"Central African Republic",111163.589844958,41757.3189286519,181979.758801132
"47","CALACA",167,"CALACA",0.678019679657449,0.4968867132449,3.54143993160256,3.64784707170429,3.4787080209416,3.51937577653533,3.43631603055173,3.58511516104334,3.62578291663706,3.54272317065346,0.330338191474229,54.4992272391941,NA,NA,NA,NA,NA,NA,NA,NA,NA,332749000,"CALACA",NA,NA,NA
"48","CAN",168,"Canada",0.588118724644867,0.428936867281207,3.88508772390538,3.96603612298782,3.81608118458946,3.83632148447504,3.79542273695885,3.89702958367191,3.91726988355749,3.8763711360413,0.999540555850406,38.5487060588756,41.6148387163648,42.6143792722152,0.410613171651559,0.456746559891897,0.443125774170117,0.470701231478776,0.0461333882403377,0.0325126025185578,0.0600880598272167,34487000,"Canada",1591002.16024453,1121262.1230575,2072256.91926122
"49","CANAME",169,"CANAME",0.58730166371063,0.486762555000405,3.99469272475665,4.04868545438003,3.90985045348654,3.94138916761927,3.87728456520084,3.96384318310992,3.99538189724265,3.93127729482421,0.362789587407686,16.5065315382931,NA,NA,NA,NA,NA,NA,NA,NA,NA,525377000,"CANAME",NA,NA,NA
"50","CEA",170,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","CEB",171,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","CEEAEU",172,"CEEAEU",0.596543637774499,0.439413551080312,3.86437158747843,3.94576160892654,3.77724145019889,3.80368403105055,3.7500806240194,3.858631471647,3.88507405249866,3.83147064546752,2.2717869293189,21.4681017064919,NA,NA,NA,NA,NA,NA,NA,NA,NA,327740000,"CEEAEU",NA,NA,NA
"53","Central America",173,"Central America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162800000,"Central America",NA,NA,NA
"54","Central Asia",174,"Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62575000,"Central Asia",NA,NA,NA
"55","CEU",175,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","CHE",176,"Switzerland",0.594429733306791,0.428936867281207,3.60706506978077,3.69174500564386,3.51163579631311,3.538060264203,3.48449408014965,3.59631573217619,3.62274020006609,3.56917401601273,0.893909555388648,38.7557099486814,42.5606465562747,43.4545561116634,0.609105812701176,0.669135919096429,0.652867939349825,0.685519058107954,0.0600301063952524,0.0437621266486492,0.0764132454067782,7915000,"Switzerland",475138.292118423,346377.232424058,604810.837394649
"57","CHI",177,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859871033705744,38.644864092621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CHL",178,"Chile",0.704172098556409,0.441298172206176,3.67510393090152,3.82566106469794,3.60269427442099,3.63073907102902,3.57384021707399,3.7532514082174,3.78129620482543,3.7243973508704,1.23968585075635,37.6631464929263,40.5315069363284,41.7711927870847,0.532315763897282,0.572962632047617,0.557287377033935,0.588970588226018,0.0406468681503354,0.024971613136654,0.0566548243287364,17308000,"Chile",703515.993946004,432208.680169207,980581.699481769
"59","CHN",182,"China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.242141665346944,0.288434878990538,0.280145336772911,0.296973389164272,0.0462932136435935,0.0380036714259663,0.0548317238173277,1399292000,"China",64777723.5057713,53178233.3969832,76725592.4837961
"60","CHN",182,"China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.242141665346944,0.288434878990538,0.280145336772911,0.296973389164272,0.0462932136435935,0.0380036714259663,0.0548317238173277,1368440000,"China, mainland",63349485.2784391,52005744.1261493,75033924.1405839
"61","CHN",180,"China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.242141665346944,0.288434878990538,0.280145336772911,0.296973389164272,0.0462932136435935,0.0380036714259663,0.0548317238173277,1399292000,"China",64777723.5057713,53178233.3969832,76725592.4837961
"62","CHN",180,"China",0.643056948610437,0.524744149811262,4.08368626814955,4.15276917634706,3.99271481450284,4.008435608874,3.97674292407259,4.06179772270035,4.07751851707151,4.0458258322701,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.242141665346944,0.288434878990538,0.280145336772911,0.296973389164272,0.0462932136435935,0.0380036714259663,0.0548317238173277,1368440000,"China, mainland",63349485.2784391,52005744.1261493,75033924.1405839
"63","CHN",181,"China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.251570131055107,0.299650933244106,0.291057798464267,0.308499732740402,0.0480808021889992,0.0394876674091599,0.056929601685295,1399292000,"China",67279081.8566491,55254777.1042981,79661136.2014198
"64","CHN",181,"China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.251570131055107,0.299650933244106,0.291057798464267,0.308499732740402,0.0480808021889992,0.0394876674091599,0.056929601685295,1368440000,"China, mainland",65795692.9475141,54036503.5893907,77904744.1302251
"65","CHN",179,"China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.251570131055107,0.299650933244106,0.291057798464267,0.308499732740402,0.0480808021889992,0.0394876674091599,0.056929601685295,1399292000,"China",67279081.8566491,55254777.1042981,79661136.2014198
"66","CHN",179,"China, mainland",0.643056948610437,0.524744149811262,4.06447618410937,4.13355909230688,3.97177809401002,3.98778532093882,3.95551046174932,4.04086100220753,4.05686822913634,4.02459336994683,1.14651740117748,38.3483336927833,36.7141559881557,37.8606733893331,0.251570131055107,0.299650933244106,0.291057798464267,0.308499732740402,0.0480808021889992,0.0394876674091599,0.056929601685295,1368440000,"China, mainland",65795692.9475141,54036503.5893907,77904744.1302251
"67","CIV",184,"CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.51550178867356,3.56090316587517,3.44794737976764,3.4690540645749,3.42638557958015,3.49334875696924,3.51445544177651,3.47178695678175,1.89378100937045,33.7450751612712,30.9098482449759,32.8036292543463,0.484437031208698,0.526541001104067,0.513395775998553,0.539939786293815,0.0421039698953696,0.0289587447898551,0.0555027550851175,19390000,"Côte d'Ivoire",816395.976271217,561510.061475291,1076198.42110043
"68","CIV",186,"CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.51550178867356,3.56090316587517,3.44794737976764,3.4690540645749,3.42638557958015,3.49334875696924,3.51445544177651,3.47178695678175,1.89378100937045,33.7450751612712,30.9098482449759,32.8036292543463,0.484437031208698,0.526541001104067,0.513395775998553,0.539939786293815,0.0421039698953696,0.0289587447898551,0.0555027550851175,19390000,"Côte d'Ivoire",816395.976271217,561510.061475291,1076198.42110043
"69","CIV",183,"Côte d'Ivoire",0.639731573022418,0.564317048403231,NA,NA,NA,NA,NA,NA,NA,NA,1.89378100937045,33.7450751612712,30.9098482449759,32.8036292543463,NA,NA,NA,NA,NA,NA,NA,19390000,"Côte d'Ivoire",NA,NA,NA
"70","CIV",185,"Côte d'Ivoire",0.639731573022418,0.564317048403231,NA,NA,NA,NA,NA,NA,NA,NA,1.89378100937045,33.7450751612712,30.9098482449759,32.8036292543463,NA,NA,NA,NA,NA,NA,NA,19390000,"Côte d'Ivoire",NA,NA,NA
"71","CLA",187,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","CME",188,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","CMR",189,"Cameroon",0.624491121365301,0.476587423862346,3.85689117072393,3.9383179647641,3.80808356338152,3.83326556878456,3.78225100714272,3.88951035742169,3.91469236282473,3.86367780118289,1.33654567624734,32.7190979354377,32.2845372795132,33.6210829557606,0.292111708633309,0.319509701346317,0.305237928690382,0.334433133581855,0.0273979927130079,0.0131262200570735,0.0423214249485465,21156000,"Cameroon",579631.933836395,277698.311527448,895352.06621145
"74","COD",190,"Democratic Republic of the Congo",0.657247233587957,NA,3.00028319731421,NA,2.93962395268319,2.96626402218255,2.9122547206378,NA,NA,NA,2.26143027056686,33.0954746496774,28.5268216070514,30.7882518776182,0.741976601902389,0.77087879062089,0.758414408889288,0.783299844156709,0.0289021887185003,0.0164378069868989,0.0413232422543194,NA,NA,NA,NA,NA
"75","COG",191,"Congo",0.674802175239916,0.500758143565517,3.21917539614529,3.32147502482596,3.13515915881318,3.15447277709193,3.11546516622271,3.23745878749385,3.2567724057726,3.21776479490338,1.33725413903675,32.900249834907,29.9860481691083,31.3233023081451,0.630700056653856,0.676600297621305,0.666253722770797,0.687011795567724,0.045900240967449,0.0355536661169411,0.0563117389138683,4225000,"Congo",193928.518087472,150214.239344076,237917.096911094
"76","COK",192,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","COL",193,"Colombia",0.728532115447865,0.499980204875923,3.17708311089592,3.3174725298815,3.10677094834573,3.1355573801458,3.07713123427055,3.24716036733132,3.27594679913139,3.21752065325613,0.710471489039369,35.6307661596912,36.552273089419,37.2627445784584,0.727478435573585,0.758572038670838,0.746079649601371,0.771077717133269,0.0310936030972524,0.0186012140277863,0.0435992815596834,47079000,"Colombia",1463855.74021555,875726.555214149,2052610.57654833
"78","COM",194,"Comoros",0.783065481764489,0.487279033013975,3.29865303581866,3.48652838217666,3.22979236665704,3.25468889636889,3.20426013941804,3.41766771301505,3.44256424272689,3.39213548577604,1.86169060214174,33.4209898576276,31.2412102148011,33.1029008169428,0.601272617267198,0.634794854323722,0.622778422459519,0.646982042605075,0.0335222370565245,0.0215058051923213,0.0457094253378769,NA,NA,NA,NA,NA
"79","CPV",195,"Cabo Verde",0.694553074493982,0.468119140728801,3.65753518207197,3.78916940375816,3.58734630541822,3.61434119188611,3.55960242942356,3.7189805271044,3.7459754135723,3.69123665110975,1.77758751502517,36.2181889993341,34.4406014843089,36.2181889993341,0.461019006395524,0.501272348850881,0.485769857144775,0.517202739022969,0.0402533424553575,0.0247508507492509,0.0561837326274454,491000,"Cabo Verde",19764.3911455805,12152.6677178822,27586.2127200757
"80","CRI",196,"Costa Rica",0.695860460145859,0.443157775521755,3.46590603550215,3.60982251849665,3.39147031505531,3.4128825385588,3.36958955759002,3.53538679804982,3.5567990215533,3.51350604058453,1.3067550052962,37.1734940690532,38.4753093549008,39.782064360197,0.622699057919671,0.662591626984784,0.651278955884502,0.674001880785845,0.0398925690651131,0.0285798979648304,0.0513028228661734,4738000,"Costa Rica",189010.992230506,135411.556557366,243072.774739929
"81","CSA",197,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","CSS",198,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37011000,"Caribbean",NA,NA,NA
"83","CUB",199,"Cuba",NA,0.445006573545981,NA,3.97491498818309,NA,NA,NA,3.90881402913002,3.93148814958698,3.88561384176965,0.792179071167954,38.2671267804777,40.9782967092183,41.7704757803862,NA,NA,NA,NA,NA,NA,NA,11276000,"Cuba",NA,NA,NA
"84","CUW",200,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02635986014747,37.9631571227019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","CYM",201,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
