"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_amb_SOFI_EAR2","Def_CO2_HHS_EAR2","Def_CO2_SOFI_EAR2","Def_CO2u_HHS_EAR2","Def_CO2u_SOFI_EAR2","Def_CO2l_HHS_EAR2","Def_CO2l_SOFI_EAR2","Difference_HHS2","Difference_SOFI2","DifferenceCIu_HHS2","DifferenceCIu_SOFI2","DifferenceCIl_HHS2","DifferenceCIl_SOFI2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficient_SOFI2","People_made_deficientCIu_HHS2","People_made_deficientCIu_SOFI2","People_made_deficientCIl_HHS2","People_made_deficientCIl_SOFI2"
"109","GBR",225,"United Kingdom",0.60747335777287,0.428936867281207,4.14622140008441,4.23873992222982,4.10817907965334,4.12487018263204,4.09120464799853,4.20069760179875,4.21738870477746,4.18372317014395,37.6906066621839,44.7339368576924,0.284769329641138,0.153592454547995,0.306390691193975,0.175550205583977,0.296814866162057,0.165682104967783,0.316266548296892,0.185959724955167,0.0216213615528369,0.0219577510359819,0.0120455365209189,0.0120896504197886,0.0314972186557534,0.0323672704071723,62672000,"United Kingdom",17847063.4272694,1355053.9712394,1376136.17292705,754917.864839028,757682.571108993,1973993.68759338,2028521.5709583
"110","GEO",226,"Georgia",0.64329488194742,0.590971596703205,3.87062329133585,3.90291372985075,3.80582812324202,3.83915256401639,3.7713547671713,3.83811856175693,3.8714430025313,3.80364520568621,37.7628895334673,42.2208665215051,0.421318009376725,0.393295821432428,0.461045974854502,0.436008338744189,0.440539439625608,0.41391455254847,0.482368422311999,0.459075115824677,0.0397279654777771,0.0427125173117606,0.0192214302488829,0.0206187311160422,0.0610504129352735,0.0657792943922489,4374000,"Georgia",1842844.9730138,173770.120999797,186824.550721641,84074.5359086138,90186.3299015687,267034.506178886,287718.633671697
"111","GHA",227,"Ghana",0.647228579012043,0.492099133457855,3.90142144742834,3.98979308559833,3.85524190005615,3.87003504577362,3.84022662710635,3.94361353822613,3.95840668394361,3.92859826527634,34.2359206362758,34.2359206362758,0.284744664382238,0.176783019450307,0.309434439276068,0.202182029519151,0.301423688235649,0.193817596046767,0.317659130189765,0.210889155272767,0.0246897748938291,0.025399010068844,0.0166790238534109,0.0170345765964599,0.0329144658075262,0.0341061358224607,24821000,"Ghana",7067647.31463154,612824.902639731,630428.828918777,413990.051065512,422815.225700731,816969.955808608,846548.397249296
"112","GIN",228,"Guinea",0.627063950389042,0.53682580740258,3.73522103378557,3.78773465897761,3.6791906494215,3.69647171462582,3.66160568968569,3.73170427461354,3.74898533981786,3.71411931487773,33.5445932893135,32.6250812392857,0.344981171810103,0.286450886576314,0.37845059264048,0.322970034908179,0.368016490419559,0.311500796988326,0.389159897872217,0.334816303399368,0.0334694208303768,0.0365191483318653,0.0230353186094558,0.0250499104120122,0.0441787260621135,0.0483654168230536,11162000,"Guinea",3850679.83974437,373585.675308666,407626.733680281,257120.226318746,279607.10001888,493122.940305311,539854.782578925
"113","GMB",229,"Gambia",0.674557348692328,0.497635431731501,3.93136927502226,4.03506257190237,3.89545849382308,3.91217299917589,3.87845985795277,3.9991517907032,4.01586629605601,3.98215315483289,32.909509766233,31.4748038208788,0.237362499446774,0.119534273037798,0.254121404127982,0.134546147165178,0.246244710323165,0.127405145634456,0.26226549502,0.142085500734403,0.0167589046812072,0.0150118741273805,0.00888221087639068,0.00787087259665838,0.024902995573226,0.0225512276966049,1735000,"Gambia",411823.936540154,29076.6996218945,26045.6016110051,15410.6358705378,13655.9639552023,43206.6973195471,39126.3800536094
"114","GNB",230,"Guinea-Bissau",0.604895456641854,0.503081134293627,3.53062280997133,3.58702675286323,3.47576734278499,3.49385965035676,3.45734166288422,3.53217128567689,3.55026359324866,3.51374560577612,33.6818083349596,31.8065722865953,0.453314025659608,0.400077057757946,0.48938663111234,0.442707338361788,0.477465088686505,0.428548160022525,0.501537529065817,0.457202911834472,0.0360726054527319,0.0426302806038412,0.0241510630268963,0.0284711022645785,0.0482235034062088,0.0571258540765259,1624000,"Guinea-Bissau",736181.977671204,58581.9112552366,69231.575700638,39221.3263556797,46237.0700776755,78314.9695316832,92772.387020278
"115","GNQ",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1656283434738,35.4956150851608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","GRC",232,"Greece",0.597772412851225,0.430870452556948,4.19078192368403,4.27662317902371,4.13617050008033,4.1549433937641,4.11703843135438,4.22201175542,4.24078464910377,4.20287968669405,38.2303339302642,45.1411453641806,0.261949789093116,0.139303108852074,0.29253721298882,0.169357094117983,0.281837202976506,0.158587843892552,0.303632272284896,0.180803924276325,0.0305874238957039,0.0300539852659096,0.01988741388339,0.0192847350404786,0.0416824831917802,0.0415008154242513,11119000,"Greece",2912619.70492635,340101.566296332,334170.262171649,221128.154969413,214426.968915081,463467.530609404,461447.56670225
"117","GRD",233,"Grenada",NA,0.493690373536489,NA,3.95567235144442,NA,NA,NA,3.91695845826535,3.92880718737926,3.90496765164986,36.2028609328679,39.4702193783717,NA,0.285217107171862,NA,0.312422699886611,NA,0.303977376219443,NA,0.321070769654712,NA,0.0272055927147484,NA,0.0187602690475809,NA,0.0358536624828495,105000,"Grenada",NA,NA,2856.58723504858,NA,1969.828249996,NA,3764.6345606992
"118","GRL",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","GTM",235,"Guatemala",0.728404444042723,0.538913998815958,3.64673648837755,3.76680885636824,3.60282202824844,3.65470261269052,3.54810185769416,3.72289439623913,3.77477498068121,3.66817422568485,33.707021846174,35.8975657696592,0.463865093704939,0.364897902937017,0.487869070386246,0.395924552374715,0.459522250746425,0.359356647150995,0.517831133507028,0.435506317371601,0.024003976681307,0.0310266494376979,-0.00434284295851456,-0.00554125578602138,0.0539660398020885,0.0706084144345842,14707000,"Guatemala",6822063.93311854,353026.485051982,456308.933280223,-63870.1913908736,-81495.2488450165,793678.547369316,1038437.95108943
"120","GUM",236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1432744257712,33.0643555689908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","GUY",237,"Guyana",0.657910401968286,0.479914320542959,3.87792151371306,3.979185684691,3.83159636868563,3.84957022312027,3.81329353272299,3.93286053966356,3.9508343940982,3.91455770370092,34.0917990857261,35.8492837637549,0.324965502984008,0.202367449030921,0.350694737623948,0.230662497648474,0.34062239153557,0.219430203875714,0.361060391818439,0.242423184760388,0.0257292346399402,0.0282950486175522,0.0156568885515622,0.0170627548447925,0.0360948888344311,0.0400557357294665,791000,"Guyana",257047.71286035,20351.8246001927,22381.3834564838,12384.5988442857,13496.6390822309,28551.057068035,31684.086962008
"122","HIC",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","HIGHIN",239,"HIGHIN",0.597778193885594,0.429102662953373,4.18192914397923,4.26853398084495,4.14443325182903,4.15780379004699,4.13088151688513,4.23103808869476,4.24440862691271,4.21748635375086,88.6980383087379,101.045462106486,0.765903378197306,0.790670368974673,0.78469473153653,0.814908753427492,0.77809647146784,0.806472998121846,0.791264757368798,0.823221806430477,0.0187913533392249,0.0242383844528189,0.0121930932705342,0.0158026291471727,0.0253613791714927,0.0325514374558038,974428000,"HIGHIN",746317697.010044,18310820.8516342,23618560.4855914,11881291.4894201,15398524.3146212,24712837.9833193,31719032.097184
"124","HKG",240,"China, Hong Kong SAR",0.651296794847301,NA,4.37287372118139,NA,4.34624329495269,4.35248343477869,4.33996397114014,NA,NA,NA,39.0149544081867,38.4753380005875,0.133527034204413,NA,0.142538447370826,NA,0.140390830872407,NA,0.144721867066573,NA,0.0090114131664136,NA,0.00686379666799386,NA,0.0111948328621604,NA,7096000,"China, Hong Kong SAR",947507.834714514,63944.9878288709,NA,48705.5011560844,NA,79438.5339898899,NA
"125","HND",241,"Honduras",0.735186858609464,0.525466874389162,3.6809938600454,3.81318600054127,3.62992745292598,3.67507512082608,3.58264469918824,3.76211959342185,3.80726726132194,3.71483683968411,34.6456213637294,36.0154273838806,0.447491172425378,0.331325129019805,0.475065601983305,0.367276953975423,0.450676718660025,0.335420796648422,0.500706889970349,0.401644911882159,0.0275744295579264,0.0359518249556182,0.00318554623464706,0.00409566762861668,0.0532157175449706,0.0703197828623542,7777000,"Honduras",3480138.84795217,214446.338671994,279597.342679843,24773.9930668502,31852.0071477519,413858.635347236,546876.951320529
"126","HPC",242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","HRV",243,"Croatia",0.594260100112368,0.433748708488446,3.88387047725364,3.96637403948872,3.83244725115627,3.8535122967528,3.81092890346186,3.91495081339135,3.93601585898789,3.89343246569695,38.2151844711476,45.5184601492381,0.455948525685265,0.366250037038766,0.490381306635341,0.41167185755175,0.476252901905032,0.392883471695311,0.504826083982533,0.431075665903335,0.0344327809500758,0.0454218205129836,0.0203043762197664,0.0266334346565451,0.0488775582972678,0.0648256288645689,4324000,"Croatia",1971521.42506309,148887.344828128,196403.951898141,87796.1227742701,115162.971454901,211346.562077386,280306.019210396
"128","HTI",244,"Haiti",0.749753447935206,0.533316772407458,3.38249652978428,3.52134825626409,3.33577403605278,3.36403342527924,3.3066927717762,3.47462576253259,3.50288515175906,3.44554449825601,34.2259869385616,34.2259869385616,0.579540283309442,0.508704214368938,0.603738082188351,0.543568231969888,0.589143821923262,0.522504097768359,0.618606298769354,0.565117274772177,0.0241977988789093,0.0348640176009508,0.00960353861382013,0.0137998833994215,0.0390660154599118,0.0564130604032393,10033000,"Haiti",5814527.66244363,242776.516152097,349790.68859034,96352.3029124574,138454.230146396,391949.333109296,565992.2350257
"129","HUN",245,"Hungary",0.580405008397434,0.478255088428874,3.9424388772869,3.99650989936926,3.89790019782837,3.91869472107648,3.87666406303074,3.95197121991073,3.97276574315884,3.9307350851131,38.2573477811577,42.4472522299777,0.36898085351186,0.301856073619995,0.398274245652194,0.335074971047901,0.384514914662743,0.319383936893458,0.412457425579736,0.351401718744001,0.0292933921403342,0.0332188974279058,0.0155340611508828,0.0175278632734628,0.0434765720678761,0.0495456451240062,9996000,"Hungary",3688332.61170455,292816.747834781,332056.098689346,155278.475264225,175208.521281535,434591.81439049,495258.268659566
"130","IDN",246,"Indonesia",0.620009236968451,0.503081134293627,3.85084554087145,3.91650595399347,3.79963697911253,3.82001056362209,3.77883966377999,3.86529739223455,3.88567097674411,3.84450007690201,35.7321124078712,31.6706858077611,0.261795568977663,0.179681210914269,0.289369924780959,0.207596035559897,0.278237124413398,0.196195752116609,0.300945604565656,0.219627784826791,0.0275743558032963,0.0279148246456286,0.0164415554357353,0.0165145412023406,0.0391500355879926,0.0399465739125218,243802000,"Indonesia",63826283.3078922,6722683.09355523,6805690.07825354,4008484.09834313,4026278.17421304,9544856.97642376,9739054.61302064
"131","IMN",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","IND",248,"India",0.595674697107097,0.473226406157533,3.69378683852108,3.7592293951655,3.62563694149095,3.64822442621743,3.60252744874389,3.69107949813538,3.71366698286186,3.66797000538832,35.7751160186438,32.2029096783169,0.354859534181909,0.271978639794475,0.398270789334852,0.321743635929256,0.383712541338781,0.304829819106703,0.413313333563678,0.339439017226843,0.0434112551529435,0.0497649961347815,0.0288530071568728,0.0328511793122285,0.0584537993817697,0.0674603774323685,1221156000,"India",433338849.323443,53011914.6975478,60770823.6199652,35234022.8076581,40116414.7242037,71381207.8378444,82379644.6638014
"133","INX",249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","IRL",250,"Ireland",0.597829175906425,0.43183279975312,4.15203347850385,4.23749355681502,4.11010399938336,4.12831394778464,4.09155628861959,4.19556407769453,4.2137740260958,4.17701636693076,36.8996215137796,40.7279563031647,0.228269362081494,0.10959829735379,0.250021472929539,0.128907486714683,0.240441743252361,0.12024966025572,0.259983239486044,0.138160848479554,0.0217521108480447,0.0193091893608937,0.0121723811708675,0.0106513629019303,0.0317138774045503,0.0285625511257643,4523000,"Ireland",1032462.3246946,98384.7973657062,87335.4634793223,55055.6800358336,48176.1144054306,143441.867500781,129188.418741832
"135","IRN",251,"Iran (Islamic Republic of)",0.620818996458053,0.494483141320715,4.12478000035472,4.19523132501111,4.05203102800596,4.07820192269359,4.02515676868488,4.12248235266235,4.14865324734998,4.09560809334127,36.6490976415853,39.2901285249393,0.232395475240141,0.144523593999244,0.269674268541334,0.180596840805078,0.255926905565237,0.167017421410255,0.28416591081682,0.195240685017254,0.0372787933011929,0.036073246805834,0.0235314303250959,0.0224938274110106,0.0517704355766793,0.0507170910180104,75424000,"Iran (Islamic Republic of)",17528196.3245124,2811715.70594918,2720788.56708322,1774834.60084003,1696574.43864806,3904733.33293546,3825285.87294242
"136","IRQ",252,"Iraq",0.578626199807849,NA,3.82157990701224,NA,3.74726160125429,3.78168034706577,3.71161584787626,NA,NA,NA,33.1188802832558,34.3905447974179,0.31190101376103,NA,0.358664875746673,NA,0.336690124146188,NA,0.381926230926748,NA,0.0467638619856435,NA,0.0247891103851587,NA,0.0700252171657182,NA,31837000,"Iraq",9929992.5751099,1488821.07403693,NA,789210.907332297,NA,2229392.83890497,NA
"137","ISL",253,"Iceland",NA,0.428936867281207,NA,4.44060607509675,NA,NA,NA,4.41340832442591,4.42513129604686,4.40154629293497,37.0637143264638,42.268036019825,NA,0.0521925188635113,NA,0.0593150520208792,NA,0.0561567720295335,NA,0.0626508746461479,NA,0.00712253315736789,NA,0.00396425316602218,NA,0.0104583557826366,322000,"Iceland",NA,NA,2293.45567667246,NA,1276.48951945914,NA,3367.590562009
"138","ISR",254,"Israel",0.626186096406919,0.428936867281207,4.3889129650039,4.49297406061406,4.34903129444985,4.36630480679015,4.33145415550088,4.45309239006,4.47036590240031,4.43551525111104,35.7924907467728,40.0926284488383,0.132588503049566,0.0307954253525912,0.146733023632462,0.0378457082204612,0.140487052273264,0.0346451399016609,0.153277299617831,0.0413461899260511,0.0141445205828961,0.00705028286787003,0.00789854922369773,0.0038497145490697,0.0206887965682649,0.0105507645734599,7542000,"Israel",999982.489999828,106677.974236202,53173.2333894758,59570.8582451283,29034.5471290837,156034.903717854,79573.8664130347
"139","ITA",255,"Italy",0.607817620134975,0.428936867281207,4.28118698898131,4.37391470059808,4.23190099015134,4.25182464479062,4.21157230004062,4.3246287017681,4.34455235640738,4.30430001165739,38.3216537216659,42.0676905640003,0.186313919213961,0.0694963288692532,0.208833612272995,0.08618153907537,0.199543199720366,0.0791077224172312,0.218570645324695,0.0938762780944337,0.0225196930590342,0.0166852102061168,0.013229280506405,0.00961139354797798,0.0322567261107345,0.0243799492251805,60729000,"Italy",11314657.9999446,1367598.43978209,1013276.13060727,803400.975873468,583690.318775155,1958918.71997879,1480569.93649599
"140","JAM",256,"Jamaica",0.66377561674112,0.460304637208337,3.93858404866964,4.05294290384192,3.89014572432752,3.90565239401359,3.87439480537265,4.0045045794998,4.02001124918586,3.98875366054493,35.9342991576744,38.7636016269566,0.335968891691619,0.195134592408529,0.362975716121089,0.225455150896796,0.354247772201423,0.215469416784352,0.371914576655793,0.235861078190031,0.0270068244294706,0.0303205584882664,0.0182788805098045,0.0203348243758232,0.0359456849641744,0.0407264857815013,2755000,"Jamaica",925594.296610409,74403.8013031915,83533.1386351739,50358.3158045113,56022.4411553928,99030.3620763006,112201.468328036
"141","JOR",257,"Jordan",0.604380738674086,0.475750399065234,4.05146846595714,4.1209372834919,3.99397563194639,4.02172152474945,3.96543788153179,4.06344444948114,4.0911903422842,4.03490669906655,34.4197105958275,37.3084186428901,0.237244595229588,0.145808041861929,0.267606795905138,0.175219951342537,0.252713508157906,0.160584949340203,0.283373481744706,0.191126757698184,0.0303622006755496,0.0294119094806075,0.0154689129283179,0.014776907478274,0.0461288865151177,0.0453187158362549,6731000,"Jordan",1596893.37049036,204367.972747124,197971.562713969,104121.252920508,99463.364236262,310493.535133257,305040.276293831
"142","JPN",258,"Japan",0.54591692681258,0.426991284213103,4.14144679565814,4.19929866275141,4.10794932521389,4.11803354134867,4.09776238085098,4.16580119230715,4.17588540844194,4.15561424794425,38.5034327521598,36.8806532337804,0.164103791470031,0.0829444035988158,0.179736278626498,0.0955918514844723,0.174934696241931,0.0916434877650626,0.184669997767909,0.0997061187225945,0.0156324871564666,0.0126474478856565,0.0108309047718997,0.00869908416624686,0.0205662062978775,0.0167617151237787,127319000,"Japan",20893530.6261729,1990312.63227417,1610260.4173539,1378979.9646535,1107558.69696238,2618468.81963946,2134084.80784439
"143","KAZ",259,"Kazakhstan",0.568580359782409,0.445006573545981,3.99724127059452,4.0598676581101,3.94273032552212,3.96102093632935,3.92409892534783,4.0053567130377,4.02364732384493,3.98672531286341,36.3106892189506,38.0659432483921,0.264510924809607,0.172320006847624,0.296799514204252,0.20538417521867,0.285765970698777,0.193891704240034,0.308234975002998,0.217496965089244,0.0322885893946452,0.0330641683710451,0.0212550458891702,0.0215716973924096,0.0437240501933911,0.0451769582416199,16098000,"Kazakhstan",4258096.86758505,519781.712074998,532266.982437085,342163.728723861,347261.184623009,703869.76001321,727258.673773598
"144","KEN",260,"Kenya",0.677007926700436,0.477422316242137,3.72207385217382,3.83727768455842,3.67445824122424,3.71810807657658,3.62881578958398,3.78966207360885,3.83331190896119,3.74401962196859,33.4828700692933,31.6251901130468,0.346039027013051,0.211015451777153,0.372324106834551,0.240975516509151,0.348202180671459,0.213424219524787,0.398093002918561,0.271737611269883,0.0262850798214998,0.0299600647319979,0.00216315365840763,0.00240876774763435,0.0520539759055097,0.0607221594927302,42028000,"Kenya",14543328.2273045,1104709.33473799,1259161.60055641,90913.0219555561,101235.690897576,2187724.49935676,2552030.91916046
"145","KGZ",261,"Kyrgyzstan",0.592734856441336,0.478255088428874,3.93520655915305,3.99650989936926,3.86834597693184,3.89775460295334,3.83804621023319,3.92964931714805,3.95905794316955,3.8993495504494,36.0958371948355,37.2588377518051,0.296205805629033,0.214276241475861,0.33631384321217,0.257242519153764,0.318406449926125,0.237811042508365,0.35516019336688,0.278093274454558,0.0401080375831365,0.0429662776779031,0.0222006442970921,0.0235348010325049,0.0589543877378468,0.0638170329786977,5403000,"Kyrgyzstan",1600399.96781367,216703.727061687,232146.798293711,119950.081137189,127158.529978624,318530.556947586,344803.429183904
"146","KHM",262,"Cambodia",0.607817620134975,0.500758143565517,3.94241325537182,4.0017550258715,3.89206911589286,3.91160783418463,3.87214101542575,3.95141088639254,3.97094960468431,3.93148278592544,35.6545854514499,33.419480970962,0.237973632288764,0.162621576885261,0.26434458888512,0.188562869445412,0.253936279750064,0.178206168199114,0.275179603906678,0.199499943631471,0.0263709565963557,0.0259412925601504,0.0159626474613002,0.0155845913138532,0.0372059716179133,0.0368783667462097,14606000,"Cambodia",3475842.87320969,385174.192046371,378898.519133557,233150.42881975,227628.54073014,543430.421451241,538645.424695139
"147","KIR",263,"Kiribati",NA,0.491300640723447,NA,4.14199171725368,NA,NA,NA,4.10594821361349,4.11682982226376,4.09494689168914,35.2255048905657,32.5599039756953,NA,0.0899351279264697,NA,0.102436265431053,NA,0.098535787361276,NA,0.106492570430855,NA,0.012501137504583,NA,0.00860065943480634,NA,0.0165574425043857,99000,"Kiribati",NA,NA,1237.61261295372,NA,851.465284045828,NA,1639.18680793418
"148","KNA",264,"Saint Kitts and Nevis",NA,0.479085752531057,NA,4.05962569075651,NA,NA,NA,4.03022023600124,4.04086611596076,4.01945980064505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53000,"Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA
"149","KOR",265,"Republic of Korea",0.582689551146728,0.433748708488446,4.2961445621468,4.37183914759689,4.24876199813167,4.25922595917798,4.23818738371166,4.32445658358176,4.33492054462807,4.31388196916175,38.1487877785623,39.1610106275196,0.140392995731673,0.0522495319921789,0.159324412351211,0.064989704971566,0.155006108340994,0.0619867154411907,0.163767651776492,0.068137955247552,0.0189314166195377,0.0127401729793871,0.0146131126093202,0.0097371834490118,0.0233746560448182,0.0158884232553731,48733000,"Republic of Korea",6841771.86099164,922584.726119931,620866.849804473,712140.816790003,474522.161020692,1139117.11303212,774290.530504096
"150","KSV",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","KWT",266,"Kuwait",NA,0.474911229509191,NA,4.30607026983963,NA,NA,NA,4.25689861839735,4.27319323525061,4.24033408271058,36.2323871278916,43.3796904258145,NA,0.129491503952424,NA,0.15262038020738,NA,0.144670050153806,NA,0.160994141675021,NA,0.0231288762549565,NA,0.0151785462013823,NA,0.0315026377225974,3125000,"Kuwait",NA,NA,72277.738296739,NA,47432.9568793197,NA,98445.742883117
"152","LAC",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","LAO",268,"Lao People's Democratic Republic",0.611901053052641,0.503851886924174,3.92366241480985,3.98394050219479,3.8548391911546,3.87625530958513,3.83295436641972,3.91511727853954,3.93653339697007,3.89323245380466,34.7487881371896,33.409559976076,0.248911018959849,0.172857665770667,0.285885165052315,0.210023838319389,0.274104691489309,0.197984239274318,0.298166607709895,0.222760474404152,0.0369741460924658,0.0371661725487221,0.0251936725294604,0.0251265735036508,0.0492555887500464,0.049902808633485,6521000,"Lao People's Democratic Republic",1623148.75463717,241108.406668969,242360.611190217,164287.938564612,163850.385817307,321195.694239053,325416.215098956
"154","LBN",269,"Lebanon",NA,0.473226406157533,NA,4.06241565415325,NA,NA,NA,4.0030395887799,4.0251069043125,3.98047429717369,36.7986309881297,39.4149222715211,NA,0.205972244483299,NA,0.243525827205367,NA,0.229153515562635,NA,0.258711816449408,NA,0.0375535827220677,NA,0.0231812710793354,NA,0.0527395719661088,4478000,"Lebanon",NA,NA,168164.943429419,NA,103805.731893264,NA,236167.803264235
"155","LBR",270,"Liberia",0.620121110552797,0.550511738739587,3.3630729656128,3.40381647424437,3.29933742051098,3.31965512048527,3.27859833522787,3.34008092914256,3.36039862911685,3.31934184385945,33.3290138858369,31.4849308740051,0.55542735597494,0.533074300863148,0.595673841261647,0.578780727594721,0.582932359457354,0.564295229637863,0.60857564826197,0.593457334501058,0.0402464852867064,0.0457064267315729,0.0275050034824138,0.0312209287747148,0.0531482922870296,0.0603830336379098,4080000,"Liberia",2266143.61237776,164205.659969762,186482.221064817,112220.414208248,127381.389400837,216845.032531081,246362.777242672
"156","LBY",271,"Libya",NA,0.450489560363712,NA,4.02566396304675,NA,NA,NA,3.95442710544076,3.98291135504407,3.92510765517428,35.3976402057865,38.623902074617,NA,0.204598365855263,NA,0.252329878829097,NA,0.232571183545642,NA,0.27355631286474,NA,0.0477315129738342,NA,0.0279728176903795,NA,0.0689579470094775,6103000,"Libya",NA,NA,291305.42367931,NA,170718.106364386,NA,420850.350598841
"157","LCA",272,"Saint Lucia",0.646154296603395,0.474911229509191,4.06790843150654,4.16389578105909,4.03586502541716,4.04985018907277,4.02168149955224,4.13185237496971,4.14583753862532,4.11766884910479,36.5200363532369,39.102138418097,0.267060848625464,0.14731364952552,0.283615060141095,0.163406824846397,0.276329874808074,0.15624762468068,0.291096276512465,0.170881772701505,0.0165542115156315,0.0160931753208769,0.00926902618260989,0.00893397515516073,0.024035427887001,0.0235681231759857,179000,"Saint Lucia",47803.891903958,2963.20386129803,2880.67838243697,1659.15568668717,1599.18155277377,4302.34159177317,4218.69404850144
"158","LCN",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","LCR",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","LDC",275,"Least Developed Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773530000,"Least Developed Countries",NA,NA,NA,NA,NA,NA,NA
"161","LIC",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","LIE",277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","LIFDC",278,"Low Income Food Deficit Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763102000,"Low Income Food Deficit Countries",NA,NA,NA,NA,NA,NA,NA
"164","LKA",279,"Sri Lanka",0.609943385175549,0.549167531469926,3.80296858000457,3.83819155775389,3.74379362719264,3.76202009255397,3.72522878075947,3.77901660494195,3.79724307030328,3.76045175850879,36.527948121462,31.2177057531609,0.276433297956634,0.234751567799661,0.309787432632099,0.269101126470356,0.299327669047267,0.258258696517503,0.320602036755999,0.28037482972025,0.0333541346754648,0.0343495586706953,0.0228943710906333,0.0235071287178425,0.0441687387993656,0.0456232619205889,20926000,"Sri Lanka",5784643.19304052,697968.622218777,718798.86474297,479087.609442592,491910.175549573,924275.028115525,954712.378950244
"165","LLDC",280,"Land Locked Developing Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409625000,"Land Locked Developing Countries",NA,NA,NA,NA,NA,NA,NA
"166","LMC",281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","LMY",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
