"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_amb_SOFI_EAR2","Def_CO2_HHS_EAR2","Def_CO2_SOFI_EAR2","Def_CO2u_HHS_EAR2","Def_CO2u_SOFI_EAR2","Def_CO2l_HHS_EAR2","Def_CO2l_SOFI_EAR2","Difference_HHS2","Difference_SOFI2","DifferenceCIu_HHS2","DifferenceCIu_SOFI2","DifferenceCIl_HHS2","DifferenceCIl_SOFI2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficient_SOFI2","People_made_deficientCIu_HHS2","People_made_deficientCIu_SOFI2","People_made_deficientCIl_HHS2","People_made_deficientCIl_SOFI2"
"168","LSO",283,"Lesotho",0.706933703858122,0.491300640723447,4.02678848819077,4.15597795922842,3.98122278036734,4.04352836801332,3.91477574246586,4.11041225140499,4.17271783905097,4.0439652135035,34.0763512097246,35.403172244499,0.257626794694042,0.115221610833595,0.278862569453029,0.134260952889999,0.250041625419683,0.108733700993783,0.311278210486416,0.16571796085476,0.0212357747589872,0.0190393420564034,-0.00758516927435882,-0.00648790983981268,0.0536514157923738,0.0504963500211644,2030000,"Lesotho",522982.393228906,43108.6227607441,38649.864374499,-15397.8936269484,-13170.4569748197,108912.374058519,102507.590542964
"169","LTU",284,"Lithuania",0.616697152751257,0.49050021908041,4.28717912537245,4.35704158201924,4.24274163138821,4.26035105572662,4.22481654835332,4.312604088035,4.3302135123734,4.29467900500011,38.272619465424,42.3806650140499,0.190400362655877,0.106687116999758,0.210593206402124,0.124302503116143,0.202445190361947,0.117092921492758,0.219081682986393,0.131954446986707,0.0201928437462476,0.0176153861163843,0.0120448277060709,0.010405804493,0.0286813203305164,0.0252673299869487,3044000,"Lithuania",579578.703924488,61467.0163635777,53621.2353382738,36664.4555372798,31675.2688766919,87305.9390860919,76913.7524802719
"170","LUX",285,"Luxembourg",0.57807108713588,0.427965586347602,4.26373370795208,4.33923952729439,4.21623116956847,4.22920336066015,4.20308848666042,4.29173698891078,4.30470918000245,4.27859430600272,37.6857618989067,41.7205121277971,0.17837292206033,0.077621866075734,0.200619824913726,0.0950547790787643,0.194385086125071,0.0900306403251003,0.207057399359048,0.100352530131715,0.0222469028533953,0.0174329130030304,0.0160121640647408,0.0124087742493663,0.0286844772987179,0.0227306640559813,516000,"Luxembourg",92040.4277831304,11479.401872352,8995.38310956367,8262.27665740626,6402.92751267303,14801.1902861384,11729.0226528863
"171","LVA",286,"Latvia",0.600842732769792,0.444083516117977,4.02418662462983,4.10608753474711,3.97473142887438,3.98925321251874,3.95999565164527,4.05663233899166,4.07115412263602,4.04189656176255,38.2943580465046,41.97733420697,0.316411589326794,0.203034953174802,0.346256414914965,0.235927242963624,0.337382891105673,0.225975761045308,0.355347781648334,0.246267487384187,0.029844825588171,0.0328922897888215,0.0209713017788787,0.0229408078705054,0.0389361923215398,0.0432325342093847,2073000,"Latvia",655921.224674444,61868.3234442785,68185.716732227,43473.5085876156,47556.2947155576,80714.7266825521,89621.0434160545
"172","MAC",287,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.820010166594,38.2914371080447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546000,"China, Macao SAR",NA,NA,NA,NA,NA,NA,NA
"173","MAF",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","MAFR",289,"Middle Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63854000,"Middle Africa",NA,NA,NA,NA,NA,NA,NA
"175","MAR",290,"Morocco",0.636062341630274,0.51520526346735,4.26362046743449,4.33318988690235,4.19575128235963,4.22378619034807,4.16690769249187,4.26532070182749,4.29335560981593,4.23647711195973,35.9075156339342,37.1296667098969,0.153707483138663,0.081489702811512,0.180369158205909,0.103224795746686,0.169022589436024,0.0937847119633184,0.192529686612101,0.113638326244831,0.0266616750672455,0.0217350929351741,0.0153151062973607,0.0122950091518064,0.0388222034734382,0.0321486234333193,32059000,"Morocco",4927708.2019424,854746.640980825,696805.344408746,490986.992787087,394165.698397762,1244601.02115496,1030652.71864878
"176","MCA",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","MCO",292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","MDA",293,"Republic of Moldova",0.590761591650478,0.510709915981566,3.81448441747957,3.85857173742333,3.7655616602165,3.80271792835376,3.72697134877939,3.80964898016025,3.84680524829752,3.77105866872315,37.9845444186911,42.4509056522008,0.455431250459165,0.414562444428189,0.488377398261952,0.452229519538001,0.463335829828359,0.423563836675147,0.514432705092406,0.482265544444157,0.0329461478027869,0.0376670751098116,0.00790457936919386,0.00900139224695751,0.0590014546332406,0.0677031000159675,3543000,"Republic of Moldova",1613592.92037682,116728.201665274,133454.447114062,28005.9247050539,31891.9327309704,209042.153765571,239872.083356573
"179","MDG",294,"Madagascar",0.655320295755759,0.499200446347456,3.56946728890355,3.65958909110151,3.51076457570469,3.53381324707735,3.48717210457675,3.60088637790265,3.62393504927531,3.57729390677471,33.4447632349728,31.3352250583188,0.424526880943393,0.333459375210869,0.459875555852782,0.377221168782565,0.445942716739584,0.359813112674644,0.474188196998026,0.395301876998643,0.0353486749093895,0.0437617935716959,0.0214158357961916,0.0263537374637752,0.0496613160546331,0.0618425017877737,21679000,"Madagascar",9203318.25197181,766323.923360656,948711.922840794,464273.904225637,571322.674477183,1076607.67074839,1340683.59625715
"180","MDV",295,"Maldives",0.615539253928533,0.472380727077439,4.31036538376682,4.38823789467316,4.28153250351661,4.2901532382883,4.27283680496577,4.35940501442295,4.36802574919464,4.35070931587211,36.1054084053558,34.5585846996688,0.106159455648569,0.0367234842226763,0.114997314459895,0.0419040273078052,0.112301731334223,0.0402965262136539,0.117762635111414,0.0435777137665512,0.00883785881132658,0.0051805430851289,0.00614227568565484,0.00357304199097757,0.011603179462845,0.00685422954387483,332000,"Maldives",35244.9392753248,2934.16912536042,1719.94030426279,2039.23552763741,1186.24994100455,3852.25558166454,2275.60420856644
"181","MEA",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Melanesia",297,"Melanesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898000,"Melanesia",NA,NA,NA,NA,NA,NA,NA
"183","MEX",298,"Mexico",0.67382317795934,0.509197994821349,3.93186424578206,4.02924178439463,3.89740626372553,3.94344182018483,3.84914873370995,3.9947838023381,4.0408193587974,3.94652627232252,35.5731457034751,38.360249461089,0.336247637352538,0.226437242963776,0.355099865794444,0.247315943481411,0.330001945738177,0.219652212046536,0.382099882597795,0.278202812363075,0.0188522284419055,0.0208787005176343,-0.00624569161436084,-0.00678503091724023,0.0458522452452571,0.051765569399299,119361000,"Mexico",40134854.2420363,2250220.83905429,2492102.57248534,-745491.996781724,-809868.075312711,5472969.84471913,6178790.12906973
"184","MHL",299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","MIC",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","MKD",301,"The former Yugoslav Republic of Macedonia",0.652016321879981,0.443157775521755,3.91457174304614,4.0289399780424,3.8499094286443,3.8722764663998,3.82703063829861,3.96427766364056,3.98664470139605,3.94139887329487,37.8223006119835,41.9039861648681,0.391725109535598,0.25384927606944,0.430283372368615,0.302748117152289,0.416850546425983,0.285362238166566,0.444107401760393,0.321006491758381,0.0385582628330179,0.0488988410828491,0.0251254368903853,0.0315129620971267,0.0523822922247957,0.0671572156889415,2104000,"The former Yugoslav Republic of Macedonia",824189.630462897,81126.5850006697,102883.161638314,52863.9192173706,66303.2722523546,110212.34284097,141298.781809533
"187","MLI",302,"Mali",0.590705277481379,0.507679225573303,4.03022625696879,4.07582352135161,4.00171952981095,4.02288800174914,3.98009324500471,4.04731679419377,4.06848526613197,4.02569050938754,32.8680424199096,32.3032856498886,0.173698084467459,0.118377233908725,0.186359171146354,0.129874005852207,0.176903828811891,0.121265592460948,0.196335895002607,0.139096269493531,0.012661086678895,0.0114967719434822,0.00320574434443166,0.00288835855222287,0.0226378105351479,0.0207190355848058,14417000,"Mali",2504205.28376736,182534.88664963,165748.961109183,46217.2162136712,41641.4652473972,326369.314485228,298706.336026145
"188","MLT",303,"Malta",NA,0.430870452556948,NA,4.38451214103489,NA,NA,NA,4.33868678113278,4.3566908391247,4.32035262484788,38.198529908045,45.9081614926925,NA,0.0977033584289787,NA,0.117339105487036,NA,0.109314977931291,NA,0.125930145565272,NA,0.0196357470580569,NA,0.0116116195023126,NA,0.0282267871362929,426000,"Malta",NA,NA,8364.82824673224,NA,4946.54990798516,NA,12024.6113200608
"189","MMR",304,"Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4876726151507,33.9230367789618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52685000,"Myanmar",NA,NA,NA,NA,NA,NA,NA
"190","MNA",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","MNE",306,"Montenegro",0.566060531874297,0.440364272662198,4.1572758506634,4.22052776721766,4.09912270333864,4.12175612690092,4.07596512152493,4.16237461989289,4.18500804345518,4.13921703807918,37.415726166271,41.4028534333771,0.221668069546708,0.129445707053717,0.253396768986217,0.159392374931071,0.24077155745682,0.147237458348687,0.266665706928307,0.172490054948925,0.031728699439509,0.0299466678773542,0.0191034879101115,0.01779175129497,0.0449976373815991,0.0430443478952079,621000,"Montenegro",137655.871188506,19703.5223519351,18596.8807518369,11863.2659921793,11048.6775541764,27943.532813973,26730.5400429241
"192","MNG",307,"Mongolia",0.610633861163176,0.511463329759292,3.83891483453563,3.89455432189092,3.7950070447256,3.817103008083,3.77241179682619,3.85064653208089,3.8727424954383,3.82805128418148,36.0427975360639,38.9489389842981,0.386171566053094,0.324845153014349,0.413945947213183,0.356307971764931,0.399905632766222,0.340335911109527,0.428418045094283,0.372905639777336,0.0277743811600893,0.0314628187505817,0.0137340667131281,0.015490758095178,0.0422464790411896,0.0480604867629865,2754000,"Mongolia",1063516.49291022,76490.645714886,86648.602839102,37823.6197279548,42661.5477941201,116346.803279436,132358.580545265
"193","MNP",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","MOZ",309,"Mozambique",0.664685368057841,0.555175399013077,3.51676629902827,3.5835597564487,3.47320827142175,3.51047277017817,3.43450119965282,3.54000172884218,3.57726622759859,3.50129465707325,32.9253076134116,31.1744521394975,0.453788188418403,0.397699209194546,0.479836353426498,0.428243124312896,0.457542182879095,0.402078484398809,0.503059605977858,0.45575727444759,0.0260481650080951,0.03054391511835,0.00375399446069224,0.00437927520426235,0.0492714175594559,0.058058065253044,24581000,"Mozambique",11154567.4595128,640289.944063987,750799.977524161,92276.9378382761,107646.963795973,1211140.71502898,1427125.30198507
"195","MRT",310,"Mauritania",0.633584190150989,0.505388080453532,3.91015940116867,3.98316530824106,3.86320016240298,3.88641538294311,3.83943316029735,3.93620606947537,3.9594212900155,3.91243906736974,33.9192131805076,34.5660483617833,0.281059159883354,0.191822872370009,0.306575358692615,0.218201576361066,0.293832705331883,0.204908188924981,0.319867565500472,0.232311966954514,0.0255161988092606,0.0263787039910564,0.0127735454485292,0.0130853165549719,0.0388084056171177,0.0404890945845051,3703000,"Mauritania",1040762.06904806,94486.484190692,97680.340878882,47300.4387959035,48454.927203061,143707.526000187,149931.117246422
"196","MUS",311,"Mauritius",NA,0.479085752531057,NA,4.17569786200927,NA,NA,NA,4.12703982203832,4.146800685119,4.10688058174575,37.2729539786886,39.1373919424138,NA,0.144198181161859,NA,0.168507031794156,NA,0.158333937985275,NA,0.179308594089787,NA,0.0243088506322973,NA,0.0141357568234162,NA,0.0351104129279276,1235000,"Mauritius",NA,NA,30021.4305308872,NA,17457.659676919,NA,43361.3599659906
"197","MWI",312,"Malawi",0.654117685738547,0.524744149811262,3.96045229649766,4.03670905851506,3.91732285981219,3.97235843172927,3.85908106089052,3.9935796218296,4.04861519374667,3.93533782290793,33.0411103721522,31.6235969673899,0.219347151194604,0.133360177719366,0.239328368499614,0.15186779156296,0.21400493197579,0.128536519000445,0.267817889809816,0.179449587468312,0.01998121730501,0.018507613843594,-0.00534221921881403,-0.00482365871892107,0.0484707386152121,0.0460894097489457,15458000,"Malawi",3390668.26316619,308869.657100844,286090.694794276,-82580.0246844273,-74564.1164770819,749260.677513948,712450.095899203
"198","MYS",313,"Malaysia",0.668027411499559,0.444083516117977,4.01097619333986,4.13550141995341,3.96837064772902,3.97968975368083,3.95692195137067,4.09289587434257,4.10421498029438,4.08144717798422,36.1519115117957,35.7408114845109,0.257621269439364,0.103971634342578,0.278629329380913,0.122353763404828,0.272967612679435,0.117261280037181,0.284413421392636,0.127660445720084,0.021008059941549,0.0183821290622499,0.0153463432400709,0.0132896456946033,0.0267921519532726,0.0236888113775063,28759000,"Malaysia",7408930.08780666,604170.795859009,528651.649701244,441345.4852412,382196.920531097,770515.498024166,681266.526405703
"199","NAC",314,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349464000,"Northern America",NA,NA,NA,NA,NA,NA,NA
"200","NAFR",315,"Northern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209622000,"Northern Africa",NA,NA,NA,NA,NA,NA,NA
"201","NAM",316,"Namibia",0.780423319325289,0.473226406157533,3.66576163487877,3.85832029780974,3.62917808675895,3.65283820008431,3.60494457848517,3.82173674968991,3.84539686301528,3.79750324141614,33.9470346461822,33.2782630860806,0.418350411526242,0.227585517768132,0.436740372866136,0.251583407530451,0.424828607904513,0.235912520397494,0.449000478238048,0.268186760082397,0.0183899613398933,0.0239978897623191,0.00647819637827041,0.00832700262936112,0.030650066711806,0.0406012423142647,2218000,"Namibia",927901.212765206,40788.9342518834,53227.3194928237,14368.6395670038,18469.291831923,67981.8479667858,90053.5554530391
"202","NCL",317,"New Caledonia",NA,0.488087275732784,NA,4.05527267552951,NA,NA,NA,4.02069300061655,4.0343536369744,4.00684316368983,36.9034673889451,33.6121501058598,NA,0.134114878666229,NA,0.150030842757705,NA,0.143598850381868,NA,0.156745143729397,NA,0.0159159640914756,NA,0.00948397171563845,NA,0.022630265063168,250000,"New Caledonia",NA,NA,3978.9910228689,NA,2370.99292890961,NA,5657.56626579199
"203","NeFoIC",318,"Net Food Importing Developing Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271855000,"Net Food Importing Developing Countries",NA,NA,NA,NA,NA,NA,NA
"204","NER",319,"Niger",0.599363130210716,0.51816913554843,4.12444701227618,4.16981546668667,4.10858714895119,4.13815341329551,4.07812001772937,4.15395560336168,4.183521867706,4.12348847213986,32.3023180067859,31.2377619380026,0.127301227546715,0.0799646964485546,0.132901404964968,0.0846119928414528,0.122595445646033,0.0761061640009432,0.144129699735566,0.0941031484063468,0.00560017741825272,0.0046472963928982,-0.00470578190068237,-0.00385853244761136,0.0168284721888511,0.0141384519577922,16511000,"Niger",2101870.56802381,92464.5293527707,76731.5107431421,-77697.1649621666,-63708.2292425112,277854.90431012,233439.980275107
"205","NEUR",320,"Northern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99285000,"Northern Europe",NA,NA,NA,NA,NA,NA,NA
"206","NGA",321,"Nigeria",0.684081808044314,0.493690373536489,3.84355348385713,3.95567235144442,3.8101504094628,3.82941135427184,3.79051118266616,3.92226927705009,3.94153022185913,3.90263005025345,33.3365506068123,33.0347409909,0.306506154611492,0.176720638766771,0.323853774675064,0.194818720712951,0.313800889309725,0.184249299934678,0.334238079205946,0.20596710337304,0.0173476200635716,0.0180980819461801,0.00729473469823283,0.00752866116790718,0.0277319245944536,0.0292464646062691,164193000,"Nigeria",50326165.0441247,2848357.78109801,2971578.36898914,1197744.37430694,1236153.46314218,4553387.89493712,4802064.76309714
"207","NIC",322,"Nicaragua",0.633643123567861,0.535426532885883,3.7695401095297,3.82695112749302,3.726187916664,3.76770204832232,3.6828754355206,3.78359893462732,3.82511306628563,3.74028645348392,34.5943770132688,36.7357235365558,0.396797038512908,0.338387982774331,0.423389804997701,0.368473499622457,0.397915764879675,0.339644431337496,0.45031152047078,0.399359376749741,0.0265927664847932,0.0300855168481265,0.0011187263667668,0.00125644856316548,0.053514481957872,0.0609713939754107,5905000,"Nicaragua",2343086.51241872,157030.286092704,177654.976988187,6606.07919575794,7419.32876549216,316003.015961234,360036.0814248
"208","NLD",323,"Netherlands",0.578848346924388,0.428936867281207,4.03715991502242,4.11269920133446,3.99793803123705,4.01240877188179,3.98325480973997,4.07347731754909,4.08794805819383,4.05879409605201,37.6835709620897,41.2114723223045,0.291114275167121,0.179176129331328,0.31477016421831,0.204098805299951,0.305946516332408,0.194672477426956,0.323832764162022,0.213936123109254,0.023655889051189,0.0249226759686224,0.0148322411652871,0.0154963480956278,0.0327184889949014,0.0347599937779262,16666000,"Netherlands",4851710.50993523,394249.046927116,415361.317693061,247194.131260675,258262.137361733,545286.337589027,579310.056302917
"209","NOC",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","NOR",325,"Norway",0.550944654978205,0.427965586347602,4.1789633338618,4.23915606873741,4.13792543075674,4.15519266151915,4.12035479612058,4.19811816563234,4.21538539639475,4.18054753099618,37.4896482223432,40.9360140293729,0.19834432652917,0.109021573246171,0.219742393435477,0.12800808897746,0.21058165568714,0.11975652096572,0.229294672638266,0.136801829713977,0.0213980669063069,0.0189865157312888,0.0122373291579701,0.0107349477195496,0.0309503461090956,0.0277802564678059,4944000,"Norway",980614.350360217,105792.042784781,93869.333775492,60501.3553570042,53073.5815254531,153018.511163369,137345.587976832
"211","NPL",326,"Nepal",0.589579751168292,0.5189060482667,3.88664086905259,3.92581126708254,3.81968516511577,3.84441085038078,3.79433258724282,3.85885556314572,3.88358124841073,3.83350298527277,34.8966832213422,30.7515466200677,0.217282158659967,0.167694251716201,0.252117900648058,0.202060341772285,0.238920999375692,0.188906212152422,0.266038434911363,0.216101698384283,0.0348357419880905,0.0343660900560833,0.0216388407157243,0.0212119604362203,0.0487562762513959,0.0484074466680821,27156000,"Nepal",5900514.30057008,945999.409428586,933245.541562997,587624.358476209,576031.997606,1324025.43788291,1314552.62171844
"212","NZL",327,"New Zealand",0.608621394429013,0.427965586347602,4.25744125561196,4.35107398494139,4.22433393108759,4.23649260473553,4.21202560262436,4.31796666041702,4.33012533406497,4.3056583319538,37.154216476514,41.9165287763142,0.195644137178712,0.0752239087463326,0.211020265152576,0.0868213761298171,0.205292790371622,0.082416053880347,0.216912553556285,0.0914577620655041,0.0153761279738631,0.0115974673834845,0.00964865319291003,0.00719214513401444,0.0212684163775722,0.0162338533191715,4414000,"New Zealand",863573.221506837,67870.2288766319,51191.2210307006,42589.1551935049,31746.1286215397,93878.7898906036,71656.2285508231
"213","Oceania",328,"Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29610000,"Oceania",NA,NA,NA,NA,NA,NA,NA
"214","OEC",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","OED",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","OMN",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9098694612589,37.5649944805255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","OSS",332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","PAK",333,"Pakistan",0.573974596479425,0.516690459418634,3.57294619958151,3.60418510285625,3.51401478097297,3.54609694099717,3.48086914305354,3.54525368424771,3.57733584427191,3.51210804632828,34.9902391449294,33.9345862784951,0.46632210480825,0.438667504183748,0.507242016140931,0.483929815767784,0.484947212977738,0.459225734328739,0.530251311651032,0.509516669309172,0.0409199113326816,0.0452623115840356,0.0186251081694888,0.0205582301449903,0.0639292068427826,0.0708491651254239,176166000,"Pakistan",82150099.9156501,7208697.09983319,7973680.38251321,3281110.80578617,3621661.17172235,11262152.6526656,12481214.0234854
"219","PAN",334,"Panama",0.703294639475334,0.488893547176172,3.81313133558905,3.94093456031117,3.77492757228685,3.78852009128939,3.76114774783506,3.90273079700897,3.91632331601151,3.88895097255718,35.6580411000634,38.9231581378609,0.414698764077791,0.28387023282622,0.435986374470184,0.310921837281909,0.428387834503203,0.301168866465799,0.443713804315736,0.32094663161683,0.0212876103923922,0.0270516044556898,0.0136890704254118,0.0172986336395798,0.0290150402379442,0.0370763987906101,3740000,"Panama",1550973.37765094,79615.6628675468,101173.00066428,51197.1233910403,64696.8898120284,108516.250489911,138665.731476882
"220","PER",335,"Peru",0.679832425732438,0.501534271825393,3.87978780063469,3.9851055512656,3.82936497708595,3.84577506013713,3.81268110404604,3.93468272771686,3.95109281076804,3.91799885467695,35.8379557335131,37.8230977549786,0.358253731511719,0.241272114305782,0.386305638386333,0.273693835408484,0.37710259045075,0.262910229377358,0.395728238102788,0.284877088431728,0.0280519068746137,0.0324217211027025,0.0188488589390304,0.0216381150715766,0.0374745065910688,0.0436049741259462,29615000,"Peru",10609684.2587196,830757.222091684,960169.270456534,558208.957479385,640812.777844742,1109807.5126945,1291361.3087399
"221","PHL",336,"Philippines",0.648543069913103,0.533316772407458,3.72152157595817,3.78961224285877,3.66968585763051,3.68701030157265,3.65205597805401,3.73777652453111,3.75510096847325,3.72014664495461,34.3132276113936,33.5960123404647,0.374729410906631,0.302918424652856,0.40538739346775,0.337670133483093,0.395065891291309,0.325881450295731,0.415958808010791,0.349832359038873,0.0306579825611191,0.034751708830237,0.0203364803846779,0.0229630256428756,0.0412293971041599,0.0469139343860173,95053000,"Philippines",35619154.694908,2914133.21638205,3303254.17944052,1933043.47000479,2182704.47643226,3918977.88294171,4459310.2051941
"222","PLW",337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","PNG",338,NA,0.696795142317655,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0511443881482,34.0511443881482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","POL",339,"Poland",0.589073735048489,0.436600915721268,4.25731286618132,4.33550661903899,4.20596345121964,4.22391296892466,4.18768585042609,4.28415720407731,4.30210672178233,4.26587960328376,38.2531438173583,41.8789673324395,0.187529974819292,0.0844249887203219,0.211894381076141,0.104142243429984,0.203174365929333,0.0969018673195227,0.220994819093031,0.111909960145101,0.0243644062568488,0.0197172547096622,0.0156443911100407,0.0124768785992008,0.0334648442737387,0.0274849714247792,38205000,"Poland",7164582.68797105,930842.141042909,753297.716182646,597693.962359103,476679.146882467,1278524.37547819,1050063.33328369
"225","POLYN",340,"Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458000,"Polynesia",NA,NA,NA,NA,NA,NA,NA
"226","PRI",341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3660219353609,40.2787225782729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","PRK",342,"Democratic People's Republic of Korea",NA,0.472380727077439,NA,3.85872013789502,NA,NA,NA,3.79803147643286,3.82488513078367,3.77043675727156,37.0464107211793,32.9427620222946,NA,0.220514722190141,NA,0.260442448100674,NA,0.242329313576561,NA,0.279756273938054,NA,0.0399277259105337,NA,0.0218145913864203,NA,0.0592415517479138,24631000,"Democratic People's Republic of Korea",NA,NA,983459.816902356,NA,537315.200438919,NA,1459178.66110286
"228","PRT",343,"Portugal",0.621808527189059,0.435653040426273,4.29531344748963,4.39373958391581,4.25402830139871,4.26704216038652,4.2408428463039,4.3524544378249,4.3654682968127,4.33926898273008,38.1091720661526,42.3128296564056,0.188111902702233,0.0682552103692083,0.206541525362955,0.0816367075139736,0.200619852281624,0.0772205696934298,0.212645616270299,0.0863026059410455,0.0184296226607217,0.0133814971447653,0.0125079495793914,0.00896535932422153,0.0245337135680659,0.0180473955718373,10598000,"Portugal",1993609.94483826,195317.140958329,141817.106740223,132559.24964239,95014.8781180998,260008.296394362,191266.298270331
"229","PRY",344,"Paraguay",0.706431157234588,0.496850156416928,3.81092052059052,3.93701297158066,3.77807203264155,3.81342138855503,3.74142716439965,3.90416448363168,3.93951383954517,3.86751961538979,34.7313467369283,36.579723361863,0.382360116024843,0.248468428513879,0.400215674440695,0.26987079669936,0.381010378211958,0.246876865186349,0.4203822602366,0.294788389952169,0.0178555584158518,0.0214023681854809,-0.00134973781288533,-0.00159156332753008,0.0380221442117563,0.0463199614382898,6573000,"Paraguay",2513253.04263129,117364.585467394,140677.766083166,-8871.82664409529,-10461.3457518552,249919.553903874,304461.106533879
